Accession	Gene Names	Entry
OG6_100072	C307340WA	Q5ADT4
OG6_102338	C307350WA	Q5ADT5
OG6_100306	C307360WA	Q5ADT6
OG6_342529	C307370WA	Q5ADT7
OG6_153256	C307380WA	A0A1D8PKR8
OG6_100367	C307390CA	Q5ADT9
OG6_102125	C307400WA	Q5ADU0
OG6_100559	C307410CA	Q5ADU2
OG6_102747	C307420WA	Q5ADU3
OG6_106630	C307430WA	A0A1D8PKR9
OG6_100657	C307440WA	Q9P940
OG6_105671	C307450CA	Q5ADU7
OG6_102037	C307460WA	Q5ADU9
OG6_152859	C307470WA	A0A1D8PKU6
OG6_102145	C307480WA	Q5ADV1
OG6_100912	C307490WA	Q5ADV2
OG6_113480	C307500WA	A0A1D8PKT1
OG6r21_115542	C307540CA	Q5ADV4
OG6_102331	C307550CA	Q5ADV5
OG6_101645	C307560WA	A0A1D8PKT0
OG6_106503	C307570CA	A0A1D8PKU0
OG6_127924	C307580WA	A0A1D8PKU3
OG6r21_101252	C307590WA	Q5ADW0
OG6_105869	C307600WA	Q5ADW1
OG6_101666	C307610WA	Q5ADW3
OG6_108225	C307620CA	Q5ADW4
OG6_500198	C307630CA	Q5ADW5
OG6_101016	C307640CA	A0A1D8PKV4
OG6r21_101383	C307650CA	A0A1D8PKU9
OG6_102113	C307660WA	Q5ADX0
OG6_116883	C307670WA	Q5ADX1
OG6_127207	C307680WA	Q5ADX2
OG6_104779	C307690CA	A0A1D8PKZ5
OG6_151978	C307700WA	Q5ADX4
OG6_102244	C307710WA	Q5ADX5
OG6_373661	C307730WA	Q5ADX8
OG6_103865	C307740WA	Q5ADY0
OG6r21_106211	C307750WA	Q5ADY1
OG6_100593	C307760CA	Q5ADY2
OG6_137870	C307770CA	A0A1D8PKW0
OG6_108801	C307780CA	A0A1D8PKV6
OG6_222564	C307790WA	A0A1D8PKV5
OG6_102946	C307800CA	A0A1D8PL04
OG6_100672	C307810CA	Q9P8E3
OG6r21_102040	C307820WA	A0A1D8PKW1
OG6_101108	C307830WA	A0A1D8PKW2
OG6r21_140051	C307840CA	A0A1D8PKW6
OG6_103711	C307850WA	Q59MJ2
OG6_152831	C307860CA	Q59MJ1
OG6r21_106212	C307880CA	A0A1D8PKW9
OG6_101956	C307890WA	Q59MI8
OG6r21_105365	C307900CA	A0A1D8PKW7
OG6_103921	C307910WA	A0A1D8PL09
OG6_103921	C307920WA	A0A1D8PKZ6
OG6r21_140053	C307930CA	A0A1D8PKX1
OG6_111849	C307940WA	A0A1D8PKW5
OG6_100460	C307950CA	O93827
OG6_108054	C307970CA	A0A1D8PKY5
OG6_115022	C400010WA	Q59KS8
OG6_101546	C400020WA	A0A1D8PKX3
OG6_103936	C400030CA	A0A1D8PKX2
OG6_107465	C400040WA	A0A1D8PKY1
OG6r21_107072	C400050WA	A0A1D8PL18
OG6_101165	C400060WA	A0A1D8PL00
OG6_100685	C400070CA	A0A1D8PKX5
OG6_104484	C400080CA	A0A1D8PKX8
OG6_107446	C400090WA	A0A1D8PKY4
OG6r21_101529	C400100CA	A0A1D8PKZ2
OG6_119573	C400110CA	A0A1D8PKY2
OG6r21_103991	C400120WA	Q59UT5
OG6_152720	C400130WA	Q59UT4
OG6_103269	C400140CA	A0A1D8PKY7
OG6_101647	C400150CA	O74711
OG6_100416	C400160CA	A0A1D8PL14
OG6_500811	C400170WA	Q59US8
OG6_499846	C400180WA	Q59US7
OG6r21_126989	C400190WA	Q59US6
OG6_106883	C400200CA	Q59US5
OG6_500723	C400210WA	Q59US4
OG6_101150	C400220CA	A0A1D8PKZ3
OG6_473989	C400230WA	A0A1D8PKZ4
OG6_100382	C400240CA	A0A1D8PKZ7
OG6r21_126932	C400250WA	A0A1D8PL34
OG6_100617	C400260WA	A0A1D8PL24
OG6_100608	C400270WA	A0A1D8PKZ9
OG6_101632	C400280WA	A0A1D8PL01
OG6_109308	C400290CA	A0A1D8PL08
OG6_108795	C400300CA	Q59UR3
OG6_133176	C400310CA	Q59UR2
OG6_103665	C400320CA	A0A1D8PL05
OG6_113984	C400330CA	A0A1D8PL02
OG6_100742	C400340WA	A0A1D8PL06
OG6_105165	C400350WA	Q59UQ8
OG6_105690	C400360CA	Q59UQ7
OG6_103923	C400370WA	Q59UQ6
OG6_104231	C400380WA	A0A1D8PL15
OG6_102997	C400390WA	Q59UQ4
OG6_500088	C400400WA	Q59UQ3
OG6_102592	C400410WA	Q59UQ1
OG6_124880	C400420CA	A0A1D8PL12
OG6_100186	C400430WA	Q59UP8
OG6_153234	C400440CA	A0A1D8PL16
OG6_148071	C400450CA	Q59UP6
OG6_101296	C400460CA	A0A1D8PL46
OG6_102933	C400470CA	Q59UP4
OG6_105980	C400480WA	Q59UP3
OG6_103331	C400490WA	A0A1D8PL26
OG6_100865	C400500WA	A0A1D8PL41
OG6_101340	C400510CA	Q59SI1
OG6_101286	C400520WA	Q59SI2
OG6_152465	C400530CA	Q59SI3
OG6_101190	C400540CA	Q59SI4
OG6_110538	C400560CA	Q59SI5
OG6_101770	C400570CA	Q59SI6
OG6_106594	C400580WA	A0A1D8PL33
OG6_102822	C400590CA	A0A1D8PL36
OG6_215421	C400600CA	A0A1D8PL32
OG6_100599	C400610WA	A0A1D8PL48
OG6_103476	C400620CA	Q59SJ1
OG6_115523	C400630CA	Q59SJ2
OG6r21_110829	C400640WA	Q59SJ3
OG6_102457	C400650WA	A0A1D8PL37
OG6_100208	C400660WA	Q59SJ6
OG6_105970	C400670WA	A0A1D8PL65
OG6_100863	C400680WA	A0A1D8PL42
OG6_103331	C400690CA	Q59SJ9
OG6_100677	C400700CA	Q59SK0
OG6_121390	C400710WA	A0A1D8PL57
OG6_127524	C400720WA	A0A1D8PL45
OG6r21_106213	C400730CA	A0A1D8PL40
OG6_152915	C400740WA	A0A1D8PL39
OG6r21_102270	C400750CA	A0A1D8PL44
OG6_173339	C400760WA	A0A1D8PL89
OG6_102629	C400770CA	Q59SK8
OG6_500508	C400780CA	A0A1D8PL54
OG6_101011	C400790CA	Q59SL0
OG6_102377	C400800WA	A0A1D8PL51
OG6_100288	C400810CA	A0A1D8PL67
OG6_112766	C400820WA	Q59SL4
OG6_101971	C400830WA	Q59SL5
OG6r21_101626	C400840WA	A0A1D8PL49
OG6_101180	C400850CA	Q5AMD9
OG6r21_100792	C400860CA	Q5AME0
OG6_104034	C400880WA	A0A1D8PL79
OG6_100765	C400890WA	Q5AME2
OG6r21_294839	C400910CA	A0A1D8PL75
OG6r21_140055	C400920CA	A0A1D8PL59
OG6_500014	C400940WA	A0A1D8PL76
OG6_102894	C400950CA	A0A1D8PL60
OG6_119586	C400960WA	Q5AME8
OG6_100908	C400970CA	A0A1D8PL61
OG6r21_140056	C400980CA	A0A1D8PL62
OG6_100775	C400990WA	A0A1D8PLB0
OG6r21_126933	C401000CA	Q5AMF7
OG6_105785	C401010CA	Q5AMF9
OG6_222594	C401020CA	A0A1D8PL84
OG6_101560	C401050CA	A0A1D8PL68
OG6_103190	C401060WA	A0A1D8PL86
OG6_143748	C401070WA	A0A1D8PL74
OG6_100417	C401080WA	Q5AMG5
OG6_124534	C401090CA	Q5AMG6
OG6_129674	C401100CA	Q5AMG7
OG6_100474	C401120CA	A0A1D8PLB8
OG6_104246	C401130CA	A0A1D8PL97
OG6_104453	C401140CA	Q5AMH0
OG6r21_102522	C401150WA	Q5AMH1
OG6_166404	C401160WA	A0A1D8PL78
OG6r21_101253	C401170CA	Q5AMH3
OG6_111549	C401190WA	Q5AMH6
OG6_100337	C401200CA	A0A1D8PL85
OG6_108914	C401220CA	A0A1D8PL94
OG6r21_104039	C401230CA	Q5AMI0
OG6_100467	C401240CA	A0A1D8PLC8
OG6_102911	C401250WA	A0A1D8PLA7
OG6_113827	C401260WA	A0A1D8PL95
OG6_100737	C401270WA	A0A1D8PL99
OG6_102246	C401280CA	A0A1D8PL91
OG6_101709	C401290WA	A0A1D8PLA6
OG6_105071	C401300WA	A0A1D8PL92
OG6r21_101530	C401310WA	A0A1D8PL88
OG6_140564	C401320CA	A0A1D8PLA0
OG6r21_126935	C401340WA	A0A1D8PL90
OG6r21_126936	C401360WA	Q5AMJ5
OG6_104341	C401370WA	A0A1D8PLB7
OG6_133403	C401380WA	A0A1D8PLA4
OG6_101084	C401390WA	A0A1D8PLA9
OG6r21_140060	C401400WA	A0A1D8PL98
OG6_114264	C401410WA	A0A1D8PLB6
OG6_117982	C401420WA	A0A1D8PLA2
OG6r21_104040	C401430CA	Q5AMK4
OG6_101234	C401440WA	P30418
OG6_102416	C401450WA	A0A1D8PLA3
OG6_114106	C401460CA	A0A1D8PLE6
OG6_104095	C401470WA	A0A1D8PLC7
OG6_101999	C401490WA	Q5AML1
OG6_100947	C401500WA	Q5AML2
OG6_100320	C401510WA	Q5AML3
OG6_101208	C401520CA	A0A1D8PLC9
OG6_102540	C401530CA	A0A1D8PLB5
OG6_103680	C401550CA	Q5AML6
OG6_160270	C401560CA	A0A1D8PLC1
OG6_102091	C401650CA	A0A1D8PLB3
OG6_143633	C401660WA	A0A1D8PLF7
OG6_102570	C401670CA	A0A1D8PLD8
OG6_103706	C401680WA	Q5AMM1
OG6_102304	C401690CA	A0A1D8PLC6
OG6_100324	C401700CA	Q9UVL1
OG6r21_167641	C401710CA	A0A1D8PLD5
OG6_500974	C401720CA	Q5AMM4
OG6_111397	C401730CA	A0A1D8PLC3
OG6_103064	C401740WA	Q5AMM6
OG6_102020	C401750CA	Q9URB4
OG6_101962	C401760WA	Q5AMM9
OG6_100882	C401770WA	Q5AMN0
OG6_500066	C401780CA	Q5AMN1
OG6_124904	C401790WA	Q5AMN3
OG6_102257	C401800WA	Q5AMN4
OG6_100356	C401820CA	Q5AMN5
OG6_104171	C401830CA	A0A1D8PLD9
OG6_102257	C401840CA	A0A1D8PLD7
OG6_104452	C401850CA	A0A1D8PLD6
OG6_108413	C401860CA	A0A1D8PLE0
OG6_106644	C401870CA	A0A1D8PLH0
OG6_106957	C401880WA	Q5AMP2
OG6_103249	C401890CA	Q5AMP3
OG6_101212	C401900CA	Q5AMP4
OG6_103019	C401910WA	Q5AMP5
OG6_104618	C401920WA	A0A1D8PLF1
OG6_108985	C401930CA	Q5AMP6
OG6_100354	C401940WA	Q5AMP8
OG6_103032	C401950WA	Q5AMP9
OG6_500404	C401960CA	A0A1D8PLF9
OG6r21_101384	C401970WA	Q5AMQ1
OG6_103026	C401980CA	Q5AMQ2
OG6_106319	C401990WA	A0A1D8PLE7
OG6_110137	C402000CA	Q5AMQ3
OG6_104675	C402010CA	Q5AMQ4
OG6_102174	C402020WA	Q5AMQ5
OG6r21_104656	C402030WA	Q5AMQ6
OG6_132473	C402040WA	Q5AMQ8
OG6_103137	C402050WA	Q5AMR0
OG6_115055	C402060CA	Q5AMR1
OG6_101372	C402070WA	Q5AMR2
OG6_111963	C402080WA	Q5AMR3
OG6_101074	C402090CA	Q5AMR4
OG6_102429	C402100CA	Q5AMR5
OG6_113595	C402110WA	Q5AMR6
OG6_104535	C402120WA	Q5AMR7
OG6_101849	C402130WA	Q5AMR8
OG6_103064	C402140CA	A0A1D8PLH1
OG6r21_102003	C402150CA	Q5AMR9
OG6_103424	C402160CA	A0A1D8PLH5
OG6_109506	C402170CA	Q5AMS2
OG6_153271	C402180CA	A0A1D8PLH4
OG6_121197	C402190CA	Q5AMS5
OG6_152838	C402200CA	A0A1D8PLG7
OG6_132411	C402210WA	Q5AMS7
OG6_129996	C402220CA	A0A1D8PLI4
OG6_111226	C402230CA	P86029
OG6_123860	C402240CA	Q5AMT0
OG6_108914	C402250CA	Q5AMT2
OG6_102561	C402260CA	Q5AMT3
OG6_105795	C402270CA	Q5AMT7
OG6_102471	C402280WA	A0A1D8PLI2
OG6_100980	C402290WA	P0CH67
OG6_121212	C402300WA	A0A1D8PLH8
OG6_111846	C402310WA	A0A1D8PLJ2
OG6_101013	C402320CA	A0A1D8PLJ3
OG6r21_109263	C402330CA	Q5AF36
OG6_110554	C402340WA	Q5AF37
OG6_103853	C402360WA	Q5AF38
OG6_500526	C402370CA	Q5AF39
OG6_149176	C402390WA	Q5AF41
OG6r21_108070	C402400CA	Q5AF43
OG6_101112	C402410CA	Q5AF44
OG6_104722	C402420CA	Q5AFT2
OG6_103351	C402430WA	Q5AFT3
OG6r21_112728	C402440CA	A0A1D8PLK7
OG6_100473	C402450WA	A0A1D8PLK0
OG6_101087	C402460WA	Q5AF52
OG6_101631	C402470CA	A0A1D8PLK1
OG6_103836	C402480CA	Q5AF54
OG6_153271	C402490WA	Q5AF55
OG6_170170	C402500CA	Q5AF56
OG6_100246	C402510WA	A0A1D8PLJ9
OG6_129929	C402520CA	A0A1D8PLK4
OG6_133403	C402530WA	A0A1D8PLL5
OG6_137735	C402540WA	A0A1D8PLL4
OG6_100462	C402550CA	Q5AF62
OG6r21_112729	C402560CA	A0A1D8PLL3
OG6_100918	C402570CA	A0A1D8PLL0
OG6r21_102523	C402580WA	A0A1D8PLL7
OG6r21_103543	C402590CA	Q5AFV3
OG6_124945	C402600CA	A0A1D8PLL1
OG6_100144	C402610CA	A0A1D8PLL2
OG6_104010	C402620CA	Q5AF71
OG6_103329	C402630CA	A0A1D8PLM5
OG6_103858	C402640CA	Q5AF73
OG6_100091	C402660WA	A0A1D8PLM1
OG6_102610	C402670WA	A0A1D8PLM0
OG6r21_102523	C402680CA	A0A1D8PLL7
OG6_100918	C402690WA	A0A1D8PLN0
OG6_103195	C402700WA	Q5AF80
OG6_101660	C402710CA	Q5AF81
OG6_118309	C402720CA	A0A1D8PLM4
OG6r21_126937	C402740WA	A0A1D8PLM7
OG6_104054	C402750WA	A0A1D8PLM8
OG6_101744	C402760CA	P56553
OG6_103549	C402770CA	Q5AFX2
OG6_101757	C402780WA	A0A1D8PLN3
OG6_126521	C402790CA	A0A1D8PLN1
OG6_122843	C402800WA	A0A1D8PLP0
OG6_102961	C402820WA	A0A1D8PLP6
OG6_102138	C402830CA	Q5AF95
OG6_104763	C402840CA	A0A1D8PLN4
OG6_103229	C402850WA	A0A1D8PLN7
OG6_112910	C402860WA	A0A1D8PLN9
OG6_102149	C402870CA	Q5AF98
OG6_101125	C402880CA	Q5AF99
OG6_104587	C402890CA	A0A1D8PLP3
OG6_142788	C402900CA	Q5AFA2
OG6_113507	C402920WA	Q5AFA5
OG6r21_106214	C402930WA	Q5AFA6
OG6_104762	C402940WA	Q5AFA8
OG6_103722	C402950CA	Q5AFA9
OG6_101603	C402960WA	Q5AFB1
OG6_101603	C402970CA	A0A1D8PLP8
OG6_101224	C402980WA	Q5AFB3
OG6_100130	C402990CA	Q5AFB4
OG6r21_115543	C403000CA	A0A1D8PLQ2
OG6_114251	C403020WA	Q5AFB7
OG6_102924	C403030CA	Q5AFB9
OG6_101548	C403040WA	A0A1D8PLR5
OG6_104171	C403050CA	A0A1D8PLQ3
OG6_109925	C403070WA	Q5AFC2
OG6_100282	C403080WA	A0A1D8PLR3
OG6_120036	C403090WA	Q5AFC5
OG6_101324	C403100WA	A0A1D8PLR0
OG6_102565	C403110WA	A0A1D8PLQ7
OG6_103677	C403120CA	A0A1D8PLR1
OG6_103068	C403130WA	A0A1D8PLR2
OG6_137837	C403140CA	Q5AFD1
OG6_101702	C403150WA	Q5AFD2
OG6r21_112730	C403160CA	Q5AFD3
OG6_114002	C403170WA	A0A1D8PLR6
OG6_100886	C403180WA	A0A1D8PLR7
OG6_102044	C403190WA	A0A1D8PLS0
OG6_113000	C403200CA	A0A1D8PLR8
OG6_100069	C403230CA	A0A1D8PLS1
OG6r21_140065	C403250CA	A0A1D8PLR9
OG6_102467	C403270WA	Q5AFD8
OG6_103801	C403280WA	A0A1D8PLT4
OG6_109072	C403290WA	A0A1D8PLT5
OG6r21_167642	C403300CA	A0A1D8PLS2
OG6r21_167643	C403310CA	A0A1D8PLS6
OG6_143868	C403320WA	A0A1D8PLS7
OG6_137005	C403330WA	Q59KN8
OG6_102044	C403340CA	A0A1D8PLT2
OG6_102044	C403350CA	A0A1D8PLT0
OG6_106806	C403360CA	Q59PH5
OG6_124940	C403370CA	A0A1D8PLT3
OG6_100720	C403380CA	A0A1D8PLT7
OG6_112508	C403390WA	A0A1D8PLU5
OG6_119811	C403400WA	A0A1D8PLS9
OG6_101227	C403410WA	A0A1D8PLT6
OG6_100480	C403430WA	A0A1D8PLT8
OG6_500427	C403440CA	A0A1D8PLU4
OG6_102889	C403450CA	Q59PG6
OG6_137515	C403460CA	A0A1D8PLU0
OG6r21_115545	C403470CA	Q07730
OG6r21_126938	C403480CA	A0A1D8PLU2
OG6r21_140066	C403490CA	A0A1D8PLV2
OG6r21_119632	C403500CA	A0A1D8PLV4
OG6_111931	C403510CA	Q59PF9
OG6_500526	C403520CA	Q59TP1
OG6_103843	C403530WA	A0A1D8PLU7
OG6_103998	C403540CA	A0A1D8PLV5
OG6_101242	C403550WA	A0A1D8PLU8
OG6_101595	C403560WA	A0A1D8PLU9
OG6r21_115546	C403570WA	P46593
OG6r21_102041	C403580WA	Q59TL8
OG6_101238	C403590CA	Q59TM0
OG6_142074	C403600CA	Q5A2I3
OG6_100151	C403620CA	A0A1D8PLV0
OG6_100323	C403670WA	Q59TM5
OG6_102113	C403680CA	A0A1D8PLW0
OG6_104711	C403690CA	A0A1D8PLW5
OG6_111608	C403700WA	A0A1D8PLV7
OG6_103193	C403710CA	A0A1D8PLV8
OG6_100398	C403720CA	A0A1D8PLW3
OG6_100981	C403730CA	Q59TN1
OG6_101400	C403740WA	Q59TN2
OG6_101033	C403750CA	A0A1D8PLX1
OG6r21_115547	C403760WA	A0A1D8PLW1
OG6r21_115548	C403770WA	A0A1D8PLW9
OG6_100787	C403780CA	A0A1D8PLX3
OG6_101896	C403790WA	A0A1D8PLW8
OG6_103478	C403800CA	A0A1D8PLW7
OG6_111249	C403810WA	Q59TN9
OG6_166362	C403820CA	A0A1D8PLX5
OG6_102883	C403830WA	A0A1D8PLX4
OG6_129058	C403840CA	A0A1D8PLY1
OG6r21_126939	C403850WA	A0A1D8PLY0
OG6r21_140067	C403860CA	Q59LD5
OG6_100282	C403880WA	A0A1D8PLX7
OG6_104767	C403890WA	A0A1D8PLX9
OG6_101706	C403900CA	A0A1D8PLY3
OG6_145298	C403910WA	A0A1D8PLX8
OG6_102329	C403920WA	A0A1D8PLX6
OG6_103910	C403930CA	A0A1D8PLY2
OG6_101725	C403940CA	A0A1D8PLY4
OG6r21_167685	C403950CA	Q5AHK9
OG6r21_107073	C403960WA	A0A1D8PLZ2
OG6r21_100621	C403990CA	A0A1D8PLY5
OG6_114266	C404000WA	Q5A5T7
OG6r21_110830	C404010WA	A0A1D8PLY8
OG6r21_126942	C404020CA	Q5A5U1
OG6_104856	C404030WA	A0A1D8PLY7
OG6r21_126943	C404040WA	A0A1D8PLZ3
OG6r21_100261	C404050CA	Q5A5U4
OG6r21_100261	C404070CA	Q5A5U6
OG6r21_100261	C404080CA	Q5A5U9
OG6_102144	C404090CA	A0A1D8PM03
OG6_143832	C404100CA	A0A1D8PLZ5
OG6r21_167646	C404110WA	A0A1D8PM00
OG6_103656	C404120CA	A0A1D8PLZ6
OG6_115671	C404130WA	Q5A5V4
OG6_108531	C404140WA	A0A1D8PM02
OG6_101309	C404150CA	Q5A5V6
OG6_102325	C404160WA	Q5A5V8
OG6_140267	C404170CA	A0A1D8PM01
OG6_105238	C404180CA	A0A1D8PM16
OG6r21_101385	C404190CA	A0A1D8PM20
OG6r21_101385	C404200CA	A0A1D8PM07
OG6_103162	C404210CA	Q59P87
OG6_118288	C404220WA	Q59P88
OG6_112012	C404230WA	Q59P89
OG6r21_100173	C404240CA	A0A1D8PM19
OG6_103711	C404250WA	Q59P92
OG6_112063	C404260CA	Q59P94
OG6_121421	C404270WA	Q59P95
OG6_105923	C404280CA	Q59P96
OG6_101663	C404290WA	A0A1D8PM29
OG6r21_106215	C404300CA	Q59P99
OG6_102743	C404310WA	Q59PA0
OG6_114877	C404320WA	Q59PA1
OG6_473980	C404330CA	A0A1D8PM15
OG6_102217	C404340CA	Q59PA3
OG6r21_101505	C404350WA	Q59PA4
OG6_118293	C404360WA	A0A1D8PM13
OG6_127179	C404370CA	Q59PA6
OG6r21_167647	C404380CA	A0A1D8PM30
OG6_101015	C404390WA	A0A1D8PM41
OG6r21_108071	C404400CA	A0A1D8PM37
OG6_101506	C404410CA	Q5A644
OG6r21_102042	C404420WA	Q5A645
OG6_499900	C404430WA	Q5A646
OG6_114113	C404440WA	Q5A647
OG6_101938	C404450CA	Q5A649
OG6_110822	C404460CA	Q5A650
OG6_114704	C404470WA	Q5A651
OG6_101695	C404480CA	A0A1D8PM35
OG6_103288	C404500CA	Q5A653
OG6_198028	C404510WA	A0A1D8PM51
OG6_104777	C404520WA	Q5A660
OG6_107446	C404530CA	P43076
OG6_102706	C404550CA	Q5A663
OG6_222595	C404560CA	A0A1D8PM45
OG6_103186	C404570WA	A0A1D8PM34
OG6r21_126945	C404580WA	A0A1D8PM39
OG6_103477	C404590WA	Q5A668
OG6r21_101531	C404600CA	Q5A669
OG6_100067	C404620CA	A0A1D8PM59
OG6r21_140069	C404630CA	Q5A671
OG6r21_101825	C404640CA	Q5A672
OG6_102520	C404650WA	A0A1D8PM54
OG6_175840	C404660CA	Q5A675
OG6_108531	C404670CA	A0A1D8PM47
OG6_115931	C404700WA	Q5A678
OG6_101452	C404710WA	Q5A679
OG6_111112	C404720WA	A0A1D8PM44
OG6_100129	C404730WA	Q5A683
OG6_102654	C404750WA	A0A1D8PM68
OG6_103156	C404760CA	A0A1D8PM63
OG6_116848	C404770CA	Q5A687
OG6_101353	C404780WA	Q5A688
OG6r21_109264	C404790WA	A0A1D8PM56
OG6_128923	C404800WA	A0A1D8PM53
OG6_100919	C404810CA	Q5A692
OG6_124821	C404820CA	Q5A693
OG6_101368	C404830WA	A0A1D8PM62
OG6_132941	C404840CA	Q5A695
OG6_100166	C404850CA	A0A1D8PM73
OG6r21_110831	C404860WA	A0A1D8PM64
OG6_111832	C404870CA	A0A1D8PM60
OG6_104158	C404880WA	A0A1D8PM71
OG6_101189	C404890CA	Q5A6A1
OG6_100932	C404900WA	A0A1D8PM75
OG6r21_104041	C404910CA	A0A1D8PM85
OG6_100288	C404920WA	Q5A6A4
OG6_103146	C404930CA	Q5A6A5
OG6_109537	C404950WA	A0A1D8PM69
OG6_103551	C404970CA	A0A1D8PM81
OG6_101700	C404980WA	Q5A6A8
OG6_102512	C404990CA	A0A1D8PM72
OG6r21_101674	C405000WA	A0A1D8PM74
OG6_101916	C405010WA	A0A1D8PM77
OG6_104265	C405020WA	A0A1D8PM86
OG6_104404	C405030CA	A0A1D8PM87
OG6_103313	C405040WA	A0A1D8PM82
OG6_110133	C405050CA	Q5A6B6
OG6_101368	C405060WA	A0A1D8PM79
OG6_100416	C405070CA	A0A1D8PM83
OG6_119781	C405080CA	A0A1D8PM90
OG6_116612	C405090CA	A0A1D8PM80
OG6_100187	C405100CA	Q59MQ0
OG6_131160	C405110CA	A0A1D8PM95
OG6_102212	C405130CA	A0A1D8PM94
OG6_103063	C405140CA	Q59MN2
OG6_108710	C405150WA	Q59MN0
OG6_122791	C405160CA	A0A1D8PM89
OG6r21_294841	C405170CA	Q59MP1
OG6_101756	C405180CA	A0A1D8PM92
OG6_106564	C405190CA	A0A1D8PM93
OG6r21_115549	C405200CA	A0A1D8PMA7
OG6_102569	C405210WA	Q59RA2
OG6_104954	C405220CA	A0A1D8PM98
OG6_499990	C405230CA	Q59RA0
OG6_100301	C405240CA	Q59R99
OG6_103776	C405250WA	Q59R98
OG6_102646	C405260WA	A0A1D8PMB2
OG6_500099	C405270CA	A0A1D8PM97
OG6_103848	C405280WA	A0A1D8PMA2
OG6_106370	C405290WA	A0A1D8PMB0
OG6_104017	C405300WA	A0A1D8PMB3
OG6r21_106216	C405310WA	A0A1D8PMA4
OG6_111236	C405320WA	P43065
OG6_103104	C405330CA	A0A1D8PMA9
OG6_102501	C405340WA	A0A1D8PMB5
OG6_102082	C405350WA	Q59P11
OG6r21_140071	C405360CA	A0A1D8PMB4
OG6_100436	C405370WA	A0A1D8PMA5
OG6_103297	C405380CA	A0A1D8PMC2
OG6_143663	C405390WA	Q59P08
OG6_106486	C405400CA	A0A1D8PMC3
OG6_104155	C405420CA	A0A1D8PMB6
OG6_103579	C405430CA	A0A1D8PMB1
OG6_107691	C405440CA	A0A1D8PMC1
OG6_100179	C405450CA	Q59P03
OG6_104447	C405460CA	A0A1D8PMB7
OG6r21_100621	C405530WA	A0A1D8PMC4
OG6_100697	C405540WA	A0A1D8PMB8
OG6_112318	C405550CA	Q5A473
OG6_500208	C405560CA	A0A1D8PMC5
OG6_101897	C405570CA	A0A1D8PMD4
OG6r21_100711	C405580CA	Q5A470
OG6_115052	C405590WA	A0A1D8PMC0
OG6_101065	C405600WA	A0A1D8PMC9
OG6r21_102271	C405610CA	A0A1D8PMD5
OG6_143805	C405620CA	A0A1D8PMD7
OG6_101363	C405630WA	Q5A462
OG6_107815	C405640CA	A0A1D8PMD0
OG6_116866	C405650WA	Q5A460
OG6_103100	C405660CA	A0A1D8PMC8
OG6_101196	C405670WA	A0A1D8PME0
OG6_106693	C405680WA	A0A1D8PMD1
OG6_100992	C405690WA	Q5A455
OG6_137780	C405700WA	A0A1D8PME2
OG6r21_126947	C405730WA	A0A1D8PME7
OG6_113007	C405740CA	A0A1D8PME5
OG6_102567	C405750CA	Q5A449
OG6_101990	C405760WA	A0A1D8PME6
OG6_114877	C405770CA	Q5A446
OG6_114877	C405780CA	A0A1D8PME3
OG6_104539	C405790WA	A0A1D8PME8
OG6r21_140073	C405800CA	A0A1D8PME1
OG6_102152	C405810WA	Q5A441
OG6_103491	C405820WA	A0A1D8PMF5
OG6r21_140074	C405830WA	A0A1D8PMF3
OG6_114877	C405840WA	A0A1D8PMF4
OG6_114171	C405850CA	A0A1D8PMF7
OG6_102908	C405860WA	Q5A435
OG6r21_126948	C405870CA	A0A1D8PMG2
OG6_107467	C405880WA	Q5A432
OG6_113966	C405890WA	Q5A431
OG6r21_101826	C405900CA	A0A1D8PMF0
OG6_102537	C405910CA	A0A1D8PMF6
OG6r21_126949	C405920CA	Q59QA5
OG6_120864	C405940WA	A0A1D8PMG3
OG6_102764	C405960WA	A0A1D8PMG0
OG6_114707	C405970WA	A0A1D8PMG6
OG6_100651	C405980CA	A0A1D8PMG4
OG6_102371	C406000WA	Q59Q79
OG6_106313	C406010CA	A0A1D8PMG7
OG6_103155	C406020CA	Q59Q77
OG6_100851	C406030WA	A0A1D8PMF8
OG6_129960	C406040WA	A0A1D8PMG1
OG6_139144	C406050WA	A0A1D8PMH1
OG6_101020	C406060WA	A0A1D8PMH5
OG6_101497	C406070CA	A0A1D8PMH2
OG6_112444	C406080WA	A0A1D8PMH7
OG6r21_102272	C406090CA	A0A1D8PMH3
OG6_103455	C406100WA	A0A1D8PMH9
OG6_102774	C406110CA	A0A1D8PMH6
OG6_100455	C406120WA	A0A1D8PMH8
OG6_209567	C406130WA	A0A1D8PMG9
OG6_103711	C406140CA	A0A1D8PMH0
OG6_103529	C406150CA	A0A1D8PMI3
OG6_102729	C406160WA	A0A1D8PMI5
OG6_101211	C406170CA	Q5A199
OG6_102422	C406190CA	Q5A1A0
OG6r21_108072	C406200WA	A0A1D8PMI0
OG6_101399	C406210CA	A0A1D8PMJ1
OG6r21_110832	C406220CA	A0A1D8PMJ4
OG6_101124	C406230CA	Q5A1A4
OG6r21_101386	C406240WA	Q5A1A5
OG6r21_115550	C406250CA	A0A1D8PMI1
OG6r21_102043	C406260WA	Q5A1A9
OG6_102847	C406270CA	Q5A1B0
OG6_115538	C406280CA	Q5A1B1
OG6_104774	C406290WA	A0A1D8PMJ7
