Gene Names	Accession	Entry
YER067W	OG6_222574	P40043
YER068W	OG6_102042	P34909
YER069W	OG6_101994	Q01217
YER070W	OG6_100448	P21524
YER071C	OG6_500472	P40045
YER072W	OG6_107280	P40046
YER073W	OG6_100163	P40047
YER074W	OG6_100698	P0CX31
YER074W-A	OG6_103811	Q3E834
YER075C	OG6_104767	P40048
YER076C	OG6_500416	P40049
YER077C	OG6_100693	P40050
YER078C	OG6_100598	P40051
YER078W-A	OG6_500032	Q3E7A2
YER079W	OG6_500533	P40052
YER080W	OG6_110891	P40053
YER081W	OG6_100629	P40054
YER082C	OG6_102360	P40055
YER083C	OG6_198766	P40056
YER084W	OG6_500592	P40057
YER085C	OG6_499916	P40058
YER086W	OG6_100378	P00927
YER087C-B	OG6_103007	P52870
YER087W	OG6_103003	P39965
YER088C	OG6_222543	P40059
YER089C	OG6_100270	P39966
YER090W	OG6_102508	P00899
YER091C	OG6_103138	P05694
YER092W	OG6_500213	P40060
YER093C	OG6_103652	P40061
YER093C-A	OG6_143732	P87275
YER094C	OG6_101970	P25451
YER095W	OG6_100483	P25454
YER096W	OG6_500137	P39000
YER098W	OG6_101733	P39967
YER102W	OG6_100802	P0CX40
YER099C	OG6_100356	P38620
YER100W	OG6_101978	P33296
YER101C	OG6_187137	P39945
YER103W	OG6_100083	P22202
YER104W	OG6_500698	P40063
YER105C	OG6_102040	P40064
YER106W	OG6_500178	P40065
YER107C	OG6_101883	P40066
YER110C	OG6_102877	P40069
YER111C	OG6_500375	P25302
YER112W	OG6_102392	P40070
YER113C	OG6_500271	P40071
YER114C	OG6_143671	P39969
YER115C	OG6_500011	Q01684
YER116C	OG6_500000	P40072
YER117W	OG6_100370	P0CX42
YER118C	OG6_114267	P40073
YER119C	OG6_100459	P40074
YER120W	OG6_101143	P40075
YER121W	OG6_500202	P40076
YER122C	OG6_101784	P38682
YER123W	OG6_499860	P39962
YER124C	OG6_500256	P40077
YER125W	OG6_100256	P39940
YER126C	OG6_102245	P40078
YER127W	OG6_102932	P40079
YER128W	OG6_500367	P40080
YER129W	OG6_100881	P38990
YER130C	OG6_148764	P39959
YER131W	OG6_100814	P39939
YER132C	OG6_171097	P32634
YER133W	OG6_100222	P32598
YER134C	OG6_103342	P40081
YER136W	OG6_100967	P39958
YER137C	OG6_500879	P40083
YER137C-A	OG6_100069	P0CX71
YER138C	OG6_100069	Q03612
YER138W-A	OG6_181777	P0C270
YER139C	OG6_104782	P40084
YER140W	OG6_101942	P40085
YER141W	OG6_102761	P40086
YER142C	OG6_106094	P22134
YER143W	OG6_101685	P40087
YER144C	OG6_101021	P39944
YER145C	OG6_107140	P40088
YER146W	OG6_103447	P40089
YER147C	OG6_155740	P40090
YER148W	OG6_100597	P13393
YER149C	OG6_499946	P40091
YER150W	OG6_222559	P40092
YER151C	OG6_103260	Q01477
YER152C	OG6_100686	P10356
YER153C	OG6_500803	P10355
YER154W	OG6_100866	P39952
YER155C	OG6_122634	P39960
YER156C	OG6_102232	P40093
YER157W	OG6_103055	P40094
YER158C	OG6_500363	P40095
YER159C	OG6_103329	P40096
YER159C-A	OG6_100069	P0CX66
YER160C	OG6_100069	Q03619
YER161C	OG6_500198	P06843
YER162C	OG6_102113	P14736
YER163C	OG6_101165	P32656
YER164W	OG6_102222	P32657
YER165W	OG6_100425	P04147
YER166W	OG6_100089	P32660
YER167W	OG6_500749	P33306
YER168C	OG6_104034	P21269
YER169W	OG6_100918	P39956
YER170W	OG6_103907	P26364
YER171W	OG6_101742	P06839
YER172C	OG6_100305	P32639
YER173W	OG6_103195	P32641
YER174C	OG6_101660	P32642
YER175C	OG6_101540	P32643
YER175W-A	OG6_500935	Q8TGU4
YER176W	OG6_500748	P32644
YER177W	OG6_100283	P29311
YER178W	OG6_100754	P16387
YER179W	OG6_100483	P25453
YER180C	OG6_500875	P32645
YER180C-A	OG6_500203	Q3E784
YER182W	OG6_103459	P40098
YER183C	OG6_101474	P40099
YER184C	OG6_179530	P39961
YER185W	OG6_111248	P40100
YER186C	OG6_162026	P40101
YER187W	OG6_222575	P40102
YER188C-A	OG6_181778	P0C0V2
YER189W	OG6_108906	P40104
YER190C-B	OG6_222576	P0CX94
YER190W	OG6_108906	P40105
YFL001W	OG6_100424	P31115
YFL002C	OG6_102339	P25808
YFL002W-A	OG6_100069	P0CX63
YFL002W-B	OG6_100069	P0CX61
YFL003C	OG6_103909	P40965
YFL004W	OG6_122869	P43585
YFL005W	OG6_101252	P07560
YFL007W	OG6_102446	P43583
YFL008W	OG6_101499	P32908
YFL009W	OG6_101649	P07834
YFL010C	OG6_500812	P43582
YFL010W-A	OG6_500264	P32450
YFL011W	OG6_100060	P43581
YFL012W	OG6_499869	P43580
YFL013C	OG6_123088	P43579
YFL014W	OG6_116982	P22943
YFL016C	OG6_100469	P35191
YFL017C	OG6_102114	P43577
YFL017W-A	OG6_102408	P40204
YFL018C	OG6_100523	P09624
YFL020C	OG6_109825	P43575
YFL021W	OG6_107467	P43574
YFL022C	OG6_100669	P15625
YFL023W	OG6_157281	P43573
YFL024C	OG6_102490	P43572
YFL025C	OG6_111877	P43571
YFL026W	OG6_137784	D6VTK4
YFL027C	OG6_103152	P43570
YFL028C	OG6_105473	P43569
YFL029C	OG6_121377	P43568
YFL030W	OG6_100588	P43567
YFL031W	OG6_500863	P41546
YFL033C	OG6_110573	P43565
YFL034C-A	OG6_101015	P56628
YFL034C-B	OG6_112320	P43563
YFL034W	OG6_102131	P43564
YFL036W	OG6_101824	P13433
YFL037W	OG6_100137	P02557
YFL038C	OG6_101123	P01123
YFL039C	OG6_100127	P60010
YFL040W	OG6_500341	P43562
YFL041W	OG6_100257	P43561
YFL041W-A	OG6_500679	Q3E817
YFL042C	OG6_101929	P43560
YFL044C	OG6_102949	P43558
YFL045C	OG6_101634	P07283
YFL046W	OG6_103110	P43557
YFL047W	OG6_115961	P43556
YFL048C	OG6_129300	P43555
YFL049W	OG6_500913	P43554
YFL050C	OG6_101780	P43553
YFL051C	OG6_128677	P43552
YFL052W	OG6_123060	P43551
YFL053W	OG6_102658	P43550
YFL054C	OG6_100415	P43549
YFL055W	OG6_132941	P43548
YFL058W	OG6_107444	P43534
YFL059W	OG6_102840	P43545
YFL060C	OG6_103407	P43544
YFL061W	OG6_129919	P0CH63
YFL062W	OG6_111794	P43542
YFL064C	OG6_108906	P43540
YFL065C	OG6_108906	P43539
YFL066C	OG6_108906	P43538
YFL067W	OG6_152230	P43537
YFL068W	OG6_222576	P0CX99
YFR001W	OG6_500936	P43586
YFR002W	OG6_103333	P34077
YFR003C	OG6_104011	P43587
YFR004W	OG6_101835	P43588
YFR005C	OG6_102786	P43589
YFR006W	OG6_102295	P43590
YFR007W	OG6_106381	P43591
YFR008W	OG6_499919	P43592
YFR009W	OG6_100624	P43535
YFR010W	OG6_101892	P43593
YFR011C	OG6_118306	P43594
YFR012W	OG6_500063	P43595
YFR012W-A	OG6_500128	Q3E838
YFR013W	OG6_222577	P43596
YFR014C	OG6_100153	P27466
YFR015C	OG6_103561	P23337
YFR016C	OG6_500458	P43597
YFR017C	OG6_500813	P43598
YFR018C	OG6_102560	P43599
YFR019W	OG6_101979	P34756
YFR020W	OG6_500022	P43600
YFR021W	OG6_103112	P43601
YFR022W	OG6_112308	P43602
YFR023W	OG6_205241	P39684
YFR024C-A	OG6_103525	P43603
YFR025C	OG6_108383	P38635
YFR026C	OG6_500413	P43604
YFR027W	OG6_102667	P43605
YFR028C	OG6_100917	Q00684
YFR029W	OG6_500956	P43606
YFR030W	OG6_111529	P39692
YFR031C	OG6_101492	P38989
YFR031C-A	OG6_100234	P0CX45
YFR032C	OG6_500859	P43607
YFR032C-A	OG6_101591	P05747
YFR032C-B	OG6_500340	Q8TGU2
YFR033C	OG6_102683	P00127
YFR034C	OG6_500690	P07270
YFR035C	OG6_500037	P43608
YFR036W	OG6_500270	P14724
YFR037C	OG6_100909	P43609
YFR038W	OG6_104380	P43610
YFR039C	OG6_500806	P43611
YFR040W	OG6_222578	P43612
YFR041C	OG6_105968	P43613
YFR042W	OG6_500222	P43614
YFR043C	OG6_137799	P43615
YFR044C	OG6_100503	P43616
YFR045W	OG6_500559	P43617
YFR046C	OG6_500349	P43618
YFR047C	OG6_101905	P43619
YFR048W	OG6_119694	P43620
YFR049W	OG6_117765	P19955
YFR050C	OG6_101718	P30657
YFR051C	OG6_101729	P43621
YFR052W	OG6_102164	P32496
YFR053C	OG6_100418	P04806
YFR055W	OG6_130711	P43623
YFR057W	OG6_500478	P43625
YGL001C	OG6_102847	P53199
YGL002W	OG6_102210	P53198
YGL003C	OG6_101383	P53197
YGL004C	OG6_106042	P53196
YGL005C	OG6_500111	P53195
YGL006W	OG6_100143	P38929
YGL006W-A	OG6_500495	Q3E802
YGL007C-A	OG6_500756	Q8TGU0
YGL008C	OG6_100641	P05030
YGL009C	OG6_101506	P07264
YGL010W	OG6_105676	P25338
YGL011C	OG6_102240	P21243
YGL012W	OG6_109926	P25340
YGL013C	OG6_179530	P12383
YGL014W	OG6_104470	P25339
YGL015C	OG6_499884	P33199
YGL016W	OG6_137820	P32767
YGL017W	OG6_103364	P16639
YGL018C	OG6_102596	P53193
YGL019W	OG6_100687	P43639
YGL020C	OG6_105089	P53192
YGL021W	OG6_193608	P43633
YGL022W	OG6_100521	P39007
YGL023C	OG6_127173	P53191
YGL025C	OG6_500115	P40356
YGL026C	OG6_102774	P00931
YGL027C	OG6_103455	P53008
YGL028C	OG6_126857	P53189
YGL029W	OG6_130010	P53188
YGL030W	OG6_100932	P14120
YGL031C	OG6_101189	P04449
YGL032C	OG6_500915	P32781
YGL033W	OG6_103529	P53187
YGL035C	OG6_111549	P27705
YGL036W	OG6_500520	P53185
YGL037C	OG6_100439	P53184
YGL038C	OG6_106964	P31755
YGL039W	OG6_100721	P53183
YGL040C	OG6_101254	P05373
YGL041C-B	OG6_500045	Q3E750
YGL041W-A	OG6_131593	P0C5N3
YGL043W	OG6_101177	P07273
YGL044C	OG6_100265	P25299
YGL045W	OG6_129116	P53179
YGL047W	OG6_102820	P53178
YGL048C	OG6_101513	Q01939
YGL049C	OG6_111107	P39936
YGL050W	OG6_104044	P53177
YGL051W	OG6_111794	P53176
YGL053W	OG6_111794	P53174
YGL054C	OG6_101313	P53173
YGL055W	OG6_100468	P21147
YGL056C	OG6_106150	P53172
YGL057C	OG6_500357	P53171
YGL058W	OG6_101178	P06104
YGL059W	OG6_103927	P53170
YGL060W	OG6_222548	P53169
YGL061C	OG6_499963	P53168
YGL062W	OG6_101725	P11154
YGL063W	OG6_101974	P53167
YGL064C	OG6_123065	P53166
YGL065C	OG6_102563	P43636
YGL066W	OG6_120122	P53165
YGL067W	OG6_102535	P53164
YGL068W	OG6_100766	P53163
YGL070C	OG6_102455	P27999
YGL071W	OG6_222579	P22149
YGL073W	OG6_101482	P10961
YGL075C	OG6_500720	P53159
YGL076C	OG6_100755	P05737
YGL077C	OG6_103247	P19807
YGL078C	OG6_108375	P20447
YGL079W	OG6_136431	P53158
YGL080W	OG6_102458	P53157
YGL081W	OG6_500810	P53156
YGL082W	OG6_102202	P53155
YGL083W	OG6_102086	P53009
YGL084C	OG6_102319	P53154
YGL085W	OG6_105299	P53153
YGL086W	OG6_103958	P40957
YGL087C	OG6_101344	P53152
YGL089C	OG6_193297	P32435
YGL090W	OG6_500737	P53150
YGL091C	OG6_100169	P52920
YGL092W	OG6_101756	P49687
YGL093W	OG6_500266	P53148
YGL094C	OG6_102772	P53010
YGL095C	OG6_101522	P38932
YGL096W	OG6_113520	P53147
YGL097W	OG6_100545	P21827
YGL098W	OG6_104533	P53146
YGL103W	OG6_100748	P02406
YGL099W	OG6_101986	P53145
YGL100W	OG6_103638	P53011
YGL101W	OG6_101371	P53144
YGL104C	OG6_100060	P53142
YGL105W	OG6_100893	P46672
YGL106W	OG6_113025	P53141
YGL107C	OG6_222549	P53140
YGL108C	OG6_222580	P53139
YGL110C	OG6_172873	P53137
YGL111W	OG6_103653	P53136
YGL112C	OG6_103103	P53040
YGL113W	OG6_500639	P53135
YGL114W	OG6_104658	P53134
YGL115W	OG6_101734	P12904
YGL116W	OG6_101791	P26309
YGL117W	OG6_500263	P53133
YGL119W	OG6_101512	P27697
YGL120C	OG6_100085	P53131
YGL121C	OG6_500815	P53130
YGL122C	OG6_106005	P32505
YGL123W	OG6_100429	P25443
YGL124C	OG6_102023	P53129
YGL125W	OG6_101298	P53128
YGL126W	OG6_105238	P53012
YGL127C	OG6_103162	P38633
YGL128C	OG6_500632	P52868
YGL129C	OG6_104079	Q01163
YGL130W	OG6_101990	Q01159
YGL131C	OG6_113007	P53127
YGL133W	OG6_108356	P53125
YGL134W	OG6_222581	P53124
YGL135W	OG6_100869	P0CX44
YGL136C	OG6_103441	P53123
YGL137W	OG6_101404	P41811
YGL138C	OG6_500425	P53122
YGL139W	OG6_123074	P53121
YGL140C	OG6_145403	P53120
YGL141W	OG6_100865	P53119
YGL142C	OG6_103087	P30777
YGL143C	OG6_101033	P30775
YGL144C	OG6_124580	P53118
YGL145W	OG6_500191	P33891
YGL146C	OG6_500249	P53117
YGL147C	OG6_100791	P05738
YGL148W	OG6_102633	P28777
YGL150C	OG6_103743	P53115
YGL151W	OG6_500850	P53114
YGL153W	OG6_105746	P53112
YGL154C	OG6_102195	P50113
YGL155W	OG6_103705	P18898
YGL156W	OG6_103853	P22855
YGL157W	OG6_100721	P53111
YGL158W	OG6_500094	P38622
YGL159W	OG6_102950	P53110
YGL160W	OG6_179758	P53109
YGL161C	OG6_101326	P53108
YGL162W	OG6_222582	P53032
YGL163C	OG6_102456	P32863
YGL164C	OG6_123064	P53107
YGL166W	OG6_113605	P15315
YGL167C	OG6_100158	P13586
YGL168W	OG6_499993	P45820
YGL169W	OG6_100577	P32579
YGL170C	OG6_500722	P45819
YGL171W	OG6_102417	P45818
YGL172W	OG6_121211	Q02199
YGL173C	OG6_100417	P22147
YGL174W	OG6_103002	P46947
YGL175C	OG6_500214	P46946
YGL176C	OG6_500061	P46945
YGL178W	OG6_499922	P39016
YGL179C	OG6_100881	P43637
YGL180W	OG6_101938	P53104
YGL181W	OG6_100831	P40956
YGL183C	OG6_103073	P53102
YGL184C	OG6_100353	P53101
YGL185C	OG6_500110	P53100
YGL186C	OG6_166214	P53099
YGL187C	OG6_102678	P04037
YGL188C-A	OG6_500739	Q8TGU1
YGL189C	OG6_100814	P39938
YGL190C	OG6_100728	Q00362
YGL191W	OG6_102857	P32799
YGL192W	OG6_103808	P41833
YGL193C	OG6_500459	P53097
YGL194C	OG6_100248	P53096
YGL194C-A	OG6_500840	Q2V2P6
YGL195W	OG6_102176	P33892
YGL196W	OG6_106037	P53095
YGL197W	OG6_171097	P53094
YGL198W	OG6_102338	P53093
YGL200C	OG6_101558	P32803
YGL201C	OG6_101983	P53091
YGL202W	OG6_100686	P53090
YGL203C	OG6_100109	P09620
YGL204C	OG6_499991	P53089
YGL205W	OG6_100457	P13711
YGL206C	OG6_101144	P22137
YGL207W	OG6_102309	P32558
YGL208W	OG6_101253	P34164
YGL209W	OG6_500673	P53035
YGL210W	OG6_100582	P51996
YGL211W	OG6_100947	P53088
YGL212W	OG6_103098	P32912
YGL213C	OG6_103719	Q02793
YGL215W	OG6_137777	P35190
YGL216W	OG6_100835	P53086
YGL219C	OG6_111233	P53083
YGL220W	OG6_103994	P53082
YGL221C	OG6_102764	P53081
YGL222C	OG6_222571	P53080
YGL223C	OG6_500660	P53079
YGL224C	OG6_106165	P53078
YGL225W	OG6_105424	P40107
YGL226C-A	OG6_500188	Q92316
YGL226W	OG6_500286	P53077
YGL227W	OG6_102407	P53076
YGL228W	OG6_500839	P53075
YGL229C	OG6_222578	P53036
YGL230C	OG6_500923	P53074
YGL231C	OG6_102320	P53073
YGL232W	OG6_102910	P53072
YGL233W	OG6_101663	P22224
YGL234W	OG6_100441	P07244
YGL235W	OG6_500379	P53071
YGL236C	OG6_101730	P53070
YGL237C	OG6_102402	P06774
YGL238W	OG6_101888	P33307
YGL240W	OG6_102604	P53068
YGL241W	OG6_103714	P53067
YGL242C	OG6_112960	P53066
YGL243W	OG6_103859	P53065
YGL244W	OG6_103917	P53064
YGL245W	OG6_103886	P46655
YGL246C	OG6_104243	P53063
YGL247W	OG6_109555	P53062
YGL248W	OG6_114963	P22434
YGL249W	OG6_500339	P53061
YGL250W	OG6_152896	P53060
YGL251C	OG6_104328	P51979
YGL252C	OG6_104924	P32608
YGL253W	OG6_100418	P04807
YGL254W	OG6_500937	P32805
YGL255W	OG6_101746	P32804
YGL256W	OG6_101183	P10127
YGL257C	OG6_105463	P53059
YGL258W	OG6_150258	P53058
YGL258W-A	OG6_500189	Q3E740
YGL259W	OG6_114704	P53057
YGL260W	OG6_500282	P53056
YGL261C	OG6_109825	P0CE93
YGL262W	OG6_222575	P53054
YGL263W	OG6_111794	P53053
YGR001C	OG6_103288	P53200
YGR002C	OG6_102680	P53201
YGR003W	OG6_102066	P53202
YGR004W	OG6_114274	P53203
YGR005C	OG6_102568	P41896
YGR006W	OG6_102077	P33411
YGR007W	OG6_100945	P33412
YGR008C	OG6_206380	P16965
YGR009C	OG6_112276	P40357
YGR010W	OG6_100907	P53204
YGR012W	OG6_100154	P53206
YGR013W	OG6_500388	P53207
YGR014W	OG6_500024	P32334
YGR015C	OG6_106859	P53208
YGR016W	OG6_500717	P53209
YGR017W	OG6_108615	P53210
YGR018C	OG6_500201	P53211
YGR019W	OG6_103520	P17649
YGR020C	OG6_102324	P39111
YGR021W	OG6_101960	P53212
YGR023W	OG6_500277	P53214
YGR024C	OG6_103009	P53215
YGR026W	OG6_500616	P53217
YGR027C	OG6_100950	Q3E792
YGR027W-A	OG6_100069	Q12085
YGR027W-B	OG6_100069	Q12141
YGR028W	OG6_103164	P28737
YGR029W	OG6_101299	P27882
YGR030C	OG6_500542	P53218
YGR031C-A	OG6_499944	Q8TGN9
YGR031W	OG6_101420	P53219
YGR032W	OG6_101172	P40989
YGR033C	OG6_104555	P53220
YGR034W	OG6_100790	P53221
YGR035C	OG6_499850	P53222
YGR035W-A	OG6_500523	Q45U48
YGR036C	OG6_103418	P53223
YGR037C	OG6_101568	P31787
YGR038C-A	OG6_100069	Q12485
YGR038C-B	OG6_100069	Q12269
YGR038W	OG6_102694	P53224
YGR040W	OG6_100339	P14681
YGR041W	OG6_499864	P53226
YGR042W	OG6_133440	P53227
YGR043C	OG6_101088	P53228
YGR044C	OG6_500847	P32338
YGR046W	OG6_103248	P53230
YGR047C	OG6_103511	P33339
YGR048W	OG6_101567	P53044
YGR049W	OG6_137818	P32564
YGR050C	OG6_500517	P53231
YGR052W	OG6_500643	P53233
YGR053C	OG6_143627	P53234
YGR054W	OG6_101886	P53235
YGR055W	OG6_110122	P50276
YGR056W	OG6_103614	P53236
YGR057C	OG6_106566	P53237
YGR058W	OG6_100410	P53238
YGR059W	OG6_108099	P41901
YGR060W	OG6_102540	P53045
YGR061C	OG6_101332	P38972
YGR062C	OG6_105146	P53239
YGR063C	OG6_102281	P32914
YGR065C	OG6_124924	P53241
YGR066C	OG6_104071	P53242
YGR067C	OG6_500470	P53243
YGR068C	OG6_500046	P53244
YGR070W	OG6_104196	P53046
YGR071C	OG6_222583	P53246
YGR072W	OG6_104140	P48412
YGR074W	OG6_102452	Q02260
YGR075C	OG6_500174	Q00723
YGR076C	OG6_123089	P23369
YGR077C	OG6_500868	P53248
YGR078C	OG6_102595	P48363
YGR079W	OG6_500617	P53249
YGR080W	OG6_102985	P53250
YGR081C	OG6_500579	P53251
YGR082W	OG6_104980	P35180
YGR083C	OG6_101847	P12754
YGR084C	OG6_500716	P12686
YGR085C	OG6_100325	Q3E757
YGR086C	OG6_112026	P53252
YGR087C	OG6_104452	P26263
YGR088W	OG6_100495	P06115
YGR089W	OG6_133127	P53253
YGR090W	OG6_102389	P53254
YGR091W	OG6_102494	P49704
YGR092W	OG6_111464	P22204
YGR093W	OG6_103314	P53255
YGR094W	OG6_100292	P07806
YGR095C	OG6_103234	P53256
YGR096W	OG6_103578	P53257
YGR097W	OG6_222584	P48361
YGR098C	OG6_103054	Q03018
YGR099W	OG6_103878	P53038
YGR100W	OG6_101065	P53258
YGR101W	OG6_101864	P53259
YGR102C	OG6_500798	P53260
YGR103W	OG6_102136	P53261
YGR104C	OG6_143850	P32585
YGR105W	OG6_114127	P41806
YGR106C	OG6_500180	P53262
YGR108W	OG6_100199	P24868
YGR109C	OG6_152316	P32943
YGR109W-A	OG6_100000	Q12173
YGR109W-B	OG6_100000	Q99315
YGR110W	OG6_101137	P53264
YGR111W	OG6_114171	P53265
YGR112W	OG6_103106	P53266
YGR113W	OG6_117018	P53267
YGR116W	OG6_102925	P23615
YGR117C	OG6_500551	P53270
YGR118W	OG6_100935	P0CX29
YGR119C	OG6_111140	P48837
YGR120C	OG6_500817	P53271
YGR121C	OG6_100186	P40260
YGR121W-A	OG6_500326	Q3E816
YGR122W	OG6_500491	P53272
YGR123C	OG6_102598	P53043
YGR124W	OG6_100710	P49090
YGR125W	OG6_108204	P53273
YGR126W	OG6_500291	P53274
YGR127W	OG6_103320	P53275
YGR128C	OG6_500457	P53276
YGR129W	OG6_103856	P53277
YGR130C	OG6_500754	P53278
YGR131W	OG6_133377	P53279
YGR132C	OG6_101926	P40961
YGR133W	OG6_106380	P29340
YGR134W	OG6_500871	P53280
YGR135W	OG6_101968	P23638
YGR136W	OG6_116889	P53281
YGR138C	OG6_114945	P53283
YGR140W	OG6_130991	P32504
YGR141W	OG6_107691	P53285
YGR142W	OG6_222585	P53286
YGR143W	OG6_105803	P33336
YGR144W	OG6_105683	P32318
YGR145W	OG6_102419	P48234
YGR146C	OG6_500238	P48235
YGR146C-A	OG6_500823	Q8TGT9
YGR147C	OG6_111074	P37293
YGR148C	OG6_101189	P24000
YGR149W	OG6_104486	P48236
YGR150C	OG6_100693	P48237
YGR152C	OG6_100217	P13856
YGR153W	OG6_500480	P48238
YGR154C	OG6_103352	P48239
YGR155W	OG6_100154	P32582
YGR156W	OG6_499950	P39927
YGR157W	OG6_109767	P05374
YGR158C	OG6_102545	P48240
YGR159C	OG6_102437	P27476
YGR161C	OG6_500409	P53289
YGR161C-C	OG6_100069	P0CX67
YGR161W-C	OG6_500159	Q3E744
YGR161C-D	OG6_100069	Q12316
YGR161W-A	OG6_100069	P0CX62
YGR161W-B	OG6_100069	P0CX64
YGR162W	OG6_111107	P39935
YGR163W	OG6_102660	P53290
YGR165W	OG6_119810	P53292
YGR166W	OG6_500631	P32893
YGR167W	OG6_103026	P17891
YGR168C	OG6_500241	P53293
YGR169C	OG6_100211	P53294
YGR169C-A	OG6_222586	Q3E772
YGR170W	OG6_107063	P53037
YGR171C	OG6_101119	P22438
YGR172C	OG6_101570	P53039
YGR173W	OG6_101808	P53295
YGR174C	OG6_117015	P37267
YGR174W-A	OG6_500513	Q8TGT8
YGR175C	OG6_103798	P32476
YGR177C	OG6_222587	P53296
YGR178C	OG6_111536	P53297
YGR179C	OG6_500462	P53298
YGR180C	OG6_100537	P49723
YGR181W	OG6_103836	P53299
YGR183C	OG6_104587	P22289
YGR184C	OG6_101603	P19812
YGR185C	OG6_101224	P36421
YGR186W	OG6_115055	P41895
YGR187C	OG6_103137	P48362
YGR188C	OG6_103677	P41695
YGR189C	OG6_142788	P53301
YGR191W	OG6_100168	P06775
YGR192C	OG6_100218	P00359
YGR193C	OG6_116999	P16451
YGR194C	OG6_104017	P42826
YGR195W	OG6_101074	P46948
YGR196C	OG6_500289	P46949
YGR197C	OG6_118295	P46950
YGR198W	OG6_500508	P46951
YGR199W	OG6_101353	P42934
YGR200C	OG6_103229	P42935
YGR201C	OG6_173237	P42936
YGR202C	OG6_101770	P13259
YGR203W	OG6_106594	P42937
YGR204C-A	OG6_500310	Q8TGT7
YGR204W	OG6_100216	P07245
YGR205W	OG6_108009	P42938
YGR206W	OG6_500318	P42939
YGR207C	OG6_101197	P42940
YGR208W	OG6_101696	P42941
YGR209C	OG6_100096	P22803
YGR210C	OG6_105111	P42942
YGR211W	OG6_101443	P53303
YGR212W	OG6_121258	P53304
YGR213C	OG6_111248	P53047
YGR214W	OG6_100806	P32905
YGR215W	OG6_109870	P53305
YGR216C	OG6_103823	P53306
YGR217W	OG6_104443	P50077
YGR218W	OG6_101697	P30822
YGR220C	OG6_100949	P31334
YGR221C	OG6_222588	P50078
YGR222W	OG6_499855	P10834
YGR223C	OG6_102082	P50079
YGR224W	OG6_100558	P50080
YGR225W	OG6_133424	P50082
YGR227W	OG6_103728	P50076
YGR229C	OG6_123097	P32566
YGR230W	OG6_153167	P50084
YGR231C	OG6_101763	P50085
YGR232W	OG6_100012	P50086
YGR233C	OG6_111525	P17442
YGR234W	OG6_109281	P39676
YGR235C	OG6_115066	P50087
YGR236C	OG6_500562	P50088
YGR237C	OG6_500293	P50089
YGR238C	OG6_107531	P50090
YGR239C	OG6_500477	P50091
YGR240C	OG6_100319	P16861
YGR240C-A	OG6_500398	Q3E786
YGR241C	OG6_111883	P53309
YGR243W	OG6_101975	P53311
YGR244C	OG6_100409	P53312
YGR245C	OG6_102265	P53313
YGR246C	OG6_101494	P29056
YGR247W	OG6_188633	P53314
YGR248W	OG6_101429	P53315
YGR249W	OG6_500507	P53050
YGR250C	OG6_100683	P53316
YGR251W	OG6_499943	P53317
YGR252W	OG6_101489	Q03330
YGR253C	OG6_101621	P32379
YGR254W	OG6_100260	P00924
YGR255C	OG6_102655	P53318
YGR256W	OG6_100975	P53319
YGR257C	OG6_101405	P53320
YGR258C	OG6_101242	P07276
YGR260W	OG6_102588	P53322
YGR261C	OG6_101595	P46682
YGR262C	OG6_101388	P53323
YGR263C	OG6_124693	P53324
YGR264C	OG6_101454	P00958
YGR266W	OG6_112497	P53326
YGR267C	OG6_101153	P51601
YGR268C	OG6_135340	P40325
YGR270W	OG6_102094	P40340
YGR271C-A	OG6_107113	Q3E705
YGR271W	OG6_100305	P53327
YGR273C	OG6_129958	P53329
YGR274C	OG6_102499	P46677
YGR275W	OG6_103225	P53330
YGR276C	OG6_106731	P53331
YGR277C	OG6_101466	P53332
YGR278W	OG6_101743	P53333
YGR279C	OG6_133467	P53334
YGR280C	OG6_104777	P53335
YGR281W	OG6_100026	P53049
YGR282C	OG6_108914	P15703
YGR283C	OG6_102561	P53336
YGR284C	OG6_104535	P53337
YGR285C	OG6_102149	P32527
YGR286C	OG6_104652	P32451
YGR287C	OG6_100402	P53051
YGR288W	OG6_123060	P53338
YGR289C	OG6_113013	P53048
YGR292W	OG6_100402	P53341
YGR294W	OG6_109825	P53343
YGR295C	OG6_111794	P53344
YGR296W	OG6_108906	P0CX14
YHL001W	OG6_100966	P38754
YHL002W	OG6_103033	P38753
YHL003C	OG6_118086	P38703
YHL004W	OG6_101759	P32902
YHL006C	OG6_500129	P38751
YHL007C	OG6_100484	Q03497
YHL008C	OG6_105687	P38750
YHL009C	OG6_133382	P38749
YHL009W-A	OG6_100069	Q6Q5P6
YHL009W-B	OG6_100069	P0C2J7
YHL010C	OG6_102472	P38748
YHL011C	OG6_100356	P38689
YHL012W	OG6_500938	P38709
YHL013C	OG6_102788	P38747
YHL014C	OG6_100571	P38746
YHL015W	OG6_100367	P38701
YHL015W-A	OG6_500747	Q3E7Z6
YHL016C	OG6_105980	P33413
YHL017W	OG6_101701	P38745
YHL018W	OG6_100957	P38744
YHL019C	OG6_499970	P38700
YHL020C	OG6_115952	P21957
YHL021C	OG6_102379	P23180
YHL022C	OG6_101269	P23179
YHL023C	OG6_104131	P38742
YHL024W	OG6_137515	P38741
YHL025W	OG6_500755	P18888
YHL026C	OG6_127047	P38740
YHL027W	OG6_113020	P33400
YHL028W	OG6_500182	P38739
