Entry	Entry Name	Protein names	Gene Names
A0A1D8PU27	A0A1D8PU27_CANAL	U3 small nucleolar RNA-associated protein 14	CAALFM_CR09800CA orf19.7552
A0A1D8PU30	A0A1D8PU30_CANAL	Fgr46p	FGR46 CAALFM_CR09850CA orf19.7557
A0A1D8PU31	A0A1D8PU31_CANAL	AAA family ATPase	YTA6 CAALFM_CR09860WA orf19.7558
A0A1D8PU36	A0A1D8PU36_CANAL	Uga3p	UGA3 CAALFM_CR09960CA orf19.7570
A0A1D8PU37	A0A1D8PU37_CANAL	Amino acid permease/ SLC12A domain-containing protein	GNP2 CAALFM_CR09920WA orf19.7566
A0A1D8PU40	A0A1D8PU40_CANAL	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	UBC4 CAALFM_CR09970WA orf19.7571
A0A1D8PU46	A0A1D8PU46_CANAL	Nucleolar protein 56	SIK1 CAALFM_CR09950CA orf19.7569
A0A1D8PU48	A0A1D8PU48_CANAL	Fgr34p	FGR34 CAALFM_CR10030WA orf19.7579
A0A1D8PU56	A0A1D8PU56_CANAL	Long-chain fatty acid-CoA ligase	FAA4 CAALFM_CR10160WA orf19.7592
A0A1D8PU58	A0A1D8PU58_CANAL	asparaginase (EC 3.5.1.1)	CAALFM_CR10170CA orf19.7593
A0A1D8PU59	A0A1D8PU59_CANAL	Utp5p	UTP5 CAALFM_CR10240WA orf19.7599
A0A1D8PU60	A0A1D8PU60_CANAL	Uncharacterized protein	CAALFM_CR10180WA orf19.7594
A0A1D8PU67	A0A1D8PU67_CANAL	proteasome endopeptidase complex (EC 3.4.25.1)	PUP1 CAALFM_CR10300WA orf19.7605
A0A1D8PU71	A0A1D8PU71_CANAL	Cytochrome c lysine N-methyltransferase	CTM1 CAALFM_CR10360CA orf19.7612
A0A1D8PU72	A0A1D8PU72_CANAL	Aha1p	AHA1 CAALFM_CR10270CA orf19.7602
A0A1D8PU74	A0A1D8PU74_CANAL	Transcriptional regulator	SPT3 CAALFM_CR10450CA orf19.7622
A0A1D8PU79	A0A1D8PU79_CANAL	Mitochondrial distribution and morphology protein 32	CAALFM_CR10420WA orf19.7619
A0A1D8PU81	A0A1D8PU81_CANAL	nitric oxide dioxygenase (EC 1.14.12.17)	YHB4 CAALFM_CR10570CA orf19.7637
A0A1D8PU84	A0A1D8PU84_CANAL	Trafficking protein particle complex subunit	CAALFM_CR10390WA orf19.7615
A0A1D8PU88	A0A1D8PU88_CANAL	Kleisin alpha	MCD1 CAALFM_CR10540CA orf19.7634
A0A1D8PU93	A0A1D8PU93_CANAL	Replication factor C subunit 4	RFC4 CAALFM_CR10700WA orf19.7658
A0A1D8PU96	A0A1D8PU96_CANAL	DNA replication complex GINS protein SLD5	SLD5 CAALFM_CR10520CA orf19.7631
A0A1D8PU98	A0A1D8PU98_CANAL	Uncharacterized protein	CAALFM_CR10640WA orf19.7648
A0A1D8PU99	A0A1D8PU99_CANAL	Anaphase-promoting complex subunit 11	CAALFM_CR10610CA orf19.7644
A0A1D8PUA3	A0A1D8PUA3_CANAL	Uncharacterized protein	CAALFM_CR10800CA orf19.7670
A0A1D8PUA4	A0A1D8PUA4_CANAL	PIH1 N-terminal domain-containing protein	CAALFM_CR10630WA orf19.7646
A0A1D8PUA7	A0A1D8PUA7_CANAL	Monopolin complex subunit Csm1/Pcs1 C-terminal domain-containing protein	CSM1 CAALFM_CR10740WA orf19.7663
A0A1D8PUB0	A0A1D8PUB0_CANAL	Ltv1p	LTV1 CAALFM_CR10650WA orf19.7650
A0A1D8PUB4	A0A1D8PUB4_CANAL	L-iditol 2-dehydrogenase	XYL2 CAALFM_CR10840CA orf19.7676
A0A1D8PUB6	A0A1D8PUB6_CANAL	Isoamyl acetate-hydrolyzing esterase	IAH1 CAALFM_CR10780CA orf19.7667
A0A1D8PUC4	A0A1D8PUC4_CANAL	Derlin	CAALFM_CR10810CA orf19.7672
A0A1D8PUD2	A0A1D8PUD2_CANAL	ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)	ATP16 CAALFM_CR10850CA orf19.7678
O94150	RT09_CANAL	Small ribosomal subunit protein uS9m (37S ribosomal protein S9, mitochondrial)	MRPS9 CAALFM_C112340CA CaO19.12695 CaO19.5230
P0C0X3	TFB5_CANAL	General transcription and DNA repair factor IIH subunit TFB5 (TFIIH subunit TFB5) (RNA polymerase II transcription factor B subunit 5)	TFB5 CAALFM_C107280CA CaO19.11919.1 CaO19.4439.1
P0CT51	BLP1_CANAL	Blood-induced peptide 1	BLP1 CAALFM_C112850WA CaO19.4914.1 orf19.4914.1
P0CU35	RS22B_CANAL	Small ribosomal subunit protein uS8B (40S ribosomal protein S22-B)	RPS22B CAALFM_C103620CA orf19.3061.1
P0CU36	NSA2B_CANAL	Ribosome biogenesis protein C3_06160C_A	CAALFM_C306160CA orf19.7397.1
P0CU37	DPH52_CANAL	Diphthine methyl ester synthase 2 (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase 2)	CAALFM_C503700CA
P0CY22	KRE1_CANAL	Protein KRE1	KRE1 CAALFM_CR03790CA CaO19.11855 CaO19.4377 orf19.4349.6
P43073	TRPF_CANAL	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	TRP1 CAALFM_C100120CA CaO19.13515 CaO19.6096
P48990	TIM54_CANAL	Mitochondrial import inner membrane translocase subunit TIM54	TIM54 CAALFM_C703120WA CaJ7.0359 CaO19.12608 CaO19.5143
P56553	CGR1P_CANAL	Cell growth-regulated gene 1 protein	CGR1 CAALFM_C402760CA CaO19.10237 CaO19.2722
P87218	SOU2_CANAL	Sorbose reductase homolog SOU2 (EC 1.1.-.-)	SOU2 CAALFM_C406380WA CaO19.10415 CaO19.2897
P87220	VATD_CANAL	V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)	VMA8 CAALFM_C406400CA CaO19.10413 CaO19.2895
Q59JU3	IPI1_CANAL	Pre-rRNA-processing protein IPI1-1	IPI1 CAALFM_CR03940WA CaO19.379 CaO19.475 CaO19.8106
Q59KC4	S2538_CANAL	Mitochondrial glycine transporter (Solute carrier family 25 member 38 homolog)	CAALFM_CR04920WA CaO19.1804
Q59KG2	RGI1_CANAL	Respiratory growth induced protein 1	RGI1 CAALFM_C208290CA CaO19.1354 CaO19.2659 CaO19.8934
Q59KJ6	Q59KJ6_CANAL	AP complex subunit sigma	CAALFM_CR05310WA orf19.8626
Q59KK0	Q59KK0_CANAL	Kinase (EC 2.7.-.-)	KCS1 CAALFM_CR05260CA orf19.8622
Q59KL6	TF3A_CANAL	Transcription factor IIIA (TFIIIA)	PZF1 CAALFM_C204860WA CaO19.4125 orf19.4125
Q59KP9	Q59KP9_CANAL	Fgr13p	FGR13 CAALFM_CR05250CA orf19.8197
Q59KQ1	Q59KQ1_CANAL	glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	GUT1 CAALFM_CR05220CA orf19.8193
Q59KQ4	Q59KQ4_CANAL	Uncharacterized protein	CIS305 CIS304 CAALFM_CR04990CA CAALFM_CR05190WA orf19.8190 orf19.8268
Q59KS8	Q59KS8_CANAL	Tlo9p	TLO9 CAALFM_C400010WA orf19.7994
Q59KV5	Q59KV5_CANAL	Amine oxidase (EC 1.4.3.-)	AMO2 CAALFM_C206700WA orf19.10662
Q59KV8	Q59KV8_CANAL	Lipid-binding protein	LSP1 CAALFM_C206730WA orf19.10659
Q59KX3	Q59KX3_CANAL	Ecm22p	ECM22 CAALFM_CR07530CA orf19.10154
Q59KY7	Q59KY7_CANAL	Small ribosomal subunit protein bS18m	CAALFM_C104370CA orf19.12668
Q59L25	AIM24_CANAL	Altered inheritance of mitochondria protein 24, mitochondrial	AIM24 CAALFM_C301170WA CaO19.10664 CaO19.3154
Q59L89	SDHF3_CANAL	Succinate dehydrogenase assembly factor 3, mitochondrial (SDH assembly factor 3) (SDHAF3)	SDH7 CAALFM_C600090WA CaO19.6328
Q59LI2	Q59LI2_CANAL	Mitochondrial import inner membrane translocase subunit TIM17	TIM17 CAALFM_C204680WA orf19.7790
Q59LL4	MDM10_CANAL	Mitochondrial distribution and morphology protein 10 (Mitochondrial inheritance component MDM10)	MDM10 CAALFM_C204800CA CaO19.184 CaO19.7814
Q59LL5	Q59LL5_CANAL	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	HIS3 CAALFM_C204810WA orf19.7813
Q59LQ4	Q59LQ4_CANAL	Cyclin-dependent kinases regulatory subunit	CKS1 CAALFM_C504070CA orf19.8869
Q59LQ5	CWC25_CANAL	Pre-mRNA-splicing factor CWC25	CWC25 CAALFM_C504080CA CaO19.1281 CaO19.8868
Q59LQ6	Q59LQ6_CANAL	Translation initiation factor eIF1	SUI1 CAALFM_C504090CA orf19.8867
Q59LT5	Q59LT5_CANAL	Opt4p	OPT4 CAALFM_CR02490WA orf19.11202
Q59LT9	Q59LT9_CANAL	DNA-directed RNA polymerase core subunit	RPC19 CAALFM_CR02520WA orf19.7805
Q59LX9	BTN1_CANAL	Protein BTN1	BTN1 CAALFM_C105120WA CaO19.11541 CaO19.4059
Q59LZ4	Q59LZ4_CANAL	Arrestin-like N-terminal domain-containing protein	CAALFM_C702630WA orf19.11185
Q59LZ5	Q59LZ5_CANAL	Protein channel	TOM70 CAALFM_C702640WA orf19.11184
Q59LZ6	Q59LZ6_CANAL	Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase	TEP1 CAALFM_C702650WA orf19.11183
Q59LZ9	Q59LZ9_CANAL	Tom22p	TOM22 CAALFM_C702680WA orf19.11180
Q59M00	Q59M00_CANAL	Bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase	EPT1 CAALFM_C702690CA orf19.11179
Q59M28	Q59M28_CANAL	Elongator complex protein 4	CAALFM_C112570CA orf19.11243
Q59M30	Q59M30_CANAL	F1F0 ATP synthase subunit g	ATP20 CAALFM_C112590WA orf19.11241
Q59M52	Q59M52_CANAL	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	CAALFM_CR05550CA orf19.13269
Q59M53	Q59M53_CANAL	RNA polymerase II transcription factor B subunit 2	CAALFM_CR05560WA orf19.13268
Q59MA3	PSF2_CANAL	DNA replication complex GINS protein PSF2	PSF2 CAALFM_C105030CA CaO19.57 CaO19.7718
Q59MC6	Q59MC6_CANAL	pyridoxal kinase (EC 2.7.1.35)	BUD16 CAALFM_C106210WA orf19.9387
Q59MC8	MDM34_CANAL	Mitochondrial distribution and morphology protein 34	MDM34 CAALFM_C106230CA CaO19.1826 CaO19.9385
Q59MD0	PGA50_CANAL	Probable cell wall protein PGA50 (Predicted GPI-anchored protein 50)	PGA50 CAALFM_C106260WA CaO19.1824 CaO19.9383
Q59MF1	Q59MF1_CANAL	palmitoyl-CoA hydrolase (EC 3.1.2.2)	TES1 CAALFM_C205970CA orf19.12684
Q59MF3	Q59MF3_CANAL	palmitoyl-CoA hydrolase (EC 3.1.2.2)	TES15 CAALFM_C205950CA orf19.12682
Q59MF9	COG6_CANAL	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	COG6 CAALFM_C205850CA CaO19.12676 CaO19.5209
Q59MI8	TIM8_CANAL	Mitochondrial import inner membrane translocase subunit TIM8	TIM8 CAALFM_C307890WA CaO19.6183
Q59MJ2	MCH1_CANAL	Probable transporter MCH1	MCH1 CAALFM_C307850WA CaO19.6180
Q59MK3	Q59MK3_CANAL	rRNA-processing protein	CAALFM_C503920CA orf19.10731
Q59MU0	Q59MU0_CANAL	Tyrosine protein phosphatase	SIW14 CAALFM_CR06830CA orf19.9408
Q59MU1	UTP25_CANAL	U3 small nucleolar RNA-associated protein 25 (U3 snoRNA-associated protein 25) (U three protein 25)	UTP25 CAALFM_CR06840WA CaO19.1849 CaO19.9407
Q59MU3	Q59MU3_CANAL	Phenylpyruvate decarboxylase	ARO10 CAALFM_CR06860CA orf19.9405
Q59MV6	Q59MV6_CANAL	nitric oxide dioxygenase (EC 1.14.12.17)	YHB5 CAALFM_CR07810WA orf19.11195
Q59MZ5	Q59MZ5_CANAL	phosphoribosylformylglycinamidine synthase (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (Formylglycinamide ribotide amidotransferase)	ADE6 CAALFM_CR04740CA orf19.13694
Q59N08	Q59N08_CANAL	holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	LYS5 CAALFM_CR04890WA orf19.13681
Q59N10	PGA39_CANAL	Predicted GPI-anchored protein 39	PGA39 CAALFM_CR04900CA CaO19.13679 CaO19.6302
Q59N40	Q59N40_CANAL	Aspartate aminotransferase (EC 2.6.1.1)	AAT21 CAALFM_CR07620WA orf19.13666
Q59N43	Q59N43_CANAL	Signal recognition particle receptor subunit beta	CAALFM_CR07660CA orf19.13663
Q59N44	Q59N44_CANAL	Scaffold protein Nfu/NifU N-terminal domain-containing protein	CAALFM_CR07670WA orf19.13662
Q59NB3	Q59NB3_CANAL	Snl1p	SNL1 CAALFM_C110530WA orf19.8612
Q59NC4	Q59NC4_CANAL	Gly1p	GLY1 CAALFM_C110450WA orf19.8601
Q59NC8	Q59NC8_CANAL	LDB19 N-terminal domain-containing protein	CAALFM_C110420CA orf19.8598
Q59NG8	Q59NG8_CANAL	Sodium/hydrogen exchanger	NHX1 CAALFM_C600570CA orf19.11677
Q59NH3	Q59NH3_CANAL	Yhm2p	YHM2 CAALFM_C600600CA orf19.11673
Q59NN4	Q59NN4_CANAL	Long-chain fatty acid transporter	FAT1 CAALFM_C600740WA orf19.11137
Q59NN8	FES1_CANAL	Hsp70 nucleotide exchange factor FES1	FES1 CAALFM_C600760WA CaO19.11133 CaO19.3649
Q59NQ2	Q59NQ2_CANAL	Glutathione-disulfide reductase	CAALFM_C501560CA orf19.11626
Q59NQ9	FYV7_CANAL	rRNA-processing protein FYV7	FYV7 CAALFM_C501480WA CaO19.11619 CaO19.4143
Q59NY7	CUE1_CANAL	Coupling of ubiquitin conjugation to ER degradation protein 1	CUE1 CAALFM_C503570WA CaO19.6668
Q59P36	Q59P36_CANAL	Protein MAK16	MAK16 CAALFM_C206360CA orf19.12955
Q59P40	Q59P40_CANAL	Avt1p	AVT1 CAALFM_C206330CA orf19.12951
Q59P43	Q59P43_CANAL	GTP-binding nuclear protein	GSP1 CAALFM_C206310CA orf19.12948
Q59P51	Q59P51_CANAL	Checkpoint protein	MEC3 CAALFM_C206220CA orf19.12940
Q59P52	Q59P52_CANAL	Phosphoserine aminotransferase (EC 2.6.1.52)	SER1 CAALFM_C206210CA orf19.12939
Q59P58	Q59P58_CANAL	Fgr12p	FGR12 CAALFM_C206180CA orf19.12934
Q59P88	Q59P88_CANAL	DASH complex subunit DUO1 (Outer kinetochore protein DUO1)	DUO1 CAALFM_C404220WA orf19.9004
Q59P94	Q59P94_CANAL	Mitofusin	FZO1 CAALFM_C404260CA orf19.8998
Q59P96	IRC6_CANAL	Increased recombination centers protein 6	IRC6 CAALFM_C404280CA CaO19.1420 CaO19.8996
Q59PA0	Q59PA0_CANAL	Cox11p	COX11 CAALFM_C404310WA orf19.8992
Q59PA6	Q59PA6_CANAL	Vac7p	VAC7 CAALFM_C404370CA orf19.8985
Q59PD3	CWC15_CANAL	Pre-mRNA-splicing factor CWC15	CWC15 CAALFM_C112630CA CaO19.13717 CaO19.6360
Q59PD6	MAD1_CANAL	Spindle assembly checkpoint component MAD1	MAD1 CAALFM_C112660WA CaO19.13714 CaO19.6357
Q59PE7	BCP1_CANAL	Protein BCP1	BCP1 CAALFM_C112760WA CaO19.13702 CaO19.6346
Q59PH5	Q59PH5_CANAL	Vtc4p	VTC4 CAALFM_C403360CA orf19.10871
Q59PP0	HSM3_CANAL	DNA mismatch repair protein HSM3	HSM3 CAALFM_C703450CA CaJ7.0396 CaO19.1331 CaO19.8911
Q59PP6	MED16_CANAL	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	SIN4 MED16 CAALFM_C703320CA CaJ7.0384 CaO19.1343 CaO19.8923
Q59PR7	Q59PR7_CANAL	Protein SDA1	SDA1 CAALFM_CR05660WA orf19.13969
Q59PS2	Q59PS2_CANAL	Protein YIF1	CAALFM_CR05700CA orf19.13963
Q59PT6	SPC25_CANAL	Probable kinetochore protein SPC25	SPC25 CAALFM_CR05840WA CaO19.13949 CaO19.6628
Q59PU1	Q59PU1_CANAL	Transcription elongation factor 1 homolog	CAALFM_CR05910WA orf19.13944
Q59PU4	Q59PU4_CANAL	GPI-anchor transamidase	GPI8 CAALFM_C107460CA orf19.10317
Q59PV8	Q59PV8_CANAL	ATP synthase subunit d, mitochondrial	ATP7 CAALFM_C107600WA orf19.10301
Q59PW1	Q59PW1_CANAL	Monothiol glutaredoxin	CAALFM_C107630WA orf19.10298
Q59PZ1	Q59PZ1_CANAL	Proteasome core particle subunit alpha 5	PUP2 CAALFM_CR06750CA orf19.8328
Q59PZ2	Q59PZ2_CANAL	Spindle pole body component	CAALFM_CR06740WA orf19.8327
Q59PZ4	Q59PZ4_CANAL	60S ribosomal export protein NMD3	NMD3 CAALFM_CR06720WA orf19.8325
Q59PZ6	Q59PZ6_CANAL	6-phosphogluconolactonase-like protein	SOL3 CAALFM_CR06700CA orf19.8323
Q59PZ7	CPD1_CANAL	2',3'-cyclic-nucleotide 3'-phosphodiesterase (CPDase) (EC 3.1.4.37)	CPD1 CAALFM_CR06690CA CaO19.703 CaO19.8322
Q59Q36	TPC1_CANAL	Mitochondrial thiamine pyrophosphate carrier 1	TPC1 CAALFM_C206520CA CaO19.28 CaO19.7699
Q59Q40	Q59Q40_CANAL	Sphingoid long-chain base transporter RSB1	RTA2 CAALFM_C206470WA orf19.7695
Q59Q43	SYM1_CANAL	Protein SYM1	SYM1 CAALFM_C206430CA CaO19.21 CaO19.7692
Q59Q77	Q59Q77_CANAL	Deoxycytidyl transferase	CAALFM_C406020CA orf19.11890
Q59QA5	PGA49_CANAL	Predicted GPI-anchored protein 49	PGA49 CAALFM_C405920CA CaO19.11882 CaO19.4404
Q59QB4	Q59QB4_CANAL	Vacuolar calcium ion transporter	VCX1 CAALFM_C108580CA orf19.8035
Q59QB7	Q59QB7_CANAL	T-complex protein 1 subunit alpha (CCT-alpha)	TCP1 CAALFM_C108560WA orf19.8031
Q59QB8	Q59QB8_CANAL	Gcf1p	GCF1 CAALFM_C108550CA orf19.8030
Q59QB9	Q59QB9_CANAL	Serine/threonine protein kinase	YPK1 CAALFM_C108540CA orf19.8029
Q59QC1	Q59QC1_CANAL	Large ribosomal subunit protein mL40	CAALFM_C108520CA orf19.8027
Q59QC2	EAF6_CANAL	Chromatin modification-related protein EAF6	EAF6 CAALFM_C108510WA CaO19.396 CaO19.8026
Q59QC6	CBP4_CANAL	Assembly factor CBP4 (Cytochrome b mRNA-processing protein 4)	CBP4 CAALFM_C108470WA CaO19.392 CaO19.8022
Q59QG8	Q59QG8_CANAL	Mating pheromone alpha	MFALPHA CAALFM_C104050CA orf19.11961
Q59QH4	Q59QH4_CANAL	Mannosyltransferase	KTR4 CAALFM_C104000CA orf19.11955
Q59QM3	Q59QM3_CANAL	Lyp1p	LYP1 CAALFM_CR05020WA orf19.8266
Q59QN2	Q59QN2_CANAL	Uncharacterized protein	SAP155 CAALFM_CR05120WA orf19.8256
Q59QN4	Q59QN4_CANAL	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	CAALFM_CR05140WA orf19.8254
Q59QR8	Q59QR8_CANAL	Bub3p	BUB3 CAALFM_C503240WA orf19.10178
Q59QT6	Q59QT6_CANAL	Post-GPI attachment to proteins factor 3	CAALFM_C503460CA orf19.10160
Q59R18	Q59R18_CANAL	asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase)	DED81 CAALFM_C703670WA orf19.13994
Q59R20	Q59R20_CANAL	proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)	CAALFM_C703660CA orf19.13993
Q59R21	Q59R21_CANAL	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	CAALFM_C703650WA orf19.13991
Q59R23	Q59R23_CANAL	asparagine--tRNA ligase (EC 6.1.1.22)	CAALFM_C703640CA orf19.13990
Q59R24	TIM9_CANAL	Mitochondrial import inner membrane translocase subunit TIM9	TIM9 CAALFM_C703630CA CaJ7.0415 CaO19.13988 CaO19.6696
Q59R29	Q59R29_CANAL	Ethionine resistance-conferring protein 1	CAALFM_C703590CA orf19.13983
Q59R31	Q59R31_CANAL	Arginosuccinase	ARG4 CAALFM_C703570WA orf19.13981
Q59R32	Y6688_CANAL	Virulence factor CaO19.6688	CAALFM_C703560WA CaO19.13980 CaO19.6688
Q59R35	ISY1_CANAL	Pre-mRNA-splicing factor ISY1	ISY1 CAALFM_C703530CA CaJ7.0403 CaO19.13977 CaO19.6685
Q59R98	Q59R98_CANAL	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	CAALFM_C405250WA orf19.14154
Q59RA0	RIX1_CANAL	Pre-rRNA-processing protein RIX1	RIX1 CAALFM_C405230CA CaO19.14152 CaO19.6862
Q59RB3	Q59RB3_CANAL	Elongin-C	ELC1 CAALFM_C104550WA orf19.14139
Q59RH2	Q59RH2_CANAL	STAS domain-containing protein	CAALFM_C604550CA orf19.9696
Q59RI1	Q59RI1_CANAL	isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)	ILS1 CAALFM_C604520WA orf19.9685
Q59RK0	Q59RK0_CANAL	AP-3 complex subunit mu (Adaptor-related protein complex 3 subunit mu)	CAALFM_C600430CA orf19.8795
Q59RK1	Q59RK1_CANAL	Rab GTPase-binding protein	SRO77 CAALFM_C600410CA orf19.8794
Q59RK3	Q59RK3_CANAL	serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (Seryl-tRNA(Ser) synthetase)	CAALFM_C600390WA orf19.8792
Q59RL1	Q59RL1_CANAL	Amino acid transporter	GNP1 CAALFM_C600330CA orf19.8784
Q59RN2	Q59RN2_CANAL	Actin-related protein 2/3 complex subunit 5	ARC15 CAALFM_CR07210WA orf19.13570
Q59RN6	CHZ1_CANAL	Histone H2A.Z-specific chaperone CHZ1	CHZ1 CAALFM_CR07230WA CaO19.13566 CaO19.6147
Q59RN8	Q59RN8_CANAL	Clg1p	CLG1 CAALFM_CR07240CA orf19.13565
Q59RP1	Q59RP1_CANAL	Meiotic nuclear division protein 1	CAALFM_CR07260CA orf19.13561
Q59RP7	RM04_CANAL	Large ribosomal subunit protein uL29m (54S ribosomal protein L4, mitochondrial)	MRPL4 CAALFM_CR07320CA CaO19.13555 CaO19.6136
Q59RQ1	Q59RQ1_CANAL	MICOS complex subunit MIC12 (Altered inheritance of mitochondria protein 5, mitochondrial) (Found in mitochondrial proteome protein 51)	CAALFM_CR07370WA orf19.13551
Q59S27	RT106_CANAL	Histone chaperone RTT106	RTT106 CAALFM_C600190WA CaO19.1177 CaO19.8769
Q59S42	PSF1_CANAL	DNA replication complex GINS protein PSF1	PSF1 CAALFM_C701300CA CaJ7.0144 CaO19.6910
Q59S43	MED11_CANAL	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	MED11 CAALFM_C701290WA CaJ7.0143 CaO19.6909
Q59S45	CMR1_CANAL	DNA damage-binding protein CMR1	CAALFM_C701270CA CaJ7.0141 CaO19.6907
Q59S77	Q59S77_CANAL	GTPase	CAALFM_C602230WA orf19.10967
Q59S81	Q59S81_CANAL	Serine/threonine/tyrosine protein kinase	CAALFM_C602190CA orf19.10963
Q59S85	LPE10_CANAL	Mitochondrial inner membrane magnesium transporter LPE10	LPE10 CAALFM_C602150CA CaO19.10959 CaO19.3455
Q59SC0	Q59SC0_CANAL	Glyoxylate reductase	CAALFM_C208850CA orf19.7855
Q59SC5	Q59SC5_CANAL	Bud20p	BUD20 CAALFM_C208880WA orf19.7850
Q59SD2	Q59SD2_CANAL	HTH araC/xylS-type domain-containing protein	CAALFM_C208950WA orf19.7843
Q59SI1	Q59SI1_CANAL	Ribosome biogenesis protein RLP24	RLP24 CAALFM_C400510CA orf19.11668
Q59SI6	Q59SI6_CANAL	choline-phosphate cytidylyltransferase (EC 2.7.7.15)	PCT1 CAALFM_C400570CA orf19.11663
Q59SJ1	Q59SJ1_CANAL	Signal peptidase complex subunit 2	SPC2 CAALFM_C400620CA orf19.11657
Q59SK0	Q59SK0_CANAL	4-nitrophenylphosphatase (PNPPase) (EC 3.1.3.41)	CAALFM_C400700CA orf19.11648
Q59SK8	Q59SK8_CANAL	Translation machinery-associated protein 22	CAALFM_C400770CA orf19.11640
Q59SL0	Q59SL0_CANAL	Mismatch repair ATPase	MLH1 CAALFM_C400790CA orf19.11638
Q59SL4	Q59SL4_CANAL	Mitochondrial carrier protein	CAALFM_C400820WA orf19.11635
Q59SL5	Q59SL5_CANAL	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] (EC 1.3.1.124)	SPS20 CAALFM_C400830WA orf19.11633
Q59SM8	Q59SM8_CANAL	Trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase	MIS11 CAALFM_CR07010WA orf19.9900
Q59SN0	RRP36_CANAL	rRNA biogenesis protein RRP36 (Ribosomal RNA-processing protein 36)	RRP36 CAALFM_CR07030CA CaO19.2362 CaO19.9898
Q59SR3	Q59SR3_CANAL	Dal9p	DAL9 CAALFM_C303640WA orf19.14218
Q59SR4	Q59SR4_CANAL	20S-pre-rRNA D-site endonuclease NOB1	HBR3 CAALFM_C303650WA orf19.14217
Q59SS4	Q59SS4_CANAL	Prohibitin	PHB1 CAALFM_C303730CA orf19.14206
Q59SS7	Q59SS7_CANAL	Origin recognition complex subunit 3	ORC3 CAALFM_C303750CA orf19.14204
Q59SS8	Q59SS8_CANAL	diacylglycerol O-acyltransferase (EC 2.3.1.20)	CAALFM_C303760WA orf19.14203
Q59ST8	CLP1_CANAL	mRNA cleavage and polyadenylation factor CLP1	CLP1 CAALFM_C303840CA CaO19.14193 CaO19.6931
Q59SU6	Q59SU6_CANAL	TAFII28-like protein domain-containing protein	CAALFM_C303930WA orf19.14185
Q59T35	Q59T35_CANAL	Fumarate reductase (EC 1.3.1.6)	OSM1 CAALFM_C205700WA orf19.14171
Q59T36	YTH1_CANAL	mRNA 3'-end-processing protein YTH1	YTH1 CAALFM_C205690CA CaO19.14170 CaO19.6881
Q59T37	Q59T37_CANAL	Conserved oligomeric Golgi complex subunit 4 (Component of oligomeric Golgi complex 4)	COG4 CAALFM_C205680WA orf19.14169
Q59T38	Q59T38_CANAL	tRNA-splicing endonuclease subunit Sen34 (EC 4.6.1.16)	CAALFM_C205670CA orf19.14168
Q59T43	Q59T43_CANAL	Myb-like DNA-binding protein	CAALFM_C205640WA orf19.14163
Q59T80	Q59T80_CANAL	Carnitine O-acetyltransferase	CTN1 CAALFM_C101740WA orf19.12026
Q59T88	Q59T88_CANAL	Succinate-semialdehyde dehydrogenase (EC 1.2.1.16)	UGA2 CAALFM_C101810CA orf19.12018
Q59T91	Q59T91_CANAL	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)	UBC8 CAALFM_C101830CA orf19.12015
Q59T95	Q59T95_CANAL	Cystathionine beta-synthase (EC 4.2.1.22)	CYS4 CAALFM_C101870CA orf19.12011
Q59TA3	Q59TA3_CANAL	Late endosome and vacuole interface protein 10	CAALFM_C101950CA orf19.12003
Q59TA5	Q59TA5_CANAL	Hsp30p	HSP30 CAALFM_C101990WA orf19.12001
Q59TA8	Q59TA8_CANAL	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	CAALFM_C102020WA orf19.11998
