Entry	Entry Name	Protein names	Gene Names
A0A2H1A5J7	A0A2H1A5J7_CANAR	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	B9J08_000648 CA7LBN_002233
A0A2H1A5J9	A0A2H1A5J9_CANAR	HSF-type DNA-binding domain-containing protein	B9J08_000661
A0A2H1A5L4	A0A2H1A5L4_CANAR	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	B9J08_000658 CA7LBN_002241
A0A2H1A5M1	A0A2H1A5M1_CANAR	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	B9J08_000681 CA7LBN_002259
A0A2H1A5M5	A0A2H1A5M5_CANAR	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	B9J08_000680 CA7LBN_002258
A0A2H1A5M6	A0A2H1A5M6_CANAR	Thiamine pyrophosphokinase (EC 2.7.6.2)	B9J08_000668 CA7LBN_002248
A0A2H1A5N2	A0A2H1A5N2_CANAR	Hexaprenyl pyrophosphate synthase, mitochondrial	B9J08_000696 CA7LBN_002273
A0A2H1A5N4	A0A2H1A5N4_CANAR	SPIN90/Ldb17 leucine-rich domain-containing protein	B9J08_000690 CA7LBN_002267
A0A2H1A5N5	A0A2H1A5N5_CANAR	UDP-N-acetylglucosamine transferase subunit ALG13 (EC 2.4.1.141) (Asparagine-linked glycosylation protein 13)	ALG13 B9J08_000678
A0A2H1A5N7	A0A2H1A5N7_CANAR	SPX domain-containing protein	B9J08_000691 CA7LBN_002268
A0A2H1A5P1	A0A2H1A5P1_CANAR	Protein-serine/threonine kinase (EC 2.7.11.-)	B9J08_000689 CA7LBN_002266
A0A2H1A5P2	A0A2H1A5P2_CANAR	Malate dehydrogenase (EC 1.1.1.37)	B9J08_000694
A0A2H1A5P3	A0A2H1A5P3_CANAR	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	B9J08_000706 CA7LBN_002283
A0A2H1A5P4	A0A2H1A5P4_CANAR	Protein-serine/threonine kinase (EC 2.7.11.-)	B9J08_000847
A0A2H1A5P7	A0A2H1A5P7_CANAR	JmjC domain-containing histone demethylation protein 1 (EC 1.14.11.27) ([Histone-H3]-lysine-36 demethylase 1)	B9J08_000688 CA7LBN_002265
A0A2H1A5Q3	A0A2H1A5Q3_CANAR	Uncharacterized protein	B9J08_000704 CA7LBN_002281
A0A2H1A5Q4	A0A2H1A5Q4_CANAR	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	B9J08_000918 CA7LBN_002460
A0A2H1A5Q5	A0A2H1A5Q5_CANAR	Extradiol ring-cleavage dioxygenase class III enzyme subunit B domain-containing protein	B9J08_000716 CA7LBN_002291
A0A2H1A5Q6	A0A2H1A5Q6_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_000710 CA7LBN_002286
A0A2H1A5Q7	A0A2H1A5Q7_CANAR	BRCT domain-containing protein	B9J08_000868 CA7LBN_002420
A0A2H1A5Q8	A0A2H1A5Q8_CANAR	60S acidic ribosomal protein P0	B9J08_000711
A0A2H1A5R7	A0A2H1A5R7_CANAR	ATP-dependent RNA helicase (EC 3.6.4.13)	B9J08_000720 CA7LBN_002295
A0A2H1A5R8	A0A2H1A5R8_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_000938 CA7LBN_002480
A0A2H1A5R9	A0A2H1A5R9_CANAR	TORC1 subunit TCO89	B9J08_000726 CA7LBN_002300
A0A2H1A5S3	A0A2H1A5S3_CANAR	M7GpppX diphosphatase	B9J08_000719 CA7LBN_002294
A0A2H1A5S7	A0A2H1A5S7_CANAR	Mannosyltransferase (EC 2.4.1.-)	B9J08_000737
A0A2H1A5S8	A0A2H1A5S8_CANAR	GPI ethanolamine phosphate transferase 3	B9J08_000731
A0A2H1A5S9	A0A2H1A5S9_CANAR	Mitochondrial fission 1 protein	B9J08_000899
A0A2H1A5T3	A0A2H1A5T3_CANAR	Glutamine amidotransferase type-2 domain-containing protein	B9J08_000732
A0A2H1A5U0	A0A2H1A5U0_CANAR	Uncharacterized protein	B9J08_000741
A0A2H1A5U9	A0A2H1A5U9_CANAR	Bola-like protein	B9J08_000747
A0A2H1A5V1	A0A2H1A5V1_CANAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B9J08_000753 CA7LBN_002324
A0A2H1A5V5	A0A2H1A5V5_CANAR	SAM-dependent MTase RsmB/NOP-type domain-containing protein	B9J08_000754 CA7LBN_002325
A0A2H1A5V6	A0A2H1A5V6_CANAR	Mitochondrial import inner membrane translocase subunit TIM54	B9J08_000739
A0A2H1A5V7	A0A2H1A5V7_CANAR	GrpE protein homolog, mitochondrial	B9J08_000757
A0A2H1A5V8	A0A2H1A5V8_CANAR	Histone deacetylase (EC 3.5.1.98)	B9J08_000752 CA7LBN_002323
A0A2H1A5V9	A0A2H1A5V9_CANAR	malate dehydrogenase (EC 1.1.1.37)	B9J08_000764
A0A2H1A5W5	A0A2H1A5W5_CANAR	SURP motif domain-containing protein	B9J08_000770 CA7LBN_002336
A0A2H1A5X7	A0A2H1A5X7_CANAR	Dolichol-phosphate mannosyltransferase subunit 3	B9J08_000761
A0A2H1A5Y6	A0A2H1A5Y6_CANAR	Indoleamine 2,3-dioxygenase (EC 1.13.11.52)	B9J08_000789
A0A2H1A5Y7	A0A2H1A5Y7_CANAR	Protein transport protein sec16	B9J08_000773 CA7LBN_002338
A0A2H1A5Y9	A0A2H1A5Y9_CANAR	TRAM domain-containing protein	B9J08_000999
A0A2H1A5Z2	A0A2H1A5Z2_CANAR	DASH complex subunit DAD3 (Outer kinetochore protein DAD3)	B9J08_000801
A0A2H1A5Z3	A0A2H1A5Z3_CANAR	MADS-box domain-containing protein	B9J08_000772
A0A2H1A5Z8	A0A2H1A5Z8_CANAR	histidine--tRNA ligase (EC 6.1.1.21)	B9J08_000788
A0A2H1A602	A0A2H1A602_CANAR	Kinesin motor domain-containing protein	B9J08_000811 CA7LBN_002374
A0A2H1A606	A0A2H1A606_CANAR	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	B9J08_000782 CA7LBN_002347
A0A2H1A612	A0A2H1A612_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_000805 CA7LBN_002369
A0A2H1A614	A0A2H1A614_CANAR	Hcy-binding domain-containing protein	B9J08_000820 CA7LBN_002383
A0A2H1A616	A0A2H1A616_CANAR	MIF4G domain-containing protein	B9J08_000819 CA7LBN_002382
A0A2H1A619	A0A2H1A619_CANAR	Glucose-6-phosphate isomerase (EC 5.3.1.9)	B9J08_000808 CA7LBN_002372
A0A2H1A622	A0A2H1A622_CANAR	Actin-related protein 2/3 complex subunit	B9J08_000803 CA7LBN_002367
A0A2H1A637	A0A2H1A637_CANAR	NADPH-dependent D-xylose reductase II,III	B9J08_000812 CA7LBN_002375
A0A2H1A639	A0A2H1A639_CANAR	Dolichol phosphate-mannose biosynthesis regulatory protein	B9J08_000519
A0A2H1A645	A0A2H1A645_CANAR	Magnesium transporter	B9J08_000548
A0A2H1A646	A0A2H1A646_CANAR	histone acetyltransferase (EC 2.3.1.48)	B9J08_000852 CA7LBN_002409
A0A2H1A648	A0A2H1A648_CANAR	Serine/threonine-protein kinase CBK1 (EC 2.7.11.1)	B9J08_000822 CA7LBN_002385
A0A2H1A650	A0A2H1A650_CANAR	Vacuolar protein sorting-associated protein 17	B9J08_000529
A0A2H1A651	A0A2H1A651_CANAR	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (Gamma-amino-N-butyrate transaminase)	B9J08_000863 CA7LBN_002417
A0A2H1A652	A0A2H1A652_CANAR	Mitochondrial thiamine pyrophosphate carrier 1	B9J08_000864
A0A2H1A660	A0A2H1A660_CANAR	Fumarate reductase (EC 1.3.1.6)	B9J08_000874
A0A2H1A661	A0A2H1A661_CANAR	mRNA 3'-end-processing protein	B9J08_000873
A0A2H1A666	A0A2H1A666_CANAR	Conserved oligomeric Golgi complex subunit 4 (Component of oligomeric Golgi complex 4)	B9J08_000872 CA7LBN_002424
A0A2H1A667	A0A2H1A667_CANAR	V-type proton ATPase subunit F	B9J08_000867
A0A2H1A672	A0A2H1A672_CANAR	Ribosome biogenesis protein NOP53	B9J08_000883
A0A2H1A674	A0A2H1A674_CANAR	Dihydrofolate reductase (EC 1.5.1.3)	B9J08_000856
A0A2H1A675	A0A2H1A675_CANAR	Histone H1	B9J08_000855
A0A2H1A680	A0A2H1A680_CANAR	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	B9J08_000895 CA7LBN_002442
A0A2H1A683	A0A2H1A683_CANAR	S-formylglutathione hydrolase (EC 3.1.2.12)	B9J08_000559
A0A2H1A686	A0A2H1A686_CANAR	Helicase	B9J08_000887 CA7LBN_002437
A0A2H1A688	A0A2H1A688_CANAR	RNA-binding protein	B9J08_000590 CA7LBN_002182
A0A2H1A692	A0A2H1A692_CANAR	GPI-anchored wall transfer protein (EC 2.3.-.-)	B9J08_000876
A0A2H1A693	A0A2H1A693_CANAR	Protein kinase domain-containing protein	B9J08_000881
A0A2H1A699	A0A2H1A699_CANAR	Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5)	EFM5 B9J08_000915
A0A2H1A6A1	A0A2H1A6A1_CANAR	Elongation factor 1-beta	B9J08_000914
A0A2H1A6A3	A0A2H1A6A3_CANAR	Mss4-like protein	B9J08_000580
A0A2H1A6A6	A0A2H1A6A6_CANAR	Translation machinery-associated protein 20	B9J08_000908
A0A2H1A6A9	A0A2H1A6A9_CANAR	Autophagy-related protein 13	B9J08_000925 CA7LBN_002467
A0A2H1A6B0	A0A2H1A6B0_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_000896
A0A2H1A6B1	A0A2H1A6B1_CANAR	ATPase	B9J08_000924 CA7LBN_002466
A0A2H1A6B4	A0A2H1A6B4_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_000902
A0A2H1A6B6	A0A2H1A6B6_CANAR	SWR1-complex protein 4	B9J08_000923 CA7LBN_002465
A0A2H1A6D1	A0A2H1A6D1_CANAR	Protein PXR1 (PinX1-related protein 1) (Protein pxr1)	B9J08_000917 CA7LBN_002459
A0A2H1A6D6	A0A2H1A6D6_CANAR	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	B9J08_000611
A0A2H1A6D7	A0A2H1A6D7_CANAR	NADP-dependent oxidoreductase domain-containing protein	B9J08_000640
A0A2H1A6E1	A0A2H1A6E1_CANAR	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3)	B9J08_000927
A0A2H1A6E4	A0A2H1A6E4_CANAR	DASH complex subunit SPC19 (Outer kinetochore protein SPC19)	B9J08_000621
A0A2H1A6E5	A0A2H1A6E5_CANAR	Actin-related protein 8	B9J08_000651 CA7LBN_002235
A0A2H1A6E8	A0A2H1A6E8_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_000939
A0A2H1A6F1	A0A2H1A6F1_CANAR	EKC/KEOPS complex subunit GON7	B9J08_000953
A0A2H1A6F5	A0A2H1A6F5_CANAR	Importin N-terminal domain-containing protein	B9J08_000946
A0A2H1A6F6	A0A2H1A6F6_CANAR	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	B9J08_000976
A0A2H1A6F7	A0A2H1A6F7_CANAR	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] (EC 1.3.1.124)	B9J08_000949
A0A2H1A6G4	A0A2H1A6G4_CANAR	phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit)	B9J08_000975 CA7LBN_002511
A0A2H1A6G5	A0A2H1A6G5_CANAR	1,3-beta-glucanosyltransferase (EC 2.4.1.-)	B9J08_000958
A0A2H1A6H2	A0A2H1A6H2_CANAR	mRNA-capping enzyme subunit beta (EC 3.6.1.74) (mRNA 5'-phosphatase) (mRNA 5'-triphosphate monophosphatase)	B9J08_000979
A0A2H1A6H6	A0A2H1A6H6_CANAR	CAP-Gly domain-containing protein	B9J08_000970
A0A2H1A6H7	A0A2H1A6H7_CANAR	GATA-type domain-containing protein	B9J08_000967 CA7LBN_002504
A0A2H1A6H9	A0A2H1A6H9_CANAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B9J08_000984 CA7LBN_002520
A0A2H1A6I3	A0A2H1A6I3_CANAR	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A)	B9J08_000996
A0A2H1A6I5	A0A2H1A6I5_CANAR	dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117)	B9J08_000978
A0A2H1A6K5	A0A2H1A6K5_CANAR	rRNA-processing protein FCF1	B9J08_000673
A0A2H1A6K7	A0A2H1A6K7_CANAR	40S ribosomal protein S21	B9J08_000998
A0A2H1A6L2	A0A2H1A6L2_CANAR	1,3-beta-glucan synthase (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase)	B9J08_001020
A0A2H1A6M1	A0A2H1A6M1_CANAR	Glycogen [starch] synthase (EC 2.4.1.11)	B9J08_001025
A0A2H1A6M5	A0A2H1A6M5_CANAR	Peptidase S8/S53 domain-containing protein	B9J08_001019
A0A2H1A6M6	A0A2H1A6M6_CANAR	Uncharacterized protein	B9J08_001018
A0A2H1A6M8	A0A2H1A6M8_CANAR	Small-subunit processome Utp12 domain-containing protein	B9J08_001024 CA7LBN_002555
A0A2H1A6N0	A0A2H1A6N0_CANAR	Ribosomal protein L13	B9J08_001046
A0A2H1A6N6	A0A2H1A6N6_CANAR	Phosphatases II	B9J08_001034
A0A2H1A6N8	A0A2H1A6N8_CANAR	N-alpha-acetyltransferase 40 (EC 2.3.1.257)	B9J08_000703 CA7LBN_002280
A0A2H1A6P1	A0A2H1A6P1_CANAR	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	B9J08_001045
A0A2H1A6Q2	A0A2H1A6Q2_CANAR	arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase)	B9J08_001049
A0A2H1A6Q6	A0A2H1A6Q6_CANAR	Uncharacterized protein	B9J08_001048
A0A2H1A6R4	A0A2H1A6R4_CANAR	ribose-phosphate diphosphokinase (EC 2.7.6.1)	B9J08_000012
A0A2H1A6R5	A0A2H1A6R5_CANAR	EXS domain-containing protein	B9J08_000016
A0A2H1A6R7	A0A2H1A6R7_CANAR	dihydroxy-acid dehydratase (EC 4.2.1.9)	B9J08_000013 CA7LBN_001716
A0A2H1A6S1	A0A2H1A6S1_CANAR	homocitrate synthase (EC 2.3.3.14)	B9J08_000015 CA7LBN_001718
A0A2H1A6S5	A0A2H1A6S5_CANAR	Aminopeptidase (EC 3.4.11.-)	B9J08_000023
A0A2H1A6T1	A0A2H1A6T1_CANAR	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	B9J08_000025
A0A2H1A6T3	A0A2H1A6T3_CANAR	Presequence protease, mitochondrial (Pitrilysin metalloproteinase)	B9J08_000037
A0A2H1A6T7	A0A2H1A6T7_CANAR	Uncharacterized protein	B9J08_000032
A0A2H1A6U4	A0A2H1A6U4_CANAR	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	UNG1 B9J08_000046
A0A2H1A6U7	A0A2H1A6U7_CANAR	L-serine ammonia-lyase (EC 4.3.1.17)	B9J08_000042 CA7LBN_001741
A0A2H1A6V1	A0A2H1A6V1_CANAR	ISWI chromatin-remodeling complex ATPase ISW2	B9J08_000045
A0A2H1A6V2	A0A2H1A6V2_CANAR	Mitochondrial genome maintenance protein MGM101	B9J08_000051
A0A2H1A6V3	A0A2H1A6V3_CANAR	Vacuolar membrane-associated protein IML1 (Vacuolar membrane-associated protein iml1)	B9J08_000056
A0A2H1A6V6	A0A2H1A6V6_CANAR	Nucleoside diphosphate kinase (EC 2.7.4.6)	B9J08_000816
A0A2H1A6W0	A0A2H1A6W0_CANAR	glucan 1,3-beta-glucosidase (EC 3.2.1.58)	B9J08_000054 CA7LBN_001752
A0A2H1A6W4	A0A2H1A6W4_CANAR	proteasome endopeptidase complex (EC 3.4.25.1)	B9J08_000063
A0A2H1A6W7	A0A2H1A6W7_CANAR	Arrestin C-terminal-like domain-containing protein	B9J08_000777
A0A2H1A6W8	A0A2H1A6W8_CANAR	FHA domain-containing protein	B9J08_000062
A0A2H1A6X4	A0A2H1A6X4_CANAR	Protein MAK16	B9J08_000077 CA7LBN_001768
A0A2H1A6X5	A0A2H1A6X5_CANAR	Threonylcarbamoyl-AMP synthase (TC-AMP synthase) (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	B9J08_000838
A0A2H1A6X8	A0A2H1A6X8_CANAR	Sphingolipid delta(4)-desaturase (EC 1.14.19.17)	B9J08_000787
A0A2H1A6X9	A0A2H1A6X9_CANAR	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit	B9J08_000074
A0A2H1A6Z0	A0A2H1A6Z0_CANAR	GTP-binding nuclear protein	B9J08_000082
A0A2H1A6Z8	A0A2H1A6Z8_CANAR	DNA mismatch repair protein MutL	B9J08_000094 CA7LBN_001785
A0A2H1A700	A0A2H1A700_CANAR	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic)	B9J08_000092
A0A2H1A706	A0A2H1A706_CANAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B9J08_000103 CA7LBN_001794
A0A2H1A728	A0A2H1A728_CANAR	Vacuolar protein 14 C-terminal Fig4-binding domain-containing protein	B9J08_000123 CA7LBN_001814
A0A2H1A730	A0A2H1A730_CANAR	Chaperone protein DnaJ	B9J08_000122 CA7LBN_001813
A0A2H1A731	A0A2H1A731_CANAR	Alpha-1,3-glucosyltransferase (EC 2.4.1.-)	B9J08_000900
A0A2H1A732	A0A2H1A732_CANAR	NADPH:adrenodoxin oxidoreductase, mitochondrial (EC 1.18.1.6)	B9J08_000127
A0A2H1A733	A0A2H1A733_CANAR	SMC hinge domain-containing protein	B9J08_000133 CA7LBN_001821
A0A2H1A736	A0A2H1A736_CANAR	Pre-mRNA-splicing factor 18	B9J08_000135
A0A2H1A737	A0A2H1A737_CANAR	dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)	B9J08_000148
A0A2H1A744	A0A2H1A744_CANAR	FYVE-type domain-containing protein	B9J08_000149 CA7LBN_001834
A0A2H1A747	A0A2H1A747_CANAR	NET domain-containing protein	B9J08_000860
A0A2H1A751	A0A2H1A751_CANAR	3-beta hydroxysteroid dehydrogenase/isomerase domain-containing protein	B9J08_000920 CA7LBN_002462
A0A2H1A754	A0A2H1A754_CANAR	Uncharacterized protein	B9J08_000159 CA7LBN_001841
A0A2H1A756	A0A2H1A756_CANAR	Nucleolar protein 12	B9J08_000870 CA7LBN_002422
A0A2H1A757	A0A2H1A757_CANAR	Kinetochore protein Spc24	B9J08_000155
A0A2H1A759	A0A2H1A759_CANAR	Sulfiredoxin (EC 1.8.98.2)	B9J08_000169
A0A2H1A762	A0A2H1A762_CANAR	tRNA(His) guanylyltransferase (EC 2.7.7.79) (tRNA-histidine guanylyltransferase)	B9J08_000163
A0A2H1A763	A0A2H1A763_CANAR	quinol--cytochrome-c reductase (EC 7.1.1.8)	B9J08_000173
A0A2H1A766	A0A2H1A766_CANAR	Replication factor C subunit 1	B9J08_000880 CA7LBN_002431
A0A2H1A767	A0A2H1A767_CANAR	Ubiquitin-like domain-containing protein	B9J08_000165
A0A2H1A770	A0A2H1A770_CANAR	Pre-mRNA-splicing factor CLF1	B9J08_000166 CA7LBN_001847
A0A2H1A778	A0A2H1A778_CANAR	Calcium-translocating P-type ATPase, PMCA-type	B9J08_000175 CA7LBN_001855
A0A2H1A780	A0A2H1A780_CANAR	Serine/threonine-protein phosphatase 4 regulatory subunit 3-like central domain-containing protein	B9J08_000950
A0A2H1A785	A0A2H1A785_CANAR	Pyruvate decarboxylase	B9J08_000901 CA7LBN_002445
A0A2H1A786	A0A2H1A786_CANAR	Branchpoint-bridging protein	B9J08_000194
A0A2H1A787	A0A2H1A787_CANAR	40S ribosomal protein S7	B9J08_000185
A0A2H1A788	A0A2H1A788_CANAR	Ribose-5-phosphate isomerase (EC 5.3.1.6) (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)	B9J08_000186
A0A2H1A790	A0A2H1A790_CANAR	DNA repair metallo-beta-lactamase domain-containing protein	B9J08_000961
A0A2H1A793	A0A2H1A793_CANAR	RNA helicase (EC 3.6.4.13)	B9J08_000188
A0A2H1A795	A0A2H1A795_CANAR	Mitochondrial 15S rRNA processing factor CCM1	B9J08_000201
A0A2H1A796	A0A2H1A796_CANAR	Protein CASP	B9J08_000204 CA7LBN_001877
A0A2H1A7A6	A0A2H1A7A6_CANAR	DNA-directed RNA polymerase I, II, and III subunit RPABC5	B9J08_000215
A0A2H1A7A7	A0A2H1A7A7_CANAR	Protein transport protein SEC23	B9J08_000206
A0A2H1A7A9	A0A2H1A7A9_CANAR	60S ribosomal subunit assembly/export protein LOC1 (60S ribosomal subunit assembly/export protein loc1)	B9J08_000207
A0A2H1A7B1	A0A2H1A7B1_CANAR	60S acidic ribosomal protein P1-B	B9J08_000209
A0A2H1A7B3	A0A2H1A7B3_CANAR	Peptidase M20 dimerisation domain-containing protein	B9J08_000216 CA7LBN_001887
A0A2H1A7B7	A0A2H1A7B7_CANAR	Large ribosomal subunit protein bL27m (54S ribosomal protein L2, mitochondrial)	B9J08_000217 CA7LBN_001888
A0A2H1A7B8	A0A2H1A7B8_CANAR	Large ribosomal subunit protein uL30-like ferredoxin-like fold domain-containing protein	B9J08_000233
A0A2H1A7C0	A0A2H1A7C0_CANAR	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	B9J08_000222
A0A2H1A7C7	A0A2H1A7C7_CANAR	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	B9J08_000229
A0A2H1A7D1	A0A2H1A7D1_CANAR	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	B9J08_001002
A0A2H1A7E1	A0A2H1A7E1_CANAR	Rhodanese domain-containing protein	B9J08_000242
A0A2H1A7E2	A0A2H1A7E2_CANAR	SWIRM domain-containing protein	B9J08_001012 CA7LBN_002545
A0A2H1A7F2	A0A2H1A7F2_CANAR	RWD domain-containing protein	B9J08_001022 CA7LBN_002553
A0A2H1A7F4	A0A2H1A7F4_CANAR	aspartyl aminopeptidase (EC 3.4.11.21)	B9J08_000251
A0A2H1A7F6	A0A2H1A7F6_CANAR	T-complex protein 1 subunit alpha (CCT-alpha)	B9J08_000264
A0A2H1A7F8	A0A2H1A7F8_CANAR	Translation initiation factor eIF2B subunit epsilon (eIF2B GDP-GTP exchange factor subunit epsilon)	B9J08_000260
A0A2H1A7F9	A0A2H1A7F9_CANAR	phosphopyruvate hydratase (EC 4.2.1.11)	B9J08_000274
A0A2H1A7G0	A0A2H1A7G0_CANAR	Peptidase A2 domain-containing protein	B9J08_000982 CA7LBN_002518
A0A2H1A7G1	A0A2H1A7G1_CANAR	Vacuolar calcium ion transporter	B9J08_000262
A0A2H1A7G3	A0A2H1A7G3_CANAR	Squalene monooxygenase (EC 1.14.14.17)	B9J08_000261
A0A2H1A7H4	A0A2H1A7H4_CANAR	ER membrane protein complex subunit 4	B9J08_000279
A0A2H1A7H6	A0A2H1A7H6_CANAR	Histone acetyltransferase type B subunit 2	B9J08_000281
A0A2H1A7H9	A0A2H1A7H9_CANAR	Protein kinase domain-containing protein	B9J08_000285
A0A2H1A7I6	A0A2H1A7I6_CANAR	Large ribosomal subunit protein mL40	B9J08_000293
A0A2H1A7I8	A0A2H1A7I8_CANAR	Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58)	B9J08_000306
A0A2H1A7J0	A0A2H1A7J0_CANAR	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	B9J08_000008 CA7LBN_001711
A0A2H1A7J1	A0A2H1A7J1_CANAR	DUS-like FMN-binding domain-containing protein	B9J08_001013 CA7LBN_002546
A0A2H1A7J3	A0A2H1A7J3_CANAR	Dynamin-type G domain-containing protein	B9J08_000299
A0A2H1A7J4	A0A2H1A7J4_CANAR	non-specific serine/threonine protein kinase (EC 2.7.11.1)	B9J08_000290
A0A2H1A7J5	A0A2H1A7J5_CANAR	RRM Nup35-type domain-containing protein	B9J08_000310 CA7LBN_001961
A0A2H1A7J8	A0A2H1A7J8_CANAR	Ribosome biogenesis protein NSA1	B9J08_000316
A0A2H1A7K2	A0A2H1A7K2_CANAR	Signal recognition particle subunit SRP14 (Signal recognition particle 14 kDa protein)	B9J08_000302
A0A2H1A7K3	A0A2H1A7K3_CANAR	Ribosomal RNA-processing protein 42	B9J08_000311 CA7LBN_001962
A0A2H1A7K7	A0A2H1A7K7_CANAR	PX domain-containing protein	B9J08_000314
A0A2H1A7L0	A0A2H1A7L0_CANAR	Kinesin motor domain-containing protein	B9J08_000317
A0A2H1A7L1	A0A2H1A7L1_CANAR	PEP-CTERM system TPR-repeat lipoprotein	B9J08_001033
A0A2H1A7L6	A0A2H1A7L6_CANAR	Protoporphyrinogen oxidase (EC 1.3.3.4)	B9J08_000326 CA7LBN_001974
A0A2H1A7L7	A0A2H1A7L7_CANAR	Large ribosomal subunit protein bL33m	B9J08_000038
A0A2H1A7L8	A0A2H1A7L8_CANAR	sphingosine kinase (EC 2.7.1.91)	B9J08_000324
A0A2H1A7M0	A0A2H1A7M0_CANAR	Arrestin C-terminal-like domain-containing protein	B9J08_000325
A0A2H1A7M2	A0A2H1A7M2_CANAR	Protein YOP1	B9J08_001043
A0A2H1A7M3	A0A2H1A7M3_CANAR	26S proteasome regulatory subunit RPN2	B9J08_000323 CA7LBN_001971
A0A2H1A7M5	A0A2H1A7M5_CANAR	GATA-type domain-containing protein	B9J08_000341
A0A2H1A7M6	A0A2H1A7M6_CANAR	Exocyst complex component Sec3 PIP2-binding N-terminal domain-containing protein	B9J08_000338
A0A2H1A7N4	A0A2H1A7N4_CANAR	Major facilitator superfamily (MFS) profile domain-containing protein	B9J08_000347
A0A2H1A7N6	A0A2H1A7N6_CANAR	Zn(2)-C6 fungal-type domain-containing protein	B9J08_000348
A0A2H1A7N9	A0A2H1A7N9_CANAR	Trimethylguanosine synthase	B9J08_000352 CA7LBN_001992
A0A2H1A7P0	A0A2H1A7P0_CANAR	pyridoxal 5'-phosphate synthase (glutamine hydrolyzing) (EC 4.3.3.6)	B9J08_000058
A0A2H1A7P1	A0A2H1A7P1_CANAR	5'-deoxynucleotidase (EC 3.1.3.89)	B9J08_000345
A0A2H1A7P5	A0A2H1A7P5_CANAR	Ceramide glucosyltransferase (EC 2.4.1.80) (Glucosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)	B9J08_000009
A0A2H1A7P8	A0A2H1A7P8_CANAR	glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase)	B9J08_000356 CA7LBN_001996
A0A2H1A7Q1	A0A2H1A7Q1_CANAR	Structural maintenance of chromosomes protein 5	B9J08_000355 CA7LBN_001995
A0A2H1A7Q2	A0A2H1A7Q2_CANAR	Protein DOM34 homolog	B9J08_000353 CA7LBN_001993
A0A2H1A7Q4	A0A2H1A7Q4_CANAR	GTP-binding protein	B9J08_000371
A0A2H1A7Q7	A0A2H1A7Q7_CANAR	Helicase	B9J08_000364 CA7LBN_002002
A0A2H1A7Q8	A0A2H1A7Q8_CANAR	Membrane magnesium transporter	B9J08_000366
A0A2H1A7R0	A0A2H1A7R0_CANAR	Sphingoid long-chain base transporter RSB1	B9J08_000078 CA7LBN_001769
