Uniprot ID	Orthomcl ID
A0A1D8PKK2	OG6r20_126570
A0A1D8PKK7	OG6r20_101507
A0A1D8PKL2	OG6r20_139585
A0A1D8PKN5	OG6r20_115343
A0A1D8PKP3	OG6_101313
A0A1D8PKR9	OG6_106630
A0A1D8PKV5	OG6r20_106981
A0A1D8PKW1	OG6r20_102005
A0A1D8PKW6	OG6r20_139587
A0A1D8PKW7	OG6r20_105290
A0A1D8PKW9	OG6r20_106112
A0A1D8PKX1	OG6r20_139589
A0A1D8PKY5	OG6r20_126557
A0A1D8PL09	OG6_103921
A0A1D8PL18	OG6r20_106962
A0A1D8PL34	OG6r20_126572
A0A1D8PL40	OG6r20_106113
A0A1D8PL44	OG6r20_102231
A0A1D8PL57	OG6_121390
A0A1D8PL59	OG6r20_139591
A0A1D8PL62	OG6r20_139592
A0A1D8PL90	OG6r20_126575
A0A1D8PL97	OG6r20_303595
A0A1D8PLA3	OG6_102416
A0A1D8PLC8	OG6r20_109192
A0A1D8PLD5	OG6r20_166831
A0A1D8PLD7	OG6_102257
A0A1D8PLE7	OG6_106319
A0A1D8PLH5	OG6_103424
A0A1D8PLH8	OG6_121212
A0A1D8PLK1	OG6_101631
A0A1D8PLK7	OG6r20_112554
A0A1D8PLL2	OG6_100144
A0A1D8PLL7	OG6r20_102488
A0A1D8PLM7	OG6r20_126577
A0A1D8PLM8	OG6r20_545524
A0A1D8PLQ2	OG6r20_115345
A0A1D8PLR9	OG6r20_139601
A0A1D8PLS2	OG6r20_166832
A0A1D8PLS6	OG6r20_166833
A0A1D8PLU2	OG6r20_126578
A0A1D8PLV2	OG6r20_139602
A0A1D8PLV4	OG6r20_119391
A0A1D8PLW1	OG6r20_115349
A0A1D8PLW9	OG6r20_115350
A0A1D8PLX7	OG6r20_303534
A0A1D8PLY5	OG6r20_100607
A0A1D8PLZ2	OG6r20_106963
A0A1D8PLZ3	OG6r20_126583
A0A1D8PM00	OG6r20_166836
A0A1D8PM30	OG6r20_166837
A0A1D8PM37	OG6r20_107958
A0A1D8PM44	OG6_111112
A0A1D8PM45	OG6r20_106136
A0A1D8PM54	OG6_102520
A0A1D8PM63	OG6r20_103090
A0A1D8PM64	OG6r20_110684
A0A1D8PM69	OG6r20_303539
A0A1D8PM77	OG6_101916
A0A1D8PMA7	OG6r20_115351
A0A1D8PMB4	OG6r20_139607
A0A1D8PMD7	OG6r20_102200
A0A1D8PME1	OG6r20_139609
A0A1D8PME7	OG6r20_126587
A0A1D8PMF0	OG6r20_101806
A0A1D8PMF3	OG6r20_139610
A0A1D8PMI0	OG6r20_107959
A0A1D8PMJ4	OG6r20_110685
A0A1D8PMJ7	OG6_104774
A0A1D8PMM7	OG6r20_126638
A0A1D8PMQ7	OG6r20_112606
A0A1D8PMS3	OG6r20_110700
A0A1D8PMT1	OG6r20_119393
A0A1D8PMT4	OG6r20_139616
A0A1D8PMT5	OG6r20_166838
A0A1D8PMU0	OG6r20_102783
A0A1D8PMU2	OG6r20_101657
A0A1D8PMU3	OG6r20_101235
A0A1D8PMU4	OG6r20_101657
A0A1D8PMU5	OG6_100370
A0A1D8PMU6	OG6r20_166839
A0A1D8PMU7	OG6r20_166840
A0A1D8PMV7	OG6r20_139617
A0A1D8PMX3	OG6_102992
A0A1D8PMZ6	OG6r20_115357
A0A1D8PN35	OG6r20_126590
A0A1D8PN37	OG6r20_101015
A0A1D8PN51	OG6r20_126591
A0A1D8PN63	OG6_100510
A0A1D8PN67	OG6_499968
A0A1D8PN73	OG6r20_102011
A0A1D8PN79	OG6r20_115358
A0A1D8PNB1	OG6r20_112557
A0A1D8PNB7	OG6r20_139720
A0A1D8PNC3	OG6r20_112558
A0A1D8PND6	OG6_100211
A0A1D8PNE3	OG6r20_112559
A0A1D8PNE4	OG6r20_139626
A0A1D8PNG2	OG6r20_139627
A0A1D8PNH5	OG6r20_126592
A0A1D8PNJ8	OG6r20_101659
A0A1D8PNK5	OG6r20_103981
A0A1D8PNM7	OG6r20_109160
A0A1D8PNN4	OG6r20_126594
A0A1D8PNN8	OG6_101050
A0A1D8PNQ3	OG6_100477
A0A1D8PNQ5	OG6r20_109145
A0A1D8PNR0	OG6r20_102784
A0A1D8PNR4	OG6r20_115360
A0A1D8PNS4	OG6r20_115361
A0A1D8PNT3	OG6r20_139631
A0A1D8PNU1	OG6r20_112561
A0A1D8PNU6	OG6r20_101513
A0A1D8PNU7	OG6r20_126598
A0A1D8PNU9	OG6r20_292318
A0A1D8PNV0	OG6r20_166843
A0A1D8PNW2	OG6r20_126599
A0A1D8PNW7	OG6r20_139635
A0A1D8PNX0	OG6r20_139634
A0A1D8PNY2	OG6r20_119396
A0A1D8PNY9	OG6r20_119395
A0A1D8PNZ4	OG6r20_139638
A0A1D8PNZ6	OG6r20_101520
A0A1D8PP03	OG6r20_166845
A0A1D8PP23	OG6r20_106120
A0A1D8PP91	OG6r20_119374
A0A1D8PP93	OG6r20_101344
A0A1D8PPA1	OG6r20_119397
A0A1D8PPA7	OG6r20_102785
A0A1D8PPD0	OG6r20_115362
A0A1D8PPF1	OG6r20_102491
A0A1D8PPF8	OG6r20_115363
A0A1D8PPI1	OG6r20_102250
A0A1D8PPJ5	OG6r20_139646
A0A1D8PPJ8	OG6r20_102786
A0A1D8PPK8	OG6r20_109148
A0A1D8PPL3	OG6r20_104602
A0A1D8PPL4	OG6_106813
A0A1D8PPL7	OG6r20_107961
A0A1D8PPN4	OG6r20_100297
A0A1D8PPP1	OG6r20_139647
A0A1D8PPP8	OG6r20_112563
A0A1D8PPR6	OG6_119305
A0A1D8PPT2	OG6r20_105291
A0A1D8PPT3	OG6r20_126630
A0A1D8PPT4	OG6r20_119398
A0A1D8PPT9	OG6r20_139652
A0A1D8PPU4	OG6r20_109150
A0A1D8PPV4	OG6r20_106121
A0A1D8PPX1	OG6r20_102787
A0A1D8PPX4	OG6r20_101810
A0A1D8PPX5	OG6r20_101811
A0A1D8PPX6	OG6_106694
A0A1D8PPX9	OG6_124156
A0A1D8PPY1	OG6_133459
A0A1D8PPY4	OG6r20_107962
A0A1D8PPY6	OG6_112501
A0A1D8PPY7	OG6r20_126601
A0A1D8PPZ9	OG6_106757
A0A1D8PQ24	OG6r20_110690
A0A1D8PQ27	OG6_101803
A0A1D8PQ29	OG6r20_139654
A0A1D8PQ47	OG6r20_106969
A0A1D8PQ48	OG6r20_106976
A0A1D8PQ49	OG6r20_112566
A0A1D8PQ50	OG6r20_115365
A0A1D8PQ71	OG6r20_109151
A0A1D8PQ87	OG6r20_119399
A0A1D8PQC3	OG6r20_139659
A0A1D8PQC7	OG6r20_126604
A0A1D8PQC9	OG6r20_115370
A0A1D8PQD1	OG6r20_102788
A0A1D8PQD9	OG6_102835
A0A1D8PQE6	OG6_121401
A0A1D8PQE7	OG6_100571
A0A1D8PQG9	OG6r20_102789
A0A1D8PQH3	OG6r20_119771
A0A1D8PQH8	OG6r20_119401
A0A1D8PQI0	OG6_112960
A0A1D8PQJ1	OG6_101686
A0A1D8PQL2	OG6r20_126605
A0A1D8PQM0	OG6r20_102748
A0A1D8PQN3	OG6_101568
A0A1D8PQN7	OG6_102759
A0A1D8PQP9	OG6r20_126607
A0A1D8PQQ4	OG6r20_110691
A0A1D8PQR2	OG6_101089
A0A1D8PQR3	OG6r20_126608
A0A1D8PQR7	OG6r20_110692
A0A1D8PQS8	OG6r20_166851
A0A1D8PQU1	OG6r20_119402
A0A1D8PQU3	OG6_103777
A0A1D8PQW2	OG6r20_126609
A0A1D8PQY1	OG6r20_110693
A0A1D8PQY9	OG6_105640
A0A1D8PQZ7	OG6_114253
A0A1D8PQZ8	OG6_114253
A0A1D8PR06	OG6r20_166878
A0A1D8PR16	OG6r20_126610
A0A1D8PR33	OG6r20_102016
A0A1D8PR36	OG6_109994
A0A1D8PR48	OG6r20_119403
A0A1D8PRA4	OG6r20_109153
A0A1D8PRA6	OG6r20_139672
A0A1D8PRB5	OG6r20_101366
A0A1D8PRB6	OG6_101970
A0A1D8PRD8	OG6r20_112566
A0A1D8PRE6	OG6r20_112566
A0A1D8PRF6	OG6r20_104604
A0A1D8PRF8	OG6r20_110694
A0A1D8PRG1	OG6_102178
A0A1D8PRH0	OG6_100121
A0A1D8PRH9	OG6r20_101663
A0A1D8PRI8	OG6r20_139675
A0A1D8PRJ1	OG6_100154
A0A1D8PRJ3	OG6_114253
A0A1D8PRJ4	OG6r20_166856
A0A1D8PRK0	OG6r20_109155
A0A1D8PRK6	OG6r20_119393
A0A1D8PRL1	OG6r20_139677
A0A1D8PRM2	OG6r20_139678
A0A1D8PRM8	OG6_133026
A0A1D8PRM9	OG6r20_110951
A0A1D8PRN1	OG6r20_115373
A0A1D8PRN5	OG6r20_101109
A0A1D8PRP5	OG6_122931
A0A1D8PRQ2	OG6r20_102018
A0A1D8PRR4	OG6_100316
A0A1D8PRR6	OG6r20_109156
A0A1D8PRT3	OG6r20_166858
A0A1D8PRX5	OG6r20_315337
A0A1D8PRY8	OG6r20_139684
A0A1D8PS07	OG6r20_166861
A0A1D8PS17	OG6r20_168539
A0A1D8PS38	OG6_101237
A0A1D8PS62	OG6r20_104605
A0A1D8PS66	OG6r20_112567
A0A1D8PS70	OG6r20_110695
A0A1D8PS73	OG6_104881
A0A1D8PS78	OG6r20_139688
A0A1D8PS89	OG6r20_101664
A0A1D8PSD5	OG6r20_102749
A0A1D8PSF9	OG6_112058
A0A1D8PSH0	OG6r20_112568
A0A1D8PSL4	OG6r20_106122
A0A1D8PSQ8	OG6r20_107966
A0A1D8PSQ9	OG6r20_107994
A0A1D8PSR4	OG6r20_166863
A0A1D8PST1	OG6r20_139693
A0A1D8PST6	OG6_110442
A0A1D8PSU1	OG6r20_309473
A0A1D8PSU5	OG6r20_166879
A0A1D8PSU7	OG6r20_166864
A0A1D8PSU9	OG6r20_126616
A0A1D8PSW5	OG6r20_140387
A0A1D8PSX3	OG6r20_126618
A0A1D8PSX6	OG6_100060
A0A1D8PSY0	OG6r20_126617
A0A1D8PSY6	OG6r20_166866
A0A1D8PT01	OG6_104944
A0A1D8PT10	OG6r20_105306
A0A1D8PT42	OG6r20_112569
A0A1D8PT44	OG6r20_115375
A0A1D8PT46	OG6r20_126619
A0A1D8PT51	OG6r20_126620
A0A1D8PT65	OG6r20_112566
A0A1D8PT67	OG6r20_112566
A0A1D8PT68	OG6r20_101236
A0A1D8PT91	OG6r20_139704
A0A1D8PT97	OG6r20_139705
A0A1D8PTA4	OG6_124924
A0A1D8PTA5	OG6r20_292298
A0A1D8PTA8	OG6r20_142127
A0A1D8PTB7	OG6r20_101369
A0A1D8PTB8	OG6_103475
A0A1D8PTC7	OG6r20_139723
A0A1D8PTE7	OG6r20_102247
A0A1D8PTG1	OG6r20_119406
A0A1D8PTH4	OG6_105935
A0A1D8PTH5	OG6r20_103989
A0A1D8PTH8	OG6r20_166867
A0A1D8PTJ3	OG6r20_119786
A0A1D8PTJ7	OG6r20_166868
A0A1D8PTK4	OG6r20_102248
A0A1D8PTL2	OG6_100373
A0A1D8PTP3	OG6r20_103501
A0A1D8PTR1	OG6r20_106972
A0A1D8PTR7	OG6_110870
A0A1D8PTT3	OG6r20_109159
A0A1D8PTT5	OG6_119159
A0A1D8PTT8	OG6r20_102023
A0A1D8PTV7	OG6_112885
A0A1D8PTV8	OG6r20_115376
A0A1D8PTV9	OG6r20_110697
A0A1D8PTW1	OG6_103405
A0A1D8PTW5	OG6r20_126624
A0A1D8PTX9	OG6_106805
A0A1D8PTY0	OG6_105428
A0A1D8PTY6	OG6_101969
A0A1D8PTY9	OG6r20_102499
A0A1D8PTZ3	OG6r20_166870
A0A1D8PU05	OG6_105239
A0A1D8PU09	OG6r20_106974
A0A1D8PU12	OG6r20_139716
A0A1D8PU21	OG6_100812
A0A1D8PU35	OG6r20_101669
A0A1D8PU39	OG6r20_106735
A0A1D8PU53	OG6r20_104609
A0A1D8PU54	OG6r20_109418
A0A1D8PU55	OG6r20_103453
A0A1D8PU63	OG6r20_115378
A0A1D8PU68	OG6r20_126625
A0A1D8PU70	OG6r20_126627
A0A1D8PU80	OG6_100590
A0A1D8PU95	OG6_104735
A0A1D8PUC3	OG6_201405
G1UAZ9	OG6r20_102791
Q59KM6	OG6r20_101803
Q59KQ3	OG6r20_101368
Q59KZ4	OG6r20_139492
Q59LD5	OG6r20_139603
Q59LF8	OG6r20_115368
Q59LK8	OG6r20_105298
Q59LX2	OG6r20_139512
Q59MT5	OG6_124924
Q59MV3	OG6r20_139708
Q59MV4	OG6r20_126622
Q59N01	OG6r20_105296
Q59N30	OG6_100424
Q59N72	OG6r20_126595
Q59N79	OG6r20_126596
Q59N83	OG6r20_110687
Q59NG3	OG6r20_106967
Q59P48	OG6_104401
Q59P89	OG6_112012
Q59P99	OG6r20_106115
Q59PA4	OG6r20_101482
Q59PD9	OG6r20_104591
Q59PR4	OG6r20_539199
Q59PS0	OG6r20_139701
Q59PS3	OG6r20_139702
Q59PT4	OG6_127222
Q59PW4	OG6r20_139504
Q59Q01	OG6r20_303533
Q59Q31	OG6r20_166813
Q59Q35	OG6r20_104594
Q59QD0	OG6_105473
Q59QT2	OG6_103845
Q59QT3	OG6_100147
Q59QT5	OG6r20_107960
Q59QW9	OG6r20_106970
Q59RC2	OG6r20_115312
Q59RC4	OG6_151171
Q59RK4	OG6r20_102013
Q59SE2	OG6r20_101502
Q59SJ3	OG6r20_110682
Q59SS6	OG6r20_103496
Q59SS9	OG6r20_101804
Q59ST0	OG6r20_139577
Q59ST9	OG6r20_101108
Q59T30	OG6_112802
Q59T87	OG6r20_102482
Q59TC1	OG6r20_139539
Q59TD2	OG6r20_105284
Q59TL8	OG6r20_102006
Q59TS7	OG6_105576
Q59TT2	OG6_112856
Q59TV1	OG6r20_110951
Q59TZ9	OG6_105935
Q59U07	OG6r20_103988
Q59U54	OG6r20_107950
Q59UG6	OG6r20_102244
Q59UI3	OG6r20_101665
Q59US6	OG6r20_126629
Q59US8	OG6r20_109180
Q59V65	OG6r20_106124
Q59V73	OG6r20_292294
Q59VH8	OG6_104091
Q59VI2	OG6r20_140379
Q59W60	OG6r20_105280
Q59WI4	OG6r20_115319
Q59WV8	OG6r20_102503
Q59X30	OG6r20_103492
Q59X36	OG6r20_115335
Q59X46	OG6r20_126563
Q59Y38	OG6_103470
Q59YF6	OG6r20_101358
Q59Z18	OG6_111226
Q59Z25	OG6_100766
Q59Z27	OG6r20_115331
Q59Z47	OG6r20_109206
Q59Z50	OG6_100634
Q59Z67	OG6r20_106106
Q59Z68	OG6_102593
Q59ZE1	OG6r20_107949
Q59ZE8	OG6r20_102778
Q59ZI7	OG6_100988
Q59ZI8	OG6r20_105112
Q59ZY8	OG6r20_102245
Q5A032	OG6_119729
Q5A0H0	OG6r20_101998
Q5A0I0	OG6r20_110673
Q5A0J7	OG6r20_109135
Q5A0L0	OG6_100537
Q5A0Y7	OG6r20_115355
Q5A0Y9	OG6r20_115356
Q5A0Z0	OG6_104458
Q5A108	OG6r20_110686
Q5A1F0	OG6r20_115353
Q5A1F1	OG6r20_115354
Q5A1M5	OG6r20_101808
Q5A1M6	OG6r20_106965
Q5A1N1	OG6r20_109206
Q5A1Y9	OG6r20_102019
Q5A1Z7	OG6r20_104606
Q5A217	OG6r20_115374
Q5A222	OG6_103954
Q5A297	OG6_103065
Q5A2C1	OG6r20_139494
Q5A2C5	OG6r20_104588
Q5A2J4	OG6r20_112546
Q5A2J5	OG6r20_104595
Q5A2K9	OG6r20_139544
Q5A2T5	OG6r20_139545
Q5A2T8	OG6r20_139546
Q5A313	OG6r20_166869
Q5A325	OG6_102559
Q5A327	OG6r20_104608
Q5A333	OG6r20_103084
Q5A340	OG6_100250
Q5A371	OG6r20_107969
Q5A373	OG6r20_139712
Q5A385	OG6r20_103093
Q5A398	OG6r20_112570
Q5A3K1	OG6r20_119381
Q5A3K3	OG6r20_109129
Q5A3K8	OG6r20_126550
Q5A3L6	OG6r20_102796
Q5A3M2	OG6r20_115700
Q5A3M4	OG6r20_126551
Q5A3N2	OG6_100861
Q5A3N5	OG6r20_102801
Q5A462	OG6_101363
Q5A470	OG6r20_100698
Q5A4L1	OG6r20_316773
Q5A4Y4	OG6r20_106118
Q5A4Z5	OG6r20_119770
Q5A512	OG6r20_101511
Q5A5C1	OG6_106702
Q5A5F0	OG6r20_139671
Q5A5P6	OG6r20_110677
Q5A5R0	OG6r20_166819
Q5A5U1	OG6r20_126582
Q5A669	OG6r20_101510
Q5A671	OG6r20_139605
Q5A6A8	OG6_101700
Q5A6L7	OG6r20_105295
Q5A6M7	OG6r20_101666
Q5A6P5	OG6r20_102020
Q5A770	OG6r20_140382
Q5A799	OG6r20_110669
Q5A7J8	OG6r20_166823
Q5A7K2	OG6r20_166824
Q5A7K4	OG6r20_139555
Q5A7K5	OG6r20_139556
Q5A7L4	OG6r20_119389
Q5A7M0	OG6r20_139557
Q5A7N5	OG6r20_104598
Q5A7P1	OG6r20_139558
Q5A7P4	OG6r20_115337
Q5A7Q7	OG6_102849
Q5A7Q9	OG6_102358
Q5A7R4	OG6r20_139559
Q5A7S6	OG6r20_139560
Q5A844	OG6r20_139679
Q5A853	OG6r20_103502
Q5A856	OG6r20_139682
Q5A862	OG6r20_101517
Q5A865	OG6_103278
Q5A873	OG6r20_102242
Q5A899	OG6r20_166859
Q5A8J7	OG6_102694
Q5A8M9	OG6r20_115366
Q5A8Z2	OG6r20_104619
Q5A911	OG6r20_101640
Q5A923	OG6_101126
Q5A924	OG6r20_102795
Q5A925	OG6r20_112532
Q5A945	OG6r20_104586
Q5A9C6	OG6r20_139685
Q5A9X2	OG6r20_112551
Q5AA03	OG6r20_110665
Q5AA23	OG6_101243
Q5AA42	OG6r20_140462
Q5AA46	OG6_101451
Q5AA55	OG6r20_112566
Q5AAN7	OG6r20_115313
Q5AAN8	OG6r20_107941
Q5AAP7	OG6r20_102252
Q5AAR6	OG6_102129
Q5AAT3	OG6r20_109179
Q5AAU7	OG6_101220
Q5AAV4	OG6r20_101624
Q5AAW4	OG6r20_102218
Q5AB58	OG6r20_119373
Q5AB59	OG6r20_119374
Q5AB88	OG6r20_101792
Q5AB89	OG6r20_126534
Q5ABE6	OG6r20_103488
Q5ABE9	OG6r20_126536
Q5ABU1	OG6r20_107963
Q5ACV4	OG6_114274
Q5ACW4	OG6r20_139526
Q5ACZ5	OG6_103247
Q5ACZ6	OG6r20_110672
Q5AD02	OG6_105441
Q5AD18	OG6r20_105282
Q5AD19	OG6r20_115321
Q5AD33	OG6r20_115323
Q5AD50	OG6_103939
Q5AD68	OG6r20_126558
Q5ADM8	OG6r20_102004
Q5ADP8	OG6r20_126571
Q5ADR4	OG6r20_292395
Q5ADV4	OG6r20_115344
Q5ADW0	OG6r20_101233
Q5ADW5	OG6r20_139727
Q5AEC1	OG6r20_115339
Q5AEC5	OG6r20_140396
Q5AEC8	OG6r20_112572
Q5AEF3	OG6r20_102228
Q5AEG3	OG6r20_109139
Q5AEH0	OG6r20_139573
Q5AEH4	OG6r20_100795
Q5AEH6	OG6r20_102780
Q5AEV7	OG6r20_105289
Q5AF36	OG6r20_109142
Q5AF71	OG6_104010
Q5AF99	OG6_101125
Q5AFA6	OG6r20_106114
Q5AFD2	OG6_101702
Q5AFD3	OG6r20_112556
Q5AG74	OG6r20_127069
Q5AGD8	OG6r20_139625
Q5AGV2	OG6r20_107964
Q5AGV3	OG6_104163
Q5AGV8	OG6r20_102238
Q5AGY4	OG6r20_101662
Q5AH10	OG6r20_103987
Q5AH29	OG6_100315
Q5AH51	OG6r20_100255
Q5AH54	OG6r20_126611
Q5AH55	OG6r20_107965
Q5AH63	OG6r20_166852
Q5AH77	OG6r20_102501
Q5AH78	OG6_102398
Q5AHC4	OG6r20_110674
Q5AHH3	OG6r20_115329
Q5AHI3	OG6r20_172316
Q5AHK9	OG6r20_166875
Q5AI56	OG6_103365
Q5AI58	OG6r20_112534
Q5AI68	OG6r20_106097
Q5AI75	OG6r20_109125
Q5AI87	OG6_118030
Q5AI91	OG6r20_112533
Q5AI94	OG6r20_126539
Q5AIB7	OG6r20_126538
Q5AJ64	OG6r20_106958
Q5AJ69	OG6_103602
Q5AJB3	OG6r20_139568
Q5AJC5	OG6r20_106108
Q5AJE0	OG6r20_115338
Q5AJF2	OG6_109335
Q5AJH2	OG6r20_110678
Q5AJX6	OG6r20_105297
Q5AK00	OG6r20_109147
Q5AK01	OG6r20_127070
Q5AK03	OG6r20_102236
Q5AK28	OG6r20_112562
Q5AK43	OG6_101808
Q5AK49	OG6r20_102490
Q5AKB6	OG6r20_110689
Q5AKB7	OG6r20_139633
Q5AKC3	OG6r20_109146
Q5AKV7	OG6r20_126556
Q5AKW1	OG6_101206
Q5AKW5	OG6r20_101355
Q5AKW8	OG6_103804
Q5AKX2	OG6_104311
Q5AKX8	OG6_100930
Q5AKY1	OG6r20_109132
Q5AL31	OG6r20_103490
Q5ALL6	OG6r20_115326
Q5ALM5	OG6r20_139535
Q5ALN2	OG6_100322
Q5ALU0	OG6r20_106954
Q5ALU3	OG6r20_101643
Q5ALW9	OG6r20_139531
Q5ALX6	OG6r20_115324
Q5ALX7	OG6_129919
Q5AME0	OG6r20_100774
Q5AMI0	OG6r20_103984
Q5AMK4	OG6r20_103985
Q5AML3	OG6_100320
Q5AMM9	OG6_101962
Q5AMN4	OG6_102257
Q5AMR0	OG6_103137
Q5ANB6	OG6_102168
Q5ANC7	OG6r20_109140
Q5ANH0	OG6r20_115341
Q5ANH4	OG6r20_107954
Q5ANI3	OG6r20_101652
Q5ANK5	OG6_143644
Q5ANM7	OG6r20_104599
Q5ANP4	OG6r20_103982
Q5AP68	OG6r20_103980
Q5AP69	OG6_106335
Q5AP78	OG6r20_101797
Q5APA8	OG6r20_101642
Q5APB8	OG6r20_139509
Q5APB9	OG6_105111
Q5APC3	OG6r20_103076
Q5APD1	OG6r20_106101
Q5APE1	OG6r20_101642
Q5APE6	OG6r20_139508
Q5APF1	OG6r20_106100
A0A1D8PCL1	OG6_100060
A0A1D8PCV9	OG6_103870
A0A1D8PCY4	OG6_117007
A0A1D8PDV7	OG6_101850
A0A1D8PFH4	OG6r21_104645
A0A1D8PFP2	OG6_107650
A0A1D8PFP3	OG6_100417
A0A1D8PG96	OG6_100083
A0A1D8PHD2	OG6_103228
A0A1D8PIL5	OG6_143780
A0A1D8PJA8	OG6_114872
A0A1D8PJZ1	OG6_101842
A0A1D8PJZ6	OG6_103095
A0A1D8PMF6	OG6_102537
A0A1D8PMM1	OG6_100284
A0A1D8PMU9	OG6_101402
A0A1D8PN26	OG6_101766
A0A1D8PN42	OG6_143127
A0A1D8PN96	OG6_222546
A0A1D8PPK1	OG6_100194
A0A1D8PQ86	OG6_109925
A0A1D8PQB9	OG6_127329
A0A1D8PQK6	OG6_100158
A0A1D8PQT9	OG6_102717
A0A1D8PR83	OG6_102913
A0A1D8PRF5	OG6_102577
A0A1D8PS71	OG6_101372
A0A1D8PTD0	OG6_101586
A0A1D8PTL7	OG6_105015
G1UB63	OG6r21_100591
G1UB67	OG6_355021
G1UBC2	OG6_109757
O93852	OG6_103118
P0CY24	OG6_100484
P0CY27	OG6_114704
P0CY29	OG6_114704
P0DJ06	OG6_114704
P25997	OG6_105271
P40953	OG6_107621
P41797	OG6_100083
P43079	OG6_110016
P43094	OG6_114704
P46587	OG6_100083
P46598	OG6_100204
P52496	OG6_103257
P53704	OG6_100463
P53705	OG6_262253
P82610	OG6_103138
P83782	OG6_103720
P87020	OG6_137798
Q3MNT0	OG6_102925
Q59KI4	OG6_103743
Q59KZ1	OG6_100948
Q59L12	OG6_109932
Q59LK7	OG6_100860
Q59LY1	OG6_130544
Q59M56	OG6_343233
Q59MD2	OG6_106185
Q59MJ1	OG6_152831
Q59MQ0	OG6_100187
Q59MV9	OG6_109281
Q59NG2	OG6_105470
Q59NX5	OG6_153271
Q59P39	OG6_113582
Q59PR9	OG6_143619
Q59QC7	OG6_222562
Q59QW5	OG6r21_115568
Q59RL7	OG6_104643
Q59RQ0	OG6_126571
Q59RQ2	OG6_102003
Q59RR0	OG6_135229
Q59RW5	OG6_166584
Q59SF7	OG6_127524
Q59SN6	OG6_111974
Q59SU1	OG6_114704
Q59TB2	OG6_101922
Q59U10	OG6_110460
Q59UY7	OG6_500036
Q59VF4	OG6_102175
Q59VH7	OG6_114704
Q59VQ3	OG6_103574
Q59VQ8	OG6_153292
Q59VR1	OG6_500837
Q59VX8	OG6_500540
Q59W62	OG6_100252
Q59WF4	OG6_116848
Q59WG3	OG6_100525
Q59WG7	OG6_121415
Q59X49	OG6_500067
Q59X67	OG6_113582
Q59Y20	OG6_500256
Q59Y21	OG6_100256
Q59YH3	OG6_121384
Q59Z29	OG6r21_126920
Q59ZG8	OG6_120232
Q5A0E5	OG6_107236
Q5A1E3	OG6_118300
Q5A1N6	OG6_500965
Q5A220	OG6_123090
Q5A287	OG6_137793
Q5A2J7	OG6_118290
Q5A310	OG6_100877
Q5A312	OG6_109925
Q5A446	OG6_114877
Q5A4F3	OG6_173339
Q5A4H5	OG6_111974
Q5A4M8	OG6_133379
Q5A4W7	OG6_101866
Q5A4X5	OG6_111996
Q5A506	OG6_129770
Q5A599	OG6_100774
Q5A5R4	OG6_100352
Q5A649	OG6_101938
Q5A651	OG6_114704
Q5A688	OG6_101353
Q5A6P9	OG6_101374
Q5A6T5	OG6_100914
Q5A762	OG6_100026
Q5A7S7	OG6_104629
Q5A872	OG6_133293
Q5A8K2	OG6_100414
Q5A8N2	OG6_114704
Q5A8T4	OG6_127329
Q5A8T7	OG6_109925
Q5A950	OG6_102789
Q5AAF4	OG6_101727
Q5AAJ8	OG6_113601
Q5AAT0	OG6_104243
Q5AAU5	OG6_103857
Q5ABA6	OG6_103112
Q5ABC5	OG6_102081
Q5ABE2	OG6_222615
Q5ABG1	OG6_101262
Q5ABU7	OG6_127591
Q5AC08	OG6_114704
Q5ACU9	OG6_500752
Q5ACW8	OG6_103167
Q5AD05	OG6_106303
Q5AD07	OG6_106303
Q5AD56	OG6_101346
Q5ADM9	OG6_101353
Q5ADT1	OG6_171097
Q5AEK8	OG6_101010
Q5AEM6	OG6_114704
Q5AF56	OG6_170170
Q5AFI4	OG6_131676
Q5AG71	OG6_100252
Q5AGZ8	OG6_100319
Q5AH02	OG6_101564
Q5AHA0	OG6_104239
Q5AHK0	OG6_101307
Q5AJ71	OG6_100995
Q5AJB1	OG6_100902
Q5AJU7	OG6_142109
Q5AK51	OG6_137793
Q5AK53	OG6_100319
Q5AK54	OG6_142788
Q5AK66	OG6_107063
Q5AKU6	OG6_127068
Q5AKW2	OG6_100101
Q5AL03	OG6_153397
Q5AL16	OG6_323906
Q5AL36	OG6_121262
Q5AL49	OG6_127196
Q5AL52	OG6_101727
Q5ALV2	OG6_113608
Q5ALX3	OG6_101219
Q5AME2	OG6_100765
Q5AMH6	OG6_111549
Q5AMQ4	OG6_104675
Q5AMQ6	OG6r21_104656
Q5ANA3	OG6_100151
Q5ANC9	OG6_102183
Q5ANJ4	OG6_198571
Q5ANK2	OG6_102972
Q5AP80	OG6_115063
Q5AP95	OG6_119685
Q5AP97	OG6_104974
Q5APR8	OG6_100484
Q5APU2	OG6_115683
Q5AQ33	OG6_161761
Q5AQ36	OG6_114267
Q874I4	OG6_101797
Q9HEW1	OG6_100449
Q9P8W0	OG6_130000
Q9UW12	OG6_102685
Q9UW13	OG6_129116
Q9UW14	OG6_113020
Q9UWF6	OG6_108039
Q9Y7W4	OG6_104394
A0A1D8PCC3	OG6_101145
A0A1D8PDS9	OG6_100556
A0A1D8PE87	OG6_101346
A0A1D8PEB1	OG6_108039
A0A1D8PEJ5	OG6_170053
A0A1D8PEL1	OG6_101972
