Accession	Gene Names
OG6_112414	C207650CA
OG6_101478	C207660WA
OG6_103111	C207670CA
OG6_100325	C207680WA
OG6_133440	C207690WA
OG6r21_112720	C207700CA
OG6r21_104650	C207710WA
OG6r21_101522	C207720CA
OG6_118290	C207730WA
OG6_500331	C207740WA
OG6_119796	C207750WA
OG6_101191	C207760WA
OG6r21_103539	C207770CA
OG6r21_140007	C207780WA
OG6_100250	C207790CA
OG6_107653	C207800WA
OG6_101728	C207810WA
OG6_500731	C207820CA
OG6_123074	C207830WA
OG6_100150	C207840WA
OG6_172873	C207860WA
OG6r21_140008	C207870CA
OG6_102976	C207880WA
OG6_121392	C207890WA
OG6_106160	C207900WA
OG6r21_112721	C207910CA
OG6_103086	C207920WA
OG6_159662	C207930CA
OG6_101483	C207940CA
OG6_103638	C207950WA
OG6_103653	C207960CA
OG6_100403	C207980WA
OG6_102940	C208000CA
OG6_102446	C208010WA
OG6_100410	C208020CA
OG6r21_140009	C208030WA
OG6_101133	C208040CA
OG6_105688	C208050CA
OG6_135366	C208060WA
OG6_101882	C208070CA
OG6_100397	C208080CA
OG6r21_140010	C208090WA
OG6_102044	C208100WA
OG6_104619	C208110WA
OG6_102476	C208120WA
OG6_100072	C208130WA
OG6_100323	C208140CA
OG6r21_115577	C208150WA
OG6_100903	C208160CA
OG6_121206	C208170WA
OG6_114713	C208180CA
OG6_101992	C208190WA
OG6_113521	C208200WA
OG6r21_167624	C208210CA
OG6_100000	C208240WA
OG6r21_102263	C208260WA
OG6_101750	C208270CA
OG6_102009	C208280WA
OG6_222574	C208290CA
OG6r21_167625	C208300CA
OG6_102845	C208310WA
OG6r21_112722	C208320CA
OG6r21_126921	C208330WA
OG6_160274	C208340CA
OG6r21_115530	C208350CA
OG6_140564	C208360CA
OG6_100227	C208370CA
OG6_102493	C208380CA
OG6_107277	C208390WA
OG6r21_140011	C208400CA
OG6_106094	C208420WA
OG6r21_103540	C208430CA
OG6r21_140012	C208440WA
OG6r21_112723	C208450WA
OG6_104182	C208460CA
OG6r21_101645	C208470CA
OG6_102474	C208480WA
OG6_500256	C208490WA
OG6_100256	C208500WA
OG6_103459	C208510WA
OG6r21_167626	C208520CA
OG6_102544	C208530CA
OG6_500968	C208540CA
OG6_106276	C208550CA
OG6_101492	C208560WA
OG6_129583	C208570WA
OG6r21_105362	C208590WA
OG6_102718	C208600WA
OG6_103822	C208610WA
OG6_102202	C208620WA
OG6_104057	C208630CA
OG6_101948	C208640CA
OG6_103470	C208650WA
OG6_106830	C208660CA
OG6_102263	C208670CA
OG6_105075	C208680WA
OG6_101137	C208690CA
OG6_102636	C208700CA
OG6r21_101667	C208710WA
OG6_100282	C208720WA
OG6_123067	C208730WA
OG6_102902	C208740WA
OG6r21_115531	C208750WA
OG6_111107	C208760CA
OG6_120114	C208770CA
OG6_101513	C208780WA
OG6_101911	C208790WA
OG6_108976	C208800CA
OG6_100346	C208810CA
OG6_101269	C208820CA
OG6_160274	C208830WA
OG6_102098	C208840WA
OG6_100397	C208850CA
OG6_105018	C208860WA
OG6_127524	C208870CA
OG6r21_140013	C208880WA
OG6_111631	C208890WA
OG6_109316	C208900WA
OG6_114981	C208910CA
OG6_116833	C208920WA
OG6_102164	C208930WA
OG6_103220	C208940CA
OG6_101199	C208950WA
OG6_124930	C208960CA
OG6_103960	C208970CA
OG6r21_167627	C208980CA
OG6r21_126922	C208990CA
OG6r21_126988	C209000CA
OG6r21_101523	C209010WA
OG6_102101	C209020WA
OG6_108593	C209030WA
OG6_103733	C209040WA
OG6_101701	C209050CA
OG6_100710	C209060CA
OG6_103425	C209070CA
OG6_108593	C209080CA
OG6_107452	C209100CA
OG6r21_140014	C209110CA
OG6r21_140015	C209120CA
OG6r21_100223	C209130CA
OG6_111529	C209140CA
OG6_108518	C209150WA
OG6_100420	C209160WA
OG6_101622	C209170WA
OG6r21_115532	C209180WA
OG6r21_140016	C209210WA
OG6_500067	C209220WA
OG6_101253	C209230CA
OG6r21_126923	C209240CA
OG6_105102	C209250WA
OG6_101019	C209260CA
OG6_102530	C209270CA
OG6_108411	C209280CA
OG6_114127	C209290WA
OG6_143850	C209300WA
OG6_500798	C209310CA
OG6_102136	C209320CA
OG6r21_104651	C209330CA
OG6r21_115533	C209340WA
OG6_103216	C209350WA
OG6_585071	C209360WA
OG6_101893	C209370CA
OG6_103633	C209380WA
OG6_100110	C209390WA
OG6_102075	C209400CA
OG6r21_140017	C209410WA
OG6r21_102037	C209420WA
OG6_100665	C209430WA
OG6_173339	C209460CA
OG6_101943	C209470CA
OG6_104299	C209480WA
OG6_100677	C209490WA
OG6_101867	C209500WA
OG6_100689	C209510CA
OG6_101721	C209520CA
OG6_109757	C209530WA
OG6_102225	C209560CA
OG6_100589	C209570CA
OG6_100831	C209580WA
OG6_101022	C209590CA
OG6_102587	C209600CA
OG6_100767	C209610WA
OG6_104137	C209620WA
OG6_103929	C209630CA
OG6_102059	C209640WA
OG6_101686	C209650WA
OG6_109417	C209660WA
OG6_100169	C209670CA
OG6_101026	C209680WA
OG6r21_102264	C209690CA
OG6_104444	C209700WA
OG6_118310	C209710CA
OG6_101550	C209720WA
OG6_113316	C209730CA
OG6_100497	C209740WA
OG6_110817	C209750WA
OG6_100908	C209760WA
OG6_138560	C209770CA
OG6_103262	C209780CA
OG6r21_104652	C209790WA
OG6r21_101382	C209800CA
OG6_110579	C209810CA
OG6r21_109258	C209820WA
OG6r21_119628	C209830CA
OG6_121243	C209840WA
OG6_153005	C209850CA
OG6_127104	C209860CA
OG6_102512	C209870WA
OG6_222536	C209880CA
OG6_102617	C209890WA
OG6_102649	C209900CA
OG6_499953	C209910CA
OG6_108634	C209920WA
OG6_103915	C209930WA
OG6_143780	C209940WA
OG6_110306	C209950WA
OG6_100692	C209960WA
OG6_101429	C209970CA
OG6_104058	C209980WA
OG6_100026	C209990CA
OG6r21_140018	C210000CA
OG6_103262	C210010CA
OG6_121272	C210020CA
OG6_133467	C210030CA
OG6r21_167628	C210040WA
OG6_101317	C210050WA
OG6_101466	C210060CA
OG6_112762	C210070WA
OG6r21_107067	C210080WA
OG6r21_101668	C210090CA
OG6_101743	C210100WA
OG6_101063	C210110WA
OG6_102481	C210120WA
OG6_124787	C210130WA
OG6_102914	C210140WA
OG6_121272	C210150WA
OG6_121272	C210160WA
OG6r21_119629	C210170CA
OG6_115538	C210180WA
OG6_109980	C210190CA
OG6_103289	C210200WA
OG6_100217	C210210CA
OG6_107420	C210220CA
OG6_114247	C210230WA
OG6_100385	C210240WA
OG6_102278	C210250CA
OG6_100153	C210260CA
OG6_101009	C210270WA
OG6_114160	C210280CA
OG6_145366	C210290WA
OG6r21_101524	C210300CA
OG6_101662	C210310CA
OG6_499908	C210320CA
OG6r21_100261	C210330CA
OG6_104358	C210340WA
OG6_100430	C210350CA
OG6_101048	C210360CA
OG6r21_100621	C210420WA
OG6_137845	C210430CA
OG6_101959	C210440CA
OG6_104074	C210450WA
OG6_101298	C210460CA
OG6_114648	C210470CA
OG6_101212	C210480WA
OG6_104455	C210530CA
OG6_111549	C210540WA
OG6_102176	C210550CA
OG6_101179	C210560CA
OG6_100352	C210570WA
OG6_102995	C210580WA
OG6_133406	C210590WA
OG6r21_167629	C210600WA
OG6_101755	C210610WA
OG6_100732	C210620WA
OG6_111211	C210630WA
OG6_500004	C210640CA
OG6r21_115534	C210650WA
OG6r21_108064	C210660WA
OG6_100933	C210670WA
OG6_104008	C210680WA
OG6_118050	C210690WA
OG6_112758	C210700CA
OG6_100738	C210710WA
OG6_102268	C210720CA
OG6r21_110824	C210730WA
OG6_101869	C210740CA
OG6_101386	C210750CA
OG6_102887	C210760CA
OG6_101491	C210770WA
OG6_105909	C210780CA
OG6_102531	C210790CA
OG6_102614	C210810WA
OG6_102243	C210820CA
OG6r21_108065	C210830WA
OG6_105504	C210840WA
OG6_104356	C210850CA
OG6_100829	C210860CA
OG6_116543	C210870WA
OG6r21_167630	C300010CA
OG6r21_167631	C300020WA
OG6_102259	C300030CA
OG6r21_167632	C300040WA
OG6r21_167633	C300050CA
OG6_108054	C300060WA
OG6_100698	C300090WA
OG6_102870	C300100WA
OG6_103744	C300110CA
OG6r21_167634	C300120WA
OG6_111536	C300130CA
OG6r21_140019	C300140WA
OG6r21_140020	C300150WA
OG6_106972	C300160CA
OG6_107280	C300170CA
OG6_101673	C300180CA
OG6r21_119630	C300190WA
OG6_100989	C300200CA
OG6_108728	C300210CA
OG6_106767	C300220WA
OG6r21_140021	C300230CA
OG6_101784	C300240CA
OG6_102237	C300250CA
OG6_103174	C300260CA
OG6_101755	C300270CA
OG6_101235	C300280CA
OG6_101477	C300290WA
OG6r21_108066	C300300WA
OG6_102074	C300310CA
OG6_111160	C300320WA
OG6_500457	C300330WA
OG6_104386	C300340WA
OG6_102028	C300350WA
OG6r21_104653	C300360WA
OG6_500629	C300370CA
OG6_119818	C300380CA
OG6_105217	C300390WA
OG6_102894	C300400CA
OG6r21_140022	C300410CA
OG6_100263	C300420WA
OG6_500131	C300430WA
OG6r21_115535	C300440WA
OG6_100234	C300450CA
OG6_101031	C300460WA
OG6_124368	C300470WA
OG6_101292	C300480CA
OG6_100632	C300490WA
OG6_101928	C300500CA
OG6_104942	C300510WA
OG6_102346	C300520WA
OG6_103699	C300530CA
OG6_102849	C300540CA
OG6_499931	C300550CA
OG6_102358	C300560CA
OG6_100959	C300570CA
OG6r21_109259	C300580WA
OG6r21_140023	C300590WA
OG6r21_109259	C300600WA
OG6_500111	C300610WA
OG6_104546	C300620CA
OG6_115930	C300630WA
OG6_100596	C300640WA
OG6_106346	C300650WA
OG6_102496	C300660WA
OG6_104629	C300670CA
OG6r21_140024	C300680CA
OG6_103359	C300690CA
OG6_102677	C300700WA
OG6_103535	C300710WA
OG6_100641	C300720WA
OG6_104470	C300730WA
OG6r21_140025	C300740WA
OG6_500510	C300750WA
OG6_109926	C300760WA
OG6_102240	C300770CA
OG6_100248	C300780WA
OG6_110822	C300790WA
OG6_101194	C300800WA
OG6_101391	C300810CA
OG6_105381	C300820WA
OG6_100906	C300830CA
OG6_143732	C300840CA
OG6_222605	C300850CA
OG6_106270	C300860WA
OG6r21_140026	C300870WA
OG6_100311	C300880WA
OG6_124580	C300890CA
OG6_100207	C300900CA
OG6_100282	C300910WA
OG6_103278	C300920WA
OG6_103278	C300930WA
OG6_110755	C300940WA
OG6_500258	C300950CA
OG6_103504	C300960WA
OG6_123074	C300980WA
OG6r21_102265	C300990CA
OG6_102112	C301000WA
OG6r21_140027	C301010WA
OG6r21_112724	C301020WA
OG6_137766	C301030WA
OG6r21_103126	C301040CA
OG6r21_103126	C301050CA
OG6r21_167635	C301060WA
OG6_102599	C301070CA
OG6_105720	C301080WA
OG6_499868	C301090WA
OG6r21_112725	C301100WA
OG6r21_101525	C301110CA
OG6_102393	C301120WA
OG6_129669	C301130CA
OG6_104137	C301140WA
OG6_105567	C301150CA
OG6_100438	C301160WA
OG6_143868	C301170WA
OG6_114258	C301180CA
OG6_101806	C301190CA
OG6_103119	C301200WA
OG6_113304	C301210CA
OG6_107650	C301220WA
OG6r21_107068	C301230CA
OG6_100143	C301250WA
OG6_112007	C301260CA
OG6r21_140028	C301270WA
OG6_103602	C301280WA
OG6r21_140029	C301290WA
OG6_100995	C301300CA
OG6_104380	C301310WA
OG6_110305	C301320CA
OG6_140875	C301330WA
OG6_127061	C301340WA
OG6_100519	C301350CA
OG6_109925	C301360CA
OG6_109925	C301370CA
OG6_102130	C301390CA
OG6_123057	C301400WA
OG6_101398	C301410CA
OG6_106080	C301420CA
OG6r21_140030	C301430WA
OG6r21_294831	C301440CA
OG6_102900	C301450CA
OG6_101592	C301460CA
OG6_103717	C301470WA
OG6_101105	C301480CA
OG6_101127	C301490WA
OG6_113935	C301500CA
OG6_122937	C301510WA
OG6_103017	C301520CA
OG6_102307	C301530CA
OG6_109522	C301540WA
OG6_114872	C301550CA
OG6_100085	C301560WA
OG6_500762	C301570WA
OG6_143776	C301580WA
OG6r21_140031	C301590WA
OG6_100547	C301600WA
OG6_101633	C301610WA
OG6_106245	C301620WA
OG6_100902	C301630WA
OG6r21_106207	C301640CA
OG6r21_140032	C301660WA
OG6_100000	C301670WA
OG6_110277	C301680CA
OG6_123056	C301690WA
OG6_101330	C301700WA
OG6_102598	C301710CA
OG6_101600	C301720CA
OG6_107120	C301730CA
OG6r21_167637	C301740CA
OG6_104542	C301750CA
OG6_100384	C301760WA
OG6r21_102822	C301770CA
OG6_107541	C301780CA
OG6_121293	C301790CA
OG6r21_106208	C301800CA
OG6_104259	C301810CA
OG6_110843	C301820WA
OG6_104259	C301830CA
OG6_115955	C301850WA
OG6_101341	C301860CA
OG6_103222	C301880WA
OG6_137783	C301890CA
OG6_127173	C301900CA
OG6_102636	C301910CA
OG6_100457	C301930WA
OG6_102603	C301940CA
OG6_102603	C301950CA
OG6_100457	C301960CA
OG6r21_115536	C301970CA
OG6_500948	C301980CA
OG6_103239	C301990WA
OG6_101667	C302000WA
OG6_103673	C302010CA
OG6_102169	C302020WA
OG6_101864	C302030WA
OG6_500936	C302040CA
OG6_109335	C302060WA
OG6_105576	C302070CA
OG6_100992	C302080WA
OG6_108229	C302090CA
OG6_113385	C302100WA
OG6_100843	C302110WA
OG6_103494	C302120WA
OG6_102666	C302130WA
OG6_121272	C302140CA
OG6_104760	C302150CA
OG6_105219	C302160CA
OG6_153159	C302170CA
OG6_101093	C302180CA
OG6_103702	C302190CA
OG6r21_126924	C302200WA
OG6_103368	C302210CA
OG6_142109	C302220WA
OG6_103650	C302230CA
OG6_100285	C302240CA
OG6r21_110825	C302250CA
OG6_101677	C302260CA
OG6_112154	C302270WA
OG6_100463	C302280CA
OG6_101806	C302290WA
OG6r21_140033	C302300WA
OG6_100186	C302310WA
OG6_100369	C302320WA
OG6r21_126925	C302330CA
OG6_105655	C302340WA
OG6_103057	C302350WA
OG6_100690	C302360CA
OG6_101780	C302370CA
OG6r21_126926	C302390WA
OG6_119538	C302400CA
OG6_121165	C302410CA
OG6r21_102266	C302420CA
OG6_100684	C302430WA
OG6_103150	C302440CA
OG6_102466	C302450WA
OG6_102434	C302460CA
OG6_100791	C302470CA
OG6_101949	C302480CA
OG6_101122	C302490CA
OG6_110913	C302500WA
OG6_114704	C302510CA
OG6_133599	C302530WA
OG6_100646	C302540CA
OG6_115929	C302550CA
OG6_500547	C302560WA
OG6_107913	C302570WA
OG6_136431	C302580CA
OG6_102126	C302590WA
OG6_100535	C302600CA
OG6_105123	C302610CA
OG6_102458	C302620CA
OG6r21_140034	C302630CA
OG6_170066	C302640CA
OG6r21_140035	C302650WA
OG6r21_110826	C302660WA
OG6_101715	C302670WA
OG6_101010	C302680CA
OG6_103187	C302690CA
OG6_101525	C302700WA
OG6r21_140036	C302710WA
OG6_101636	C302720WA
OG6r21_101669	C302750WA
OG6r21_103541	C302760CA
OG6_104574	C302770CA
OG6_100275	C302780WA
OG6r21_110827	C302790WA
OG6_105133	C302800WA
OG6_100152	C302810CA
OG6_105282	C302820CA
OG6_103511	C302830WA
OG6_103583	C302840WA
OG6_121258	C302850CA
OG6_102838	C302860WA
OG6_133017	C302870CA
OG6_101644	C302880WA
OG6r21_105364	C302890CA
OG6r21_100809	C302900WA
OG6r21_102823	C302910WA
OG6_108957	C302920WA
OG6_104820	C302930WA
OG6_118296	C302940CA
OG6_101298	C302950CA
OG6_101176	C302960CA
OG6_108834	C302970CA
OG6r21_102823	C302980CA
OG6r21_100809	C302990CA
OG6r21_105364	C303000WA
OG6_101644	C303010CA
OG6r21_140037	C303020WA
OG6_100142	C303030CA
OG6_100306	C303040WA
OG6_234256	C303050CA
OG6_102947	C303060WA
OG6_123029	C303070WA
OG6r21_109260	C303080WA
OG6_100282	C303090WA
OG6_119711	C303100CA
OG6_118295	C303110WA
OG6_112012	C303120CA
OG6_101137	C303130CA
OG6_110303	C303140CA
OG6_129913	C303150WA
OG6r21_102267	C303160CA
OG6_101941	C303170WA
OG6_101826	C303180CA
OG6_102468	C303190CA
OG6_107131	C303200CA
OG6_100091	C303210WA
OG6_132283	C303230CA
OG6r21_140038	C303240CA
OG6_100089	C303250WA
OG6_103283	C303260WA
OG6_103296	C303270WA
OG6_101774	C303280CA
OG6_103955	C303290CA
OG6_102013	C303300CA
OG6_101563	C303310CA
OG6_105034	C303320WA
OG6_101977	C303330CA
OG6_108829	C303340CA
OG6_110306	C303360WA
OG6r21_112726	C303370CA
OG6_102427	C303380WA
OG6_100695	C303390CA
OG6_101479	C303400CA
OG6_110013	C303410CA
OG6_100512	C303420CA
OG6_104152	C303430CA
OG6_129693	C303440CA
OG6_454568	C303450CA
OG6_107311	C303460CA
OG6_102015	C303470WA
OG6_100524	C303480CA
OG6r21_115537	C303490WA
OG6_105803	C303500WA
OG6_110542	C303510CA
OG6_101968	C303520CA
OG6_119787	C303530WA
OG6r21_101526	C303540WA
OG6_103852	C303550CA
OG6_100598	C303560WA
OG6_105576	C303570CA
OG6_109856	C303580CA
OG6_101926	C303590WA
OG6_109856	C303600CA
OG6_110303	C303610WA
OG6r21_140039	C303620CA
OG6_101137	C303630WA
OG6_112012	C303640WA
OG6_101333	C303650WA
OG6_127231	C303660WA
OG6_500493	C303670WA
OG6_101412	C303680WA
OG6_102512	C303690WA
OG6r21_140040	C303700CA
OG6_102313	C303710WA
OG6_109856	C303720WA
OG6_101926	C303730CA
OG6r21_103542	C303740WA
OG6_104370	C303750CA
OG6_100399	C303760WA
OG6r21_101824	C303770CA
OG6r21_140041	C303780WA
OG6_101599	C303790WA
OG6_100318	C303800WA
OG6_101842	C303810WA
OG6_124898	C303820CA
OG6_101438	C303830WA
OG6_101503	C303840CA
OG6r21_101133	C303850CA
OG6_103342	C303860WA
OG6_114704	C303870CA
OG6_101403	C303880CA
OG6_101209	C303890WA
OG6_100082	C303900CA
OG6_100077	C303910WA
OG6r21_140042	C303920WA
OG6_103964	C303930WA
OG6r21_140043	C303940CA
OG6r21_167638	C303970WA
OG6_118295	C303980CA
OG6_103579	C303990CA
OG6_500858	C304000CA
OG6_181392	C304020CA
OG6r21_102824	C304030CA
OG6r21_115538	C304040WA
OG6_101984	C304060CA
OG6_100151	C304070CA
OG6_102683	C304080WA
OG6_110248	C304090WA
OG6_100026	C304100WA
OG6_111252	C304110CA
OG6r21_104038	C304120CA
OG6_104219	C304130WA
OG6_101216	C304140CA
OG6_112012	C304160WA
OG6r21_126927	C304170WA
OG6_137739	C304180WA
OG6r21_167639	C304190WA
OG6_101463	C304200WA
OG6r21_106209	C304210WA
OG6_100147	C304220CA
OG6_100085	C304230WA
OG6r21_140044	C304240CA
OG6_153192	C304250WA
OG6_112257	C304260WA
OG6_104005	C304270CA
OG6_103095	C304290CA
OG6_102343	C304300CA
OG6r21_104654	C304310CA
OG6_102289	C304320WA
OG6_100419	C304330CA
OG6_121258	C304340WA
OG6_100207	C304350CA
OG6_100336	C304360WA
OG6_500487	C304370CA
OG6_101116	C304380CA
OG6_100711	C304390WA
OG6_143877	C304400CA
OG6r21_104655	C304410CA
OG6_101192	C304420WA
OG6_101749	C304430WA
OG6_106392	C304440CA
OG6_143644	C304450CA
OG6_104395	C304460WA
OG6_102972	C304470WA
OG6_101993	C304480CA
OG6_115061	C304490WA
OG6_100773	C304500CA
OG6_129994	C304510WA
OG6_101589	C304520CA
OG6_198571	C304530CA
OG6_102102	C304540CA
OG6_100153	C304550CA
OG6_102698	C304560WA
OG6_105980	C304570CA
OG6_237958	C304580CA
OG6_101458	C304590WA
OG6r21_140045	C304600CA
OG6_109955	C304610WA
OG6r21_101670	C304620CA
OG6_103707	C304630WA
OG6_210852	C304640WA
OG6_121387	C304650WA
OG6_107933	C304660CA
OG6_100373	C304670CA
OG6_100883	C304680WA
OG6r21_108067	C304690CA
OG6_110455	C304700WA
OG6_104234	C304710WA
OG6_100323	C304720CA
OG6r21_115539	C304730CA
OG6_101027	C304740CA
OG6r21_102038	C304750WA
OG6_101455	C304760CA
OG6_166113	C304770CA
OG6_105529	C304780CA
OG6_104248	C304790WA
OG6_101057	C304800CA
OG6_113019	C304810CA
OG6_100729	C304820CA
OG6_101866	C304830CA
OG6r21_107069	C304840CA
OG6_148810	C304860WA
OG6_133424	C304870WA
OG6_116889	C304880WA
OG6_100151	C304890WA
OG6_103518	C304900WA
OG6_133377	C304910CA
OG6_105527	C304920CA
OG6_100060	C304930CA
OG6_104306	C304940WA
OG6_100600	C304950WA
OG6_100532	C304960WA
OG6_101833	C304970CA
OG6r21_140046	C304980WA
OG6_104085	C304990WA
OG6_102354	C305000WA
OG6_101651	C305010CA
OG6_137749	C305020WA
OG6_101763	C305030WA
OG6_102183	C305040CA
OG6_132540	C305050WA
OG6r21_109261	C305060WA
OG6_100752	C305070WA
OG6_153075	C305080WA
OG6r21_107070	C305090CA
OG6_100803	C305100CA
OG6_104409	C305110WA
OG6_102595	C305120CA
OG6_105683	C305130CA
OG6_102168	C305140CA
OG6_101082	C305150WA
OG6_101760	C305160CA
OG6_137735	C305170WA
OG6_104157	C305180WA
OG6_101407	C305190CA
OG6_100904	C305200WA
OG6_100025	C305210CA
OG6_100151	C305220WA
OG6_114704	C305230WA
OG6_101259	C305240CA
OG6r21_101671	C305250CA
OG6_119729	C305270CA
OG6_111476	C305280CA
OG6_113016	C305290CA
OG6_101889	C305300CA
OG6_100282	C305310WA
OG6_124903	C305320WA
OG6r21_101527	C305330CA
OG6_103728	C305340WA
OG6_123097	C305350CA
OG6_100411	C305360CA
OG6_100806	C305370CA
OG6_111049	C305380WA
OG6_103823	C305390CA
OG6r21_126928	C305400CA
OG6_100176	C305410WA
OG6_113602	C305420WA
OG6_100407	C305430WA
OG6_500494	C305440CA
OG6r21_108068	C305450CA
OG6_100466	C305460WA
OG6_107650	C305470WA
OG6_100958	C305510WA
OG6_100232	C305520CA
OG6_102688	C305530WA
OG6_102600	C305540CA
OG6_100844	C305550CA
OG6_101390	C305560WA
OG6_104355	C305570WA
OG6_103579	C305580CA
OG6_100313	C305590CA
OG6_103278	C305600WA
OG6_105463	C305610WA
OG6_103278	C305620WA
OG6_109856	C305630WA
OG6_105576	C305640WA
OG6_101750	C305650WA
OG6_137796	C305660CA
OG6r21_140047	C305670CA
OG6_101978	C305680WA
OG6_118125	C305700WA
OG6_500218	C305710WA
OG6_100835	C305720CA
OG6_100372	C305730CA
OG6_103590	C305740CA
OG6r21_112727	C305750CA
OG6_102247	C305760WA
OG6_102372	C305770CA
OG6_111974	C305780CA
OG6_104688	C305790CA
OG6_113531	C305800WA
OG6_105803	C305810CA
OG6_105803	C305830WA
OG6_100150	C305840WA
OG6_103231	C305850WA
OG6_105097	C305860CA
OG6_104100	C305870CA
OG6_103013	C305880CA
OG6_104709	C305890WA
OG6_102512	C305900WA
OG6_153079	C305910WA
OG6_153079	C305920WA
OG6_140875	C305930WA
OG6_100753	C305940CA
OG6r21_102268	C305950WA
OG6_103576	C305960WA
OG6_100772	C305970CA
OG6_100152	C305980CA
OG6_103495	C305990CA
OG6_173339	C306000WA
OG6_101050	C306010WA
OG6_132885	C306020WA
OG6_101289	C306030WA
OG6_116570	C306040WA
OG6_500900	C306050CA
OG6_100741	C306060WA
OG6_100914	C306070CA
OG6_102751	C306080WA
OG6_106964	C306090CA
OG6_100461	C306100CA
OG6_100357	C306110CA
OG6_101794	C306120CA
OG6r21_140048	C306130WA
OG6r21_108069	C306140WA
OG6_124937	C306150WA
OG6_102245	C306160CA
OG6_102673	C306170CA
OG6_100111	C306180CA
OG6_109925	C306190CA
OG6_103911	C306200CA
OG6_137830	C306210CA
OG6_102209	C306220CA
OG6_101809	C306230WA
OG6_103648	C306240CA
OG6_101611	C306250WA
OG6r21_101672	C306260CA
OG6r21_102825	C306270CA
OG6_105174	C306280WA
OG6_118303	C306290WA
OG6_103524	C306300WA
OG6_100877	C306310CA
OG6_109925	C306320WA
OG6_100111	C306330WA
OG6_101676	C306340WA
OG6_102673	C306350WA
OG6_100844	C306360CA
OG6_102932	C306370CA
OG6_102245	C306380WA
OG6_102245	C306390WA
OG6_101690	C306400CA
OG6_143354	C306410CA
OG6_103193	C306420CA
OG6_104339	C306430WA
OG6_101756	C306440WA
OG6_101901	C306450WA
OG6r21_126929	C306470WA
OG6_106489	C306480CA
OG6_101136	C306490WA
OG6_100444	C306500WA
OG6_100059	C306510CA
OG6_109555	C306520CA
OG6_104831	C306530WA
OG6r21_101528	C306540CA
OG6_143879	C306550CA
OG6_104071	C306560WA
OG6_105799	C306570CA
OG6_104856	C306580WA
OG6_101775	C306590WA
OG6_103867	C306600CA
OG6_109925	C306610WA
OG6_104334	C306620WA
OG6r21_106210	C306630WA
OG6r21_140049	C306640WA
OG6_103103	C306650CA
OG6r21_115540	C306660CA
OG6r21_115541	C306670CA
OG6r21_109262	C306680CA
OG6r21_126930	C306690CA
OG6_222549	C306700CA
OG6_104998	C306710WA
OG6_102375	C306720WA
OG6_102762	C306730WA
OG6r21_101673	C306740WA
OG6_101625	C306750WA
OG6_102179	C306760WA
OG6_101940	C306770WA
OG6_114121	C306780CA
OG6r21_110828	C306790WA
OG6_102228	C306800CA
OG6_103028	C306810WA
OG6_103171	C306820CA
OG6_100595	C306830CA
OG6_173339	C306850WA
OG6_100072	C306860CA
OG6_100218	C306870WA
OG6r21_102039	C306880WA
OG6_101353	C306890WA
OG6_101909	C306900WA
OG6_101100	C306910CA
OG6_104655	C306920WA
OG6_100000	C306940WA
OG6_124636	C306950WA
OG6_102026	C306970WA
OG6_101710	C306980WA
OG6_100499	C306990WA
OG6_100248	C307000WA
OG6_100357	C307010WA
OG6_101645	C307020WA
OG6r21_101251	C307030CA
OG6_101523	C307040CA
OG6_103619	C307050WA
OG6_100846	C307060WA
OG6r21_126931	C307070CA
OG6_101438	C307080WA
OG6_100119	C307090WA
OG6_102296	C307100CA
OG6_110145	C307110WA
OG6_101849	C307120WA
OG6_101313	C307130WA
OG6r21_102269	C307140CA
OG6_101261	C307150CA
OG6_111490	C307160WA
OG6_103227	C307170CA
OG6_588367	C307180CA
OG6_106185	C307200CA
OG6_106954	C307210WA
OG6_101419	C307220CA
OG6_100089	C307230WA
OG6_153022	C307240WA
OG6_101847	C307250WA
OG6_103321	C307260CA
OG6_100667	C307270CA
OG6_103058	C307280CA
OG6_499877	C307290WA
OG6_113929	C307300WA
OG6_100282	C307310CA
OG6_171097	C307320WA
OG6_100072	C307330WA
OG6_100072	C307340WA
OG6_102338	C307350WA
OG6_100306	C307360WA
OG6_342529	C307370WA
OG6_153256	C307380WA
OG6_100367	C307390CA
OG6_102125	C307400WA
OG6_100559	C307410CA
OG6_102747	C307420WA
OG6_106630	C307430WA
OG6_100657	C307440WA
OG6_105671	C307450CA
OG6_102037	C307460WA
OG6_152859	C307470WA
OG6_102145	C307480WA
OG6_100912	C307490WA
OG6_113480	C307500WA
OG6r21_115542	C307540CA
OG6_102331	C307550CA
OG6_101645	C307560WA
OG6_106503	C307570CA
OG6_127924	C307580WA
OG6r21_101252	C307590WA
OG6_105869	C307600WA
OG6_101666	C307610WA
OG6_108225	C307620CA
OG6_500198	C307630CA
OG6_101016	C307640CA
OG6r21_101383	C307650CA
OG6_102113	C307660WA
OG6_116883	C307670WA
OG6_127207	C307680WA
OG6_104779	C307690CA
OG6_151978	C307700WA
OG6_102244	C307710WA
OG6r21_140050	C307720CA
OG6_373661	C307730WA
OG6_103865	C307740WA
OG6r21_106211	C307750WA
OG6_100593	C307760CA
OG6_137870	C307770CA
OG6_108801	C307780CA
OG6_222564	C307790WA
OG6_102946	C307800CA
OG6_100672	C307810CA
OG6r21_102040	C307820WA
OG6_101108	C307830WA
OG6r21_140051	C307840CA
OG6_103711	C307850WA
OG6_152831	C307860CA
OG6r21_140052	C307870WA
