Entry	Gene Names	Protein names	Mass
A0A2H0ZGT1	B9J08_004867 B9J08_04827	tRNA ligase kinase domain-containing protein	26178
A0A2H0ZGT2	B9J08_004845 CA7LBN_004193 CJI97_004607	Bromodomain associated domain-containing protein	53226
A0A2H0ZGT3	B9J08_004854 CA7LBN_004200	Xaa-Pro aminopeptidase P	77936
A0A2H0ZGT7	B9J08_004861 B9J08_04821	Zn(2)-C6 fungal-type domain-containing protein	101822
A0A2H0ZGT8	B9J08_004872 CA7LBN_004216	LYC1 C-terminal domain-containing protein	46991
A0A2H0ZGT9	B9J08_004556 B9J08_04515	Uncharacterized protein	25021
A0A2H0ZGU1	B9J08_004877 B9J08_04837	Uncharacterized protein	52152
A0A2H0ZGU2	B9J08_004864 CA7LBN_004209	Tryptophan synthase beta chain-like PALP domain-containing protein	41569
A0A2H0ZGU3	B9J08_004855 CA7LBN_004201	DUF3020 domain-containing protein	118273
A0A2H0ZGU4	B9J08_004876 B9J08_04836	U2 small nuclear ribonucleoprotein A'	25881
A0A2H0ZGU7	B9J08_004882 CA7LBN_004225	Amidase domain-containing protein	62640
A0A2H0ZGV1	B9J08_004887 CA7LBN_004230 CJI97_004565	DUF7702 domain-containing protein	32347
A0A2H0ZGV3	B9J08_004865 B9J08_04825	Uncharacterized protein	48660
A0A2H0ZGV7	B9J08_004881 CA7LBN_004224	Polynucleotide 5'-hydroxyl-kinase GRC3 (Polynucleotide 5'-hydroxyl-kinase grc3)	63236
A0A2H0ZGV8	B9J08_004577 B9J08_04536	Uncharacterized protein	14441
A0A2H0ZGV9	B9J08_004884 CA7LBN_004227	Guanine deaminase	53248
A0A2H0ZGW3	B9J08_004875 B9J08_04835	Uncharacterized protein	173370
A0A2H0ZGW4	B9J08_004896 B9J08_04856	Uncharacterized protein	56919
A0A2H0ZGW5	B9J08_004616 CA7LBN_003991 CJI97_004836	UBX domain-containing protein	42246
A0A2H0ZGX0	B9J08_004894 B9J08_04854	Uncharacterized protein	12942
A0A2H0ZGX6	B9J08_004626 CA7LBN_004145	Uncharacterized protein	39626
A0A2H0ZGX9	B9J08_004883 B9J08_04843	Zn(2)-C6 fungal-type domain-containing protein	58164
A0A2H0ZGY5	B9J08_004597 CA7LBN_003973	Uncharacterized protein	36747
A0A2H0ZGY9	B9J08_004895 B9J08_04855	CCHC-type domain-containing protein	95700
A0A2H0ZGZ0	B9J08_004866 B9J08_04826	Pantothenate kinase	49985
A0A2H0ZGZ5	B9J08_004871 CA7LBN_004215 CJI97_004581	Uncharacterized protein	47482
A0A2H0ZH02	B9J08_004646 CA7LBN_004127	Genetic interactor of prohibitin 7, mitochondrial	29849
A0A2H0ZH17	B9J08_004617 CA7LBN_003992	Uncharacterized protein	74890
A0A2H0ZH26	B9J08_004831 CA7LBN_004182 CJI97_004621	Myb-like domain-containing protein	36338
A0A2H0ZH30	B9J08_004667 B9J08_04626	Uncharacterized protein	9093
A0A2H0ZH45	B9J08_004677 CA7LBN_004101	DH domain-containing protein	57529
A0A2H0ZH47	B9J08_004637 B9J08_04596	Uncharacterized protein	52160
A0A2H0ZH50	B9J08_004800 B9J08_04760	DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6)	36465
A0A2H0ZH53	B9J08_004808 B9J08_04768	SPT2 chromatin protein	36983
A0A2H0ZH62	B9J08_004647 B9J08_04606	Ubiquitin-conjugating enzyme E2 2	18550
A0A2H0ZH76	B9J08_004657 B9J08_04616	PCI domain-containing protein	46033
A0A2H0ZH77	B9J08_004770 B9J08_04730	ENTH domain-containing protein	24403
A0A2H0ZH79	B9J08_004697 B9J08_04657	Ataxin-10 homolog	37998
A0A2H0ZH87	B9J08_004760 B9J08_04720	Uncharacterized protein	49733
A0A2H0ZH90	B9J08_004756 CA7LBN_004033 CJI97_004696	RRM domain-containing protein	64279
A0A2H0ZH92	B9J08_004668 B9J08_04627	Uncharacterized protein	18937
A0A2H0ZH94	B9J08_004707 B9J08_04667	XPG N-terminal domain-containing protein	90877
A0A2H0ZHA7	B9J08_004678 CA7LBN_004100 CJI97_004774	Trafficking protein particle complex subunit 6B	24085
A0A2H0ZHC4	B9J08_004757 B9J08_04717	Septation initiation network scaffold protein cdc11	138717
A0A2H0ZHC5	B9J08_004688 B9J08_04648	Uncharacterized protein	30864
A0A2H0ZHC6	B9J08_004729 CA7LBN_004053 CJI97_004722	Rho-GAP domain-containing protein	206929
A0A2H0ZHD7	B9J08_004708 B9J08_04668	Uncharacterized protein	22586
A0A2H0ZHD9	B9J08_004698 B9J08_04658	Uncharacterized protein	30625
A0A2H0ZHE4	B9J08_004739 B9J08_04699	Septum formation protein Maf	22938
A0A2H0ZHE8	B9J08_004683 B9J08_005540 B9J08_04643	Ribosomal protein/NADH dehydrogenase domain-containing protein	16421
A0A2H0ZHF9	B9J08_000604 B9J08_004672 B9J08_02562 B9J08_04631	40S ribosomal protein S22	14786
A0A2H0ZHG5	B9J08_004662 CA7LBN_004113 CJI97_004790	Major facilitator superfamily (MFS) profile domain-containing protein	68801
A0A2H0ZHG8	B9J08_004759 B9J08_04719	ER-derived vesicles protein ERV14	16210
A0A2H0ZHH2	B9J08_004663 CA7LBN_004112 CJI97_004789	Carbohydrate kinase PfkB domain-containing protein	38137
A0A2H0ZHI4	B9J08_004769 B9J08_04729	Polyubiquitin	42840
A0A2H0ZHI6	B9J08_004730 CA7LBN_004052	Lysyl-tRNA synthetase	62130
A0A2H0ZHJ1	B9J08_004643 CA7LBN_004130 CJI97_004809	Hpc2-related domain-containing protein	51822
A0A2H0ZHJ2	B9J08_004632 B9J08_04591	Uncharacterized protein	49114
A0A2H0ZHJ3	B9J08_004685	DNA-binding protein, 42 kDa	43356
A0A2H0ZHJ7	B9J08_004779 CA7LBN_004014	Uncharacterized protein	75225
A0A2H0ZHK0	B9J08_004633 B9J08_04592	Uncharacterized protein	80626
A0A2H0ZHK2	B9J08_004740 B9J08_04700	RRM domain-containing protein	27384
A0A2H0ZHK5	B9J08_004621 B9J08_04580	RRM domain-containing protein	45997
A0A2H0ZHL5	B9J08_004789 B9J08_04749	Ankyrin	73971
A0A2H0ZHN2	B9J08_004799 CA7LBN_004151	Uncharacterized protein	33447
A0A2H0ZHP1	B9J08_004581 B9J08_04540	Small GTP-binding protein	23715
A0A2H0ZHP7	B9J08_004809 CA7LBN_004160	Initiator tRNA phosphoribosyl transferase	51815
A0A2H0ZHQ7	B9J08_004780 CA7LBN_004013	Uncharacterized protein	46076
A0A2H0ZHR0	B9J08_004560 B9J08_04519	OPT family small oligopeptide transporter	103203
A0A2H0ZHS1	B9J08_004541 CA7LBN_003925 CJI97_004911	Uncharacterized protein	96023
A0A2H0ZHS3	B9J08_004790 CA7LBN_004003	Uncharacterized protein	45954
A0A2H0ZHU0	B9J08_004536 B9J08_04495	Arrestin-like N-terminal domain-containing protein	58071
A0A2H0ZHU4	B9J08_004839 B9J08_04799	Protoplast secreted protein 2	21228
A0A2H0ZHU8	B9J08_004810 B9J08_04770	Serine hydrolase domain-containing protein	25272
A0A2H0ZHV2	B9J08_004534 B9J08_04493	Uncharacterized protein	56794
A0A2H0ZHW0	B9J08_004524 CA7LBN_003909 CJI97_004928	Small GTP-binding protein	22223
A0A2H0ZHX3	B9J08_004859 B9J08_04819	Peptidyl-tRNA hydrolase	21564
A0A2H0ZHX5	B9J08_004830 B9J08_04790	Major facilitator superfamily (MFS) profile domain-containing protein	54824
A0A2H0ZHX6	B9J08_004492 B9J08_04451	F-box domain-containing protein	69997
A0A2H0ZHY2	B9J08_004533 CA7LBN_003918 CJI97_004919	D-galactonate transporter	62696
A0A2H0ZHY4	B9J08_004840 B9J08_04800	NAD(P)H:quinone oxidoreductase, type IV	28556
A0A2H0ZHY6	B9J08_004481 B9J08_04440	Uncharacterized protein	33423
A0A2H0ZHZ3	B9J08_004103 B9J08_04857	Uncharacterized protein	18478
A0A2H0ZHZ4	B9J08_004879 CA7LBN_004222	MHD domain-containing protein	96168
A0A2H0ZHZ8	B9J08_004515 CA7LBN_003902 CJI97_004937	FHA domain-containing protein	49048
A0A2H0ZI00	B9J08_004104 B9J08_04858	Thioredoxin domain-containing protein	13511
A0A2H0ZI02	B9J08_004113 B9J08_04867	Major facilitator superfamily (MFS) profile domain-containing protein	64526
A0A2H0ZI08	B9J08_004860 CA7LBN_004206	Transcriptional regulatory protein RXT2 N-terminal domain-containing protein	35804
A0A2H0ZI11	B9J08_004107 B9J08_04861	Uncharacterized protein	17971
A0A2H0ZI14	B9J08_004114 CA7LBN_004252	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	27273
A0A2H0ZI15	B9J08_004123 CA7LBN_004259	CNH domain-containing protein	111339
A0A2H0ZI16	B9J08_004108 B9J08_04862	ABC transporter domain-containing protein	11416
A0A2H0ZI17	B9J08_004893 CA7LBN_004236 CJI97_004559	Major facilitator superfamily (MFS) profile domain-containing protein	56719
A0A2H0ZI19	B9J08_004110 B9J08_04864	Hyphally-regulated cell wall protein N-terminal domain-containing protein	68915
A0A2H0ZI20	B9J08_004134 B9J08_04888	TATA element modulatory factor 1 TATA binding domain-containing protein	81166
A0A2H0ZI24	B9J08_004135 B9J08_04889	C2H2-type domain-containing protein	41973
A0A2H0ZI29	B9J08_004120 B9J08_04874	BPL/LPL catalytic domain-containing protein	75801
A0A2H0ZI33	B9J08_004129 CA7LBN_004263 CJI97_004192 QG37_04065	ABC transporter ATP-binding protein ARB1 (Atp-binding cassette sub-family f member 2)	68113
A0A2H0ZI34	B9J08_004136 B9J08_04890	F-box domain-containing protein	65334
A0A2H0ZI37	B9J08_004130 CA7LBN_004264	Small-subunit processome Utp12 domain-containing protein	60936
A0A2H0ZI38	B9J08_004863 B9J08_04823	Uncharacterized protein	8553
A0A2H0ZI40	B9J08_004132 CA7LBN_004266	Importin N-terminal domain-containing protein	117368
A0A2H0ZI41	B9J08_004111 CA7LBN_004249 CJI97_004174	Triacylglycerol lipase	55162
A0A2H0ZI46	B9J08_004139 CA7LBN_004271	Uncharacterized protein	140439
A0A2H0ZI47	B9J08_004140 CA7LBN_004272	Major facilitator superfamily (MFS) profile domain-containing protein	67593
A0A2H0ZI51	B9J08_004843 B9J08_04803	JAB1/MPN/MOV34 metalloenzyme domain-containing protein	35859
A0A2H0ZI59	B9J08_004165 CA7LBN_004292 CJI97_004229	Phospholipid/glycerol acyltransferase domain-containing protein	37128
A0A2H0ZI64	B9J08_004174 CA7LBN_004300	Uncharacterized protein	28076
A0A2H0ZI68	B9J08_004159 B9J08_04913	Uncharacterized protein	23251
A0A2H0ZI69	B9J08_004175 CA7LBN_004301	Triacylglycerol lipase	57190
A0A2H0ZI70	B9J08_004162 CA7LBN_004289	G2/mitotic-specific cyclin-4	50073
A0A2H0ZI71	B9J08_004160 B9J08_04914	CHY-type domain-containing protein	18179
A0A2H0ZI73	B9J08_004143 CA7LBN_004275	Uncharacterized protein	124374
A0A2H0ZI75	B9J08_004184 B9J08_04938	Uncharacterized protein	50738
A0A2H0ZI76	B9J08_004813 B9J08_04773	C2H2-type domain-containing protein	59202
A0A2H0ZI77	B9J08_004176 CA7LBN_004302	Triacylglycerol lipase	57874
A0A2H0ZI81	B9J08_004172 CA7LBN_004298	Triacylglycerol lipase	56069
A0A2H0ZI84	B9J08_004803 B9J08_04763	DUF1989 domain-containing protein	32645
A0A2H0ZI85	B9J08_004151 B9J08_04905	Uncharacterized protein	177041
A0A2H0ZI86	B9J08_004194 CA7LBN_004317	Uncharacterized protein	49903
A0A2H0ZI88	B9J08_004186 CA7LBN_004311	Mitochondrial group I intron splicing factor CCM1	67750
A0A2H0ZI90	B9J08_004179 B9J08_04933	Uncharacterized protein	24571
A0A2H0ZI91	B9J08_004195 CA7LBN_004318	Uncharacterized protein	33770
A0A2H0ZI93	B9J08_004180 B9J08_04934	EthD domain-containing protein	16307
A0A2H0ZI94	B9J08_004163 B9J08_04917	Mitochondrial glyco protein	29797
A0A2H0ZI95	B9J08_004832 B9J08_04792	Thiamine-binding protein domain-containing protein	11532
A0A2H0ZI96	B9J08_004161 CA7LBN_004288	Cytochrome P450	59225
A0A2H0ZI99	B9J08_004196 CA7LBN_004319	MHD domain-containing protein	50593
A0A2H0ZIA2	B9J08_004208 B9J08_04962	Uncharacterized protein	22449
A0A2H0ZIA4	B9J08_004173 CA7LBN_004299 QG37_04158	Triacylglycerol lipase	55458
A0A2H0ZIA7	B9J08_004171 CA7LBN_004297 CJJ07_002586	BHLH domain-containing protein	29089
A0A2H0ZIA8	B9J08_004812 CA7LBN_004163 CJI97_004640	Inositol polyphosphate-related phosphatase domain-containing protein	48016
A0A2H0ZIB0	B9J08_004209 B9J08_04963	Uncharacterized protein	40124
A0A2H0ZIB2	B9J08_004200 B9J08_04954	Cell wall protein	30735
A0A2H0ZIB4	B9J08_004205 B9J08_04959	Endonuclease/exonuclease/phosphatase domain-containing protein	60300
A0A2H0ZIB5	B9J08_004201 B9J08_04955	Trafficking protein particle complex subunit 11 domain-containing protein	145484
A0A2H0ZIB7	B9J08_004183 CA7LBN_004308	Major facilitator superfamily (MFS) profile domain-containing protein	56602
A0A2H0ZIC5	B9J08_004215 B9J08_04969	Methylenetetrahydrofolate dehydrogenase	36619
A0A2H0ZIC6	B9J08_004193 CA7LBN_004316	Uncharacterized protein	62038
A0A2H0ZID0	B9J08_004238 CA7LBN_004354	Ribosomal protein S2	44886
A0A2H0ZID3	B9J08_004223 B9J08_04977	Uncharacterized protein	15787
A0A2H0ZID4	B9J08_004733 B9J08_04693	Protein AF-9 homolog	25678
A0A2H0ZIE0	B9J08_004204 CA7LBN_004324	Major facilitator superfamily (MFS) profile domain-containing protein	60044
A0A2H0ZIE2	B9J08_004249 B9J08_05003	CCHC-type domain-containing protein	113267
A0A2H0ZIE5	B9J08_004233 CA7LBN_004348 CJI97_004298	Actin interacting protein 3 C-terminal domain-containing protein	76744
A0A2H0ZIE7	B9J08_004236 B9J08_04990	F-box domain-containing protein	49590
A0A2H0ZIE8	B9J08_004214 CA7LBN_004334	Uncharacterized protein	76297
A0A2H0ZIF5	B9J08_004252 CA7LBN_004364	Phosphatase PP2A regulatory subunit A/Splicing factor 3B subunit 1-like HEAT repeat domain-containing protein	116206
A0A2H0ZIF9	B9J08_004256 B9J08_05010	DUF2470 domain-containing protein	25794
A0A2H0ZIG4	B9J08_004272 CA7LBN_004379	Uncharacterized protein	64484
A0A2H0ZIG5	B9J08_004263 B9J08_05017	FAD dependent oxidoreductase domain-containing protein	37000
A0A2H0ZIH0	B9J08_004257 B9J08_05011	Uncharacterized protein	31898
A0A2H0ZIH5	B9J08_004235 CA7LBN_004351	SAC domain-containing protein	102114
A0A2H0ZIH7	B9J08_004283 B9J08_05037	Uncharacterized protein	12690
A0A2H0ZIH8	B9J08_004284 B9J08_05038	Uncharacterized protein	49781
A0A2H0ZIH9	B9J08_004276 B9J08_05030	Uncharacterized protein	28664
A0A2H0ZII3	B9J08_004279 B9J08_05033	PH-response regulator protein palH/RIM21	63407
A0A2H0ZII5	B9J08_004285 CA7LBN_004389	Heat shock protein 78, mitochondrial	90120
A0A2H0ZIJ1	B9J08_004288 CA7LBN_004392	Phosphomethylpyrimidine kinase	63000
A0A2H0ZIJ3	B9J08_004291 CA7LBN_004395	Uncharacterized protein	75263
A0A2H0ZIJ5	B9J08_004260 CA7LBN_004370	Uncharacterized protein	46813
A0A2H0ZIJ8	B9J08_004296 B9J08_05050	Uncharacterized protein	9060
A0A2H0ZIJ9	B9J08_004304 CA7LBN_004404	PhoD-like phosphatase domain-containing protein	78488
A0A2H0ZIK0	B9J08_004305 B9J08_05059	Uncharacterized protein	72974
A0A2H0ZIK4	B9J08_004302 B9J08_05056	Uncharacterized protein	13858
A0A2H0ZIK6	B9J08_004268 CA7LBN_004375	Uncharacterized protein	116033
A0A2H0ZIK7	B9J08_004270 CA7LBN_004377	Uncharacterized protein	108358
A0A2H0ZIK8	B9J08_004306 CA7LBN_004406	B30.2/SPRY domain-containing protein	53825
A0A2H0ZIK9	B9J08_004316 CA7LBN_004414	Proline-rich protein HUA1	27290
A0A2H0ZIL3	B9J08_004300 B9J08_05054	RNB domain-containing protein	141816
A0A2H0ZIL7	B9J08_004278 CA7LBN_004385	UNC-45/Cro1/She4 central domain-containing protein	82236
A0A2H0ZIM0	B9J08_004318 CA7LBN_004416	Dynamitin	39131
A0A2H0ZIM1	B9J08_004326 B9J08_05080	DUF676 domain-containing protein	84132
A0A2H0ZIM2	B9J08_004327 B9J08_05081	Biogenesis of lysosome-related organelles complex 1 subunit 7	11011
A0A2H0ZIM8	B9J08_004290 CA7LBN_004394	DUF1279 domain-containing protein	32226
A0A2H0ZIN0	B9J08_004328 B9J08_05082	Uncharacterized protein	38460
A0A2H0ZIN1	B9J08_004321 CA7LBN_004419	DEXH box helicase	216860
A0A2H0ZIN3	B9J08_004337 B9J08_05091	Uncharacterized protein	85005
A0A2H0ZIP1	B9J08_004331 B9J08_05085	alcohol dehydrogenase (EC 1.1.1.1)	36772
A0A2H0ZIP2	B9J08_004347 B9J08_05101	Gpi16 subunit	64817
A0A2H0ZIP5	B9J08_004332 B9J08_05086	Autophagy-related protein 16 domain-containing protein	18825
A0A2H0ZIP6	B9J08_004345 B9J08_05099	FAD/NAD(P)-binding domain-containing protein	45994
A0A2H0ZIQ0	B9J08_004341 B9J08_05095	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2)	44246
A0A2H0ZIQ4	B9J08_004358 CA7LBN_004450	Uncharacterized protein	60272
A0A2H0ZIQ9	B9J08_004325 B9J08_05079	DNA-directed RNA polymerase III subunit RPC9	17779
A0A2H0ZIR2	B9J08_004359 B9J08_05113	Pyrimidine 5'-nucleotidase	32847
A0A2H0ZIR3	B9J08_004599 B9J08_04558	Uncharacterized protein	8098
A0A2H0ZIR5	B9J08_004368 CA7LBN_004459	Rgp1-domain-containing protein	62434
A0A2H0ZIR7	B9J08_004323 B9J08_05077	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit TRM61)	36442
A0A2H0ZIR8	B9J08_004365 B9J08_05119	Succinate/fumarate mitochondrial transporter	33745
A0A2H0ZIR9	B9J08_004335 B9J08_05089	Uncharacterized protein	38521
A0A2H0ZIS0	B9J08_004559 B9J08_04518	Uncharacterized protein	20459
A0A2H0ZIS4	B9J08_004378 B9J08_05132	Uncharacterized protein	28004
A0A2H0ZIS9	B9J08_003610 B9J08_004579 B9J08_01468 B9J08_04538	Elongation factor 1-alpha	50031
A0A2H0ZIT2	B9J08_004539 CA7LBN_003923 CJI97_004913	Amino acid permease/ SLC12A domain-containing protein	56732
A0A2H0ZIT4	B9J08_004387 CA7LBN_004477	Uncharacterized protein	59712
A0A2H0ZIT6	B9J08_004388 CA7LBN_004478	PUM-HD domain-containing protein	118383
A0A2H0ZIT7	B9J08_004379 CA7LBN_004470	Uncharacterized protein	27331
A0A2H0ZIU2	B9J08_004373 B9J08_05127	Solute carrier family 66 member 3	29270
A0A2H0ZIU5	B9J08_004398 B9J08_05152	Uncharacterized protein	145154
A0A2H0ZIU7	B9J08_004389 CA7LBN_004479	F-box domain-containing protein	92020
A0A2H0ZIU9	B9J08_004397 B9J08_05151	Type 2A phosphatase activator TIP41	46937
A0A2H0ZIV0	B9J08_004354 B9J08_05108	Uncharacterized protein	26585
A0A2H0ZIV1	B9J08_004395 CA7LBN_004484	Uncharacterized protein	35556
A0A2H0ZIV2	B9J08_004366 CA7LBN_004457	Uncharacterized protein	13137
A0A2H0ZIV3	B9J08_004383 B9J08_05137	PH domain-containing protein	200292
A0A2H0ZIV8	B9J08_004392 B9J08_05146	Vacuolar protein-sorting-associated protein 25	21954
A0A2H0ZIW0	B9J08_004364 B9J08_05118	Phospholipid scramblase	40588
A0A2H0ZIW2	B9J08_004405 CA7LBN_004493	CTLH domain-containing protein	93629
A0A2H0ZIW5	B9J08_004376 B9J08_05130	Uncharacterized protein	37975
A0A2H0ZIW7	B9J08_004418 B9J08_05172	Uncharacterized protein	16712
A0A2H0ZIW9	B9J08_004409 B9J08_05163	Rhodanese domain-containing protein	15538
A0A2H0ZIX2	B9J08_004415 B9J08_05169	Uncharacterized protein	18916
A0A2H0ZIX5	B9J08_004386 CA7LBN_004476 CJI97_004449	PCI domain-containing protein	48202
A0A2H0ZIX6	B9J08_004508 B9J08_04467	Ubiquitin-conjugating enzyme E2 7	18971
A0A2H0ZIX7	B9J08_004428 B9J08_05182	Uncharacterized protein	43490
A0A2H0ZIY1	B9J08_004384 B9J08_05138	Pre-mRNA polyadenylation factor FIP1	31306
A0A2H0ZIY7	B9J08_004105 B9J08_04859	SERRATE/Ars2 N-terminal domain-containing protein	24408
A0A2H0ZIY8	B9J08_004438 B9J08_05192	K Homology domain-containing protein	103829
A0A2H0ZIZ0	B9J08_004422 CA7LBN_004509	Uncharacterized protein	50936
A0A2H0ZIZ1	B9J08_004429 B9J08_05183	Uncharacterized protein	43928
A0A2H0ZIZ3	B9J08_004394 CA7LBN_004483 CJI97_004457	ER membrane protein complex subunit 2	35177
A0A2H0ZIZ4	B9J08_004435 CA7LBN_004522	Uncharacterized protein	36768
A0A2H0ZJ05	B9J08_004433 B9J08_05187	Ubiquinol-cytochrome C reductase hinge domain-containing protein	17926
A0A2H0ZJ06	B9J08_004404 B9J08_05158	HhH-GPD domain-containing protein	29874
A0A2H0ZJ07	B9J08_004416 CA7LBN_004503	Uncharacterized protein	26346
A0A2H0ZJ08	B9J08_004458 CA7LBN_004545 CJI97_004522	Zn(2)-C6 fungal-type domain-containing protein	111909
A0A2H0ZJ09	B9J08_004106 B9J08_04860	Uncharacterized protein	38508
A0A2H0ZJ10	B9J08_004442 B9J08_05196	Seipin	32940
A0A2H0ZJ11	B9J08_004449 B9J08_05203	Uncharacterized protein	66625
A0A2H0ZJ12	B9J08_004457 B9J08_05211	Nuclear transcription factor Y subunit B-3	19578
A0A2H0ZJ13	B9J08_004455 B9J08_05209	Uncharacterized protein	68550
A0A2H0ZJ15	B9J08_004137 B9J08_04891	GDP/GTP exchange factor Sec2 N-terminal domain-containing protein	72574
A0A2H0ZJ16	B9J08_004443 B9J08_05197	C2H2-type domain-containing protein	43671
A0A2H0ZJ24	B9J08_004126 CA7LBN_004262 CJI97_004189	SGNH hydrolase-type esterase domain-containing protein	29702
A0A2H0ZJ25	B9J08_004453 CA7LBN_004540	Uncharacterized protein	52391
A0A2H0ZJ26	B9J08_004465 CA7LBN_004552	Uncharacterized protein	53972
A0A2H0ZJ33	B9J08_004434 B9J08_05188	60S ribosomal protein L8	29087
A0A2H0ZJ42	B9J08_004446 B9J08_05200	ABC transporter domain-containing protein	74116
A0A2H0ZJ44	B9J08_004444 CA7LBN_004531 CJI97_004508	F-box domain-containing protein	64080
A0A2H0ZJ48	B9J08_004148 CA7LBN_004279 CJJ07_002443	Opaque-phase-specific protein OP4	36121
A0A2H0ZJ50	B9J08_004167 CA7LBN_004294	C2H2-type domain-containing protein	97074
A0A2H0ZJ52	B9J08_004456 B9J08_05210	Bud emergence protein 1	67800
A0A2H0ZJ59	B9J08_004454 B9J08_05208	Thioredoxin-like fold domain-containing protein	24875
A0A2H0ZJ62	B9J08_004177 CA7LBN_004303	Triacylglycerol lipase	57264
A0A2H0ZJ65	B9J08_004466 CA7LBN_004553	Gamma-glutamyltransferase	63545
A0A2H0ZJ71	B9J08_004154 CA7LBN_004284 CJI97_004218	Amino acid transporter transmembrane domain-containing protein	51867
A0A2H0ZJ72	B9J08_004464 B9J08_05218	Rho GDP-dissociation inhibitor	22021
A0A2H0ZJ75	B9J08_004168 B9J08_04922	Uncharacterized protein	50736
A0A2H0ZJ76	B9J08_004187 B9J08_04941	Uncharacterized protein	17537
A0A2H0ZJ81	B9J08_004157 B9J08_04911	Uncharacterized protein	52970
A0A2H0ZJ84	B9J08_004149 B9J08_04903	Fatty acid desaturase domain-containing protein	45821
A0A2H0ZJ88	B9J08_004178 CA7LBN_004304	PH domain-containing protein	138239
A0A2H0ZJB0	B9J08_004190 B9J08_04944	WH2 domain-containing protein	72387
A0A2H0ZJB6	B9J08_004207 CA7LBN_004327 CJI97_004271	Uncharacterized protein	20800
A0A2H0ZJC1	B9J08_004198 B9J08_04952	CUE domain-containing protein	71003
A0A2H0ZJC7	B9J08_004216 B9J08_04970	Rab-GAP TBC domain-containing protein	61104
A0A2H0ZJD1	B9J08_004231 B9J08_04985	Ribosome-interacting GTPase 1	40303
A0A2H0ZJD7	B9J08_004211 CA7LBN_004331	Uncharacterized protein	32348
A0A2H0ZJE5	B9J08_004230 B9J08_04984	Translation initiation factor aIF-2	109608
A0A2H0ZJE8	B9J08_004261 B9J08_05015	DUF2415 domain-containing protein	66426
A0A2H0ZJF6	B9J08_004243 B9J08_04997	Major facilitator superfamily (MFS) profile domain-containing protein	57019
A0A2H0ZJG9	B9J08_004232 B9J08_04986	TOG domain-containing protein	120847
A0A2H0ZJH6	B9J08_004264 CA7LBN_004372	Quinate transporter	67857
A0A2H0ZJH8	B9J08_004282 B9J08_05036	Uncharacterized protein	29740
A0A2H0ZJJ0	B9J08_004274 CA7LBN_004381	Uncharacterized protein	40575
A0A2H0ZJJ9	B9J08_004254 B9J08_05008	Uncharacterized protein	144039
A0A2H0ZJL0	B9J08_004314 CA7LBN_004412 CJI97_004376	FAD-binding domain-containing protein	30411
A0A2H0ZJL6	B9J08_004269 B9J08_05023	54S ribosomal protein L35, mitochondrial	40370
A0A2H0ZJM9	B9J08_004275 B9J08_05029	Uncharacterized protein	44745
A0A2H0ZJN0	B9J08_004333 CA7LBN_004430 CJI97_004396	Uncharacterized protein	86092
A0A2H0ZJN7	B9J08_004348 B9J08_05102	Uncharacterized protein	24545
A0A2H0ZJP0	B9J08_004367 CA7LBN_004458 CJI97_004430	RRM domain-containing protein	30733
A0A2H0ZJP6	B9J08_004287 CA7LBN_004391	Uncharacterized protein	40914
A0A2H0ZJQ0	B9J08_004377 B9J08_05131	PITH domain-containing protein	26798
A0A2H0ZJQ1	B9J08_004319 B9J08_05073	Ribosome-interacting GTPase 2	40650
A0A2H0ZJQ5	B9J08_004361 B9J08_05115	Protein disulfide-isomerase domain	33749
A0A2H0ZJR3	B9J08_004329 CA7LBN_004426	Cysteine protease RIM13	84614
A0A2H0ZJS7	B9J08_004339 CA7LBN_004435	SH3 domain-containing protein	105586
A0A2H0ZJS9	B9J08_004396 B9J08_05150	Manganese/iron superoxide dismutase C-terminal domain-containing protein	29518
A0A2H0ZJU3	B9J08_004350 B9J08_05104	Uncharacterized protein	19228
A0A2H0ZJV6	B9J08_004360 B9J08_05114	Serine hydrolase domain-containing protein	30734
A0A2H0ZJZ9	B9J08_005560 B9J08_05240	Uncharacterized protein	17878
A0A2H0ZK03	B9J08_004390 CA7LBN_004480	Uncharacterized protein	23140
A0A2H0ZK21	B9J08_002591 B9J08_00451	Uncharacterized protein	10332
A0A2H0ZK26	B9J08_002587 CA7LBN_001266	Agmatinase	49000
A0A2H0ZK37	B9J08_002610 B9J08_00470	Uncharacterized protein	11011
A0A2H0ZK40	B9J08_004391 B9J08_05145	60S ribosomal protein L43	10734
A0A2H0ZK43	B9J08_004420 CA7LBN_004507	Orc1-like AAA ATPase domain-containing protein	83564
A0A2H0ZK44	B9J08_002604 B9J08_00464	Protein BFR2	60636
A0A2H0ZK45	B9J08_002595 B9J08_00455	Uncharacterized protein	82863
A0A2H0ZK48	B9J08_002620 CA7LBN_001236	Uncharacterized protein	76274
A0A2H0ZK51	B9J08_002607 B9J08_00467	Small GTP-binding protein	23533
A0A2H0ZK57	B9J08_002614 CA7LBN_001242	Uncharacterized protein	37038
