Gene Names	Accession	Entry	Protein names	Mass
CXQ85_002417	OG6_500869	A0A2V1AQW8	Nitrogen regulatory protein areA GATA-like domain-containing protein	98778
CXQ85_002418	OG6_102477	A0A2V1AS27	Vacuolar membrane protein	34066
CXQ85_002419	OG6_102785	A0A2V1ARZ2	Vacuolar protein sorting-associated protein 54 C-terminal domain-containing protein	151747
CXQ85_002420	OG6_100398	A0A2V1ARD0	Fe2OG dioxygenase domain-containing protein	42247
CXQ85_002421	OG6r20_110676	A0A2V1AUS4	Uncharacterized protein	41247
CXQ85_002422	OG6_103578	A0A2V1ASB0	Mitochondrial thiamine pyrophosphate carrier 1	33191
CXQ85_002423	OG6_101011	A0A2V1ATL9	MutL C-terminal dimerisation domain-containing protein	102070
CXQ85_002424	OG6_104258	A0A2V1ASC7	palmitoyl-CoA hydrolase (EC 3.1.2.2)	38610
CXQ85_002425	OG6_104258	A0A2V1AS71	palmitoyl-CoA hydrolase (EC 3.1.2.2)	39228
CXQ85_002426	OG6_104258	A0A2V1ASZ8	palmitoyl-CoA hydrolase (EC 3.1.2.2)	39058
CXQ85_002427	OG6_101460	A0A2V1AQX8	Vacuolar protein sorting-associated protein 33A	79106
CXQ85_002428	OG6_106911	A0A2V1AS37	CID domain-containing protein	51452
CXQ85_002429	OG6_100639	A0A2V1AS01	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	47063
CXQ85_002430	OG6_137850	A0A2V1ARE0	HTH APSES-type domain-containing protein	52570
CXQ85_002431	OG6_102906	A0A2V1AUT1	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	83546
CXQ85_002432	OG6_101267	A0A2V1ASC0	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108)	45505
CXQ85_002433	OG6_103996	A0A2V1ATM6	CS domain-containing protein	54971
CXQ85_002434	OG6r20_102000	A0A2V1ASD7	Uncharacterized protein	54643
CXQ85_002435	OG6_101054	A0A2V1AS81	Alcohol dehydrogenase N-terminal domain-containing protein	73024
CXQ85_002436	OG6_101796	A0A2V1AT08	Lysosomal cobalamin transporter	74606
CXQ85_002437	OG6_100624	A0A2V1AQY8	Protein GCN20	84721
CXQ85_002438	OG6_102519	A0A2V1AS48	Metallo-beta-lactamase domain-containing protein	50229
CXQ85_002439	OG6_105143	A0A2V1AS11	Protein MGR2	11050
CXQ85_002440	OG6_118306	A0A2V1ARE9	DUF1690 domain-containing protein	16400
CXQ85_002441	OG6_101892	A0A2V1AUT8	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	54516
CXQ85_002442	OG6_100557	A0A2V1ASC9	Aldehyde dehydrogenase domain-containing protein	65322
CXQ85_002443	OG6_118223	A0A2V1ATN6	AB hydrolase-1 domain-containing protein	34944
CXQ85_002444	OG6_103112	A0A2V1ASE6	Autophagy-related protein 18	64081
CXQ85_002447	OG6_102817	A0A2V1AS90	RNA polymerase I-specific transcription initiation factor RRN3	67457
CXQ85_002448	OG6_103125	A0A2V1AT16	JAB1/MPN/MOV34 metalloenzyme domain-containing protein	25379
CXQ85_002450	OG6_117004	A0A2V1AY32	Gfd2/YDR514C-like C-terminal domain-containing protein	32488
CXQ85_002451	OG6_101024	A0A2V1AZE6	Transcription initiation factor IIB (General transcription factor TFIIB)	37776
CXQ85_002452	OG6r20_168587	A0A2V1AY63	Uncharacterized protein	17967
CXQ85_002453	OG6_165980	A0A2V1AY04	Urea active transporter	71950
CXQ85_002454	OG6_105688	A0A2V1AZ15	Major facilitator superfamily (MFS) profile domain-containing protein	73789
CXQ85_002455	OG6_109335	A0A2V1AXC7	Formamidase	47458
CXQ85_002456	OG6_411979	A0A2V1AY03	CFEM domain-containing protein	62608
CXQ85_002457	OG6_181781	A0A2V1AYB2	Thiamine transporter	59778
CXQ85_002459	OG6r20_101610	A0A2V1AXB5	Protein FYV8	91286
CXQ85_002460	OG6_101407	A0A2V1B0S5	Metacaspase-1	48671
CXQ85_002461	OG6_101971	A0A2V1AY41	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing] (EC 1.3.1.124)	30099
CXQ85_002462	OG6_101281	A0A2V1AZF4	J domain-containing protein	36369
CXQ85_002463	OG6_114704	A0A2V1AY74	candidapepsin (EC 3.4.23.24)	62593
CXQ85_002464	OG6_100774	A0A2V1AY12	histidine kinase (EC 2.7.13.3)	119526
CXQ85_002465	OG6_101046	A0A2V1AZ25	DNA polymerase delta catalytic subunit (EC 2.7.7.7)	238214
CXQ85_002466	OG6r20_140415	A0A2V1AXD1	Uncharacterized protein	34393
CXQ85_002467	OG6_105746	A0A2V1AY13	Peroxisomal membrane protein PEX14 (Peroxin-14)	44547
CXQ85_002468	OG6_104304	A0A2V1AYC2	Mitochondrial glycine transporter (Solute carrier family 25 member 38 homolog)	34570
CXQ85_002469	OG6_103705	A0A2V1AXC5	Prenyltransferase alpha-alpha toroid domain-containing protein	43410
CXQ85_002470	OG6_102195	A0A2V1B0T3	holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	32857
CXQ85_002471	OG6_102336	A0A2V1AY51	Aromatic amino acid beta-eliminating lyase/threonine aldolase domain-containing protein	40566
CXQ85_002472	OG6_100163	A0A2V1AZF9	Aldehyde dehydrogenase domain-containing protein	53847
CXQ85_002473	OG6r20_102792	A0A2V1AY85	F-box domain-containing protein	59298
CXQ85_002474	OG6_100395	A0A2V1AY24	Uncharacterized protein	41031
CXQ85_002475	OG6r20_101667	A0A2V1AZ34	Myosin-binding domain-containing protein	90083
CXQ85_002476	OG6_103743	A0A2V1AXE3	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	147860
CXQ85_002477	OG6_110442	A0A2V1AY23	TMEM14 protein	11333
CXQ85_002478	OG6_100514	A0A2V1AYD2	40S ribosomal protein S3	26915
CXQ85_002479	OG6_101332	A0A2V1AXD2	phosphoribosylformylglycinamidine synthase (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (Formylglycinamide ribotide amidotransferase)	147162
CXQ85_002480	OG6r20_309473	A0A2V1B0U3	Ribosome biogenesis protein SLX9	17549
CXQ85_002481	OG6_102962	A0A2V1AY60	Protein FMP42	58407
CXQ85_002482	OG6r20_109186	A0A2V1AZG6	Uncharacterized protein	14667
CXQ85_002483	OG6_102056	A0A2V1AY94	DNA-directed RNA polymerases I, II, and III subunit RPABC3	16778
CXQ85_002484	OG6_140331	A0A2V1AY34	ASX DEUBAD domain-containing protein	17328
CXQ85_002485	OG6_105463	A0A2V1AZ42	Mannosyltransferase	77186
CXQ85_002488	OG6_102276	A0A2V1AXF6	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	55821
CXQ85_002490	OG6_109462	A0A2V1AY33	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	47574
CXQ85_002491	OG6_102979	A0A2V1AYE2	Importin N-terminal domain-containing protein	64994
CXQ85_002492	OG6_102743	A0A2V1AXE0	Uncharacterized protein	117455
CXQ85_002493	OG6_109856	A0A2V1B0V0	Glutathione S-transferase	29788
CXQ85_002494	OG6_105576	A0A2V1AY70	TauD/TfdA-like domain-containing protein	47010
CXQ85_002495	OG6_129979	A0A2V1AZH6	Mannosyltransferase	53255
CXQ85_002496	OG6_474049	A0A2V1AYA2	OPT family small oligopeptide transporter	87095
CXQ85_002497	OG6_101912	A0A2V1AY43	Aspartate-tRNA ligase	77182
CXQ85_002498	OG6_103394	A0A2V1AZ48	Nucleolar protein 9 (Pumilio domain-containing protein NOP9)	81746
CXQ85_002499	OG6_109856	A0A2V1AXG8	Glutathione S-transferase	29158
CXQ85_002500	OG6_101333	A0A2V1AY44	20S-pre-rRNA D-site endonuclease NOB1	51094
CXQ85_002501	OG6_127231	A0A2V1AYF2	EH domain-containing protein	75628
CXQ85_002502	OG6_500493	A0A2V1AXF1	PX domain-containing protein	83909
CXQ85_002503	OG6_101412	A0A2V1B0V8	sphinganine-1-phosphate aldolase (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	65451
CXQ85_002504	OG6_102512	A0A2V1AY81	Uncharacterized protein	23725
CXQ85_002505	OG6_103576	A0A2V1AZI6	Uncharacterized protein	191686
CXQ85_002506	OG6_101986	A0A2V1AYB1	CP-type G domain-containing protein	75070
CXQ85_002507	OG6_101164	A0A2V1AY54	Small COPII coat GTPase SAR1 (Small COPII coat GTPase sar1)	72687
CXQ85_002508	OG6r20_102795	A0A2V1AZ58	Uncharacterized protein	34373
CXQ85_002509	OG6_110891	A0A2V1AXH6	Altered inheritance of mitochondria protein 9, mitochondrial (Found in mitochondrial proteome protein 29)	70065
CXQ85_002510	OG6_102292	A0A2V1AY52	Trafficking protein particle complex subunit	16650
CXQ85_002511	OG6r20_101639	A0A2V1AYG1	Inheritance of peroxisomes protein 1	53312
CXQ85_002512	OG6_152946	A0A2V1AXG0	Uncharacterized protein	87703
CXQ85_002513	OG6_100096	A0A2V1B0W5	Thioredoxin	36309
CXQ85_002514	OG6_101861	A0A2V1AY92	Letm1 RBD domain-containing protein	54914
CXQ85_002515	OG6_101166	A0A2V1AZJ6	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	16194
CXQ85_002516	OG6r20_101640	A0A2V1AYC0	DUF1746 domain-containing protein	30922
CXQ85_002517	OG6_124945	A0A2V1AY65	Uncharacterized protein	146259
CXQ85_002518	OG6r20_102488	A0A2V1AZ70	Uncharacterized protein	12894
CXQ85_002519	OG6_100918	A0A2V1AXI5	[histone H3]-trimethyl-L-lysine(9) demethylase (EC 1.14.11.66)	85376
CXQ85_002520	OG6_103195	A0A2V1AY61	Checkpoint protein RAD24	68989
CXQ85_002521	OG6_101660	A0A2V1AYG7	Grx4 family monothiol glutaredoxin	26110
CXQ85_002522	OG6_170170	A0A2V1AXH0	C2H2-type domain-containing protein	136129
CXQ85_002523	OG6r20_103996	A0A2V1B0X3	Vacuolar ATPase assembly integral membrane protein VMA21	13778
CXQ85_002524	OG6_104794	A0A2V1AY99	TMEM205-like domain-containing protein	17493
CXQ85_002525	OG6_100652	A0A2V1AZK6	DNA mismatch repair protein	134387
CXQ85_002526	OG6r20_103490	A0A2V1AYC9	Protein BIG1	23493
CXQ85_002527	OG6_103587	A0A2V1AY73	Nucleotidyl transferase domain-containing protein	47551
CXQ85_002528	OG6_103246	A0A2V1AZ80	RNA exonuclease 3	63395
CXQ85_002529	OG6_101007	A0A2V1AXJ7	Palmitoyltransferase (EC 2.3.1.225)	84721
CXQ85_002530	OG6_112036	A0A2V1AY72	Vacuolar membrane protein	30466
CXQ85_002531	OG6r20_101799	A0A2V1AYH7	Uncharacterized protein	52513
CXQ85_002532	OG6r20_100470	A0A2V1AXI1	Uncharacterized protein	39926
CXQ85_002533	OG6_118130	A0A2V1B0Y1	peptidylprolyl isomerase (EC 5.2.1.8)	41079
CXQ85_002534	OG6_117007	A0A2V1AYA9	Uncharacterized protein	41360
CXQ85_002535	OG6_100908	A0A2V1AZL3	Midasin	557822
CXQ85_002536	OG6_100742	A0A2V1AYD3	Protein phosphatase (EC 3.1.3.16)	46143
CXQ85_002537	OG6_100765	A0A2V1AY83	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	235908
CXQ85_002540	OG6_101039	A0A2V1AZ91	ADP-ribosylation factor GTPase-activating protein	106000
CXQ85_002541	OG6_103797	A0A2V1AXK7	RNA polymerase II transcription factor B subunit 3 (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	39771
CXQ85_002542	OG6r20_102010	A0A2V1AY80	Uncharacterized protein	43378
CXQ85_002543	OG6_103892	A0A2V1AYI9	EKC/KEOPS complex subunit CGI121 (EKC/KEOPS complex subunit cgi121)	21460
CXQ85_002544	OG6_101671	A0A2V1AXI9	Uncharacterized protein	71497
CXQ85_002545	OG6r20_101495	A0A2V1B0Y9	TEA domain-containing protein	95647
CXQ85_002546	OG6_102280	A0A2V1AYB9	non-specific serine/threonine protein kinase (EC 2.7.11.1)	42973
CXQ85_002547	OG6_104902	A0A2V1AZM4	RNA polymerase II-associated protein RBA50	49749
CXQ85_002548	OG6r20_109187	A0A2V1AYE3	Uncharacterized protein	22887
CXQ85_002549	OG6_102462	A0A2V1AY93	ER membrane protein complex subunit 1	95621
CXQ85_002550	OG6_359353	A0A2V1AZA1	Zn(2)-C6 fungal-type domain-containing protein	72988
CXQ85_002551	OG6_103265	A0A2V1AXL8	Uncharacterized protein	16031
CXQ85_002552	OG6_113012	A0A2V1AY87	TECPR1-like DysF domain-containing protein	55472
CXQ85_002553	OG6_110516	A0A2V1AYJ8	Deacetylase sirtuin-type domain-containing protein	53570
CXQ85_002554	OG6_100252	A0A2V1AXK0	non-specific serine/threonine protein kinase (EC 2.7.11.1)	69261
CXQ85_002555	OG6_103077	A0A2V1B0Z7	U1 small nuclear ribonucleoprotein component SNU71	25160
CXQ85_002556	OG6_104460	A0A2V1AYD1	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Ubiquinone biosynthesis monooxygenase COQ7)	118421
CXQ85_002557	OG6_100558	A0A2V1AZN4	Major facilitator superfamily (MFS) profile domain-containing protein	63391
CXQ85_002558	OG6_499948	A0A2V1AYF4	G-protein coupled receptors family 1 profile domain-containing protein	71563
CXQ85_002559	OG6_129674	A0A2V1AYA4	Amino acid permease/ SLC12A domain-containing protein	66158
CXQ85_002560	OG6_101253	A0A2V1AZA9	Association with the SNF1 complex (ASC) domain-containing protein	40114
CXQ85_002561	OG6_137784	A0A2V1AXM8	Pheromone alpha factor receptor	41778
CXQ85_002562	OG6_105102	A0A2V1AY96	diphosphoinositol-polyphosphate diphosphatase (EC 3.6.1.52)	33138
CXQ85_002563	OG6_125877	A0A2V1AYK8	Uncharacterized protein	12357
CXQ85_002564	OG6_100119	A0A2V1AQR4	Histone H3	15374
CXQ85_002565	OG6_100120	A0A2V1B103	Histone H4	11379
CXQ85_002566	OG6_127232	A0A2V1AYD4	Mannosyltransferase	67665
CXQ85_002567	OG6_500648	A0A2V1AZP2	Transcriptional regulatory protein SDS3	40154
CXQ85_002568	OG6_109739	A0A2V1AYG6	N-acetyltransferase domain-containing protein	25182
CXQ85_002569	OG6_109739	A0A2V1AYB4	N-acetyltransferase domain-containing protein	62809
CXQ85_002570	OG6_100435	A0A2V1AZB7	Protein URA2	244074
CXQ85_002571	OG6_104355	A0A2V1AXN5	Major facilitator superfamily (MFS) profile domain-containing protein	62955
CXQ85_002572	OG6_105015	A0A2V1AYA6	Potassium transport protein	115746
CXQ85_002573	OG6_102223	A0A2V1AYL8	U3 small nucleolar ribonucleoprotein protein IMP4	34574
CXQ85_002574	OG6_100671	A0A2V1AXM0	Uncharacterized protein	47168
CXQ85_002575	OG6_103652	A0A2V1B109	REM-1 domain-containing protein	145280
CXQ85_002576	OG6_100025	A0A2V1AYE4	Uncharacterized protein	24261
CXQ85_002577	OG6_101293	A0A2V1AZQ1	Histone chaperone	27334
CXQ85_002578	OG6r20_101518	A0A2V1AYH5	Uncharacterized protein	52432
CXQ85_002579	OG6_105935	A0A2V1AYC1	Auxin efflux carrier	48164
CXQ85_002580	OG6_104157	A0A2V1AZC5	GTP-binding protein rhb1	20581
CXQ85_002581	OG6_100720	A0A2V1AXP4	FAD dependent oxidoreductase domain-containing protein	38962
CXQ85_002582	OG6_101124	A0A2V1AYB6	Golgi apyrase	80441
CXQ85_002583	OG6_103231	A0A2V1AYM8	Protein FYV10 (Protein fyv10)	53261
CXQ85_002584	OG6_105097	A0A2V1AXM9	25S rRNA (uridine-N(3))-methyltransferase BMT5-like domain-containing protein	36729
CXQ85_002585	OG6_104100	A0A2V1B116	Ubiquitin carboxyl-terminal hydrolase	130327
CXQ85_002586	OG6_104709	A0A2V1AYF3	tRNA wybutosine-synthesizing protein 2 (tRNA-yW-synthesizing protein 2) (tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase)	47989
CXQ85_002587	OG6_114247	A0A2V1AZR1	C2H2-type domain-containing protein	64284
CXQ85_002588	OG6_102372	A0A2V1AYI4	Bacterial surface antigen (D15) domain-containing protein	54778
CXQ85_002589	OG6_102247	A0A2V1AYD0	DNA/pantothenate metabolism flavoprotein C-terminal domain-containing protein	40234
CXQ85_002590	OG6_103291	A0A2V1AZD4	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	12490
CXQ85_002591	OG6_103590	A0A2V1AXQ3	Cyclin-like domain-containing protein	38627
CXQ85_002592	OG6_100372	A0A2V1AYC6	TLC domain-containing protein	45047
CXQ85_002593	OG6_124658	A0A2V1AYN7	Amino acid transporter transmembrane domain-containing protein	47101
CXQ85_002594	OG6_104002	A0A2V1AXN9	Dynactin subunit 4	30132
CXQ85_002595	OG6_101370	A0A2V1B122	SSD domain-containing protein	216518
CXQ85_002596	OG6_102571	A0A2V1AYG3	Deoxycytidylate deaminase	30096
CXQ85_002597	OG6_100403	A0A2V1AZR8	Fumarylacetoacetase-like C-terminal domain-containing protein	27218
CXQ85_002598	OG6_107140	A0A2V1AYJ5	Plasma membrane iron permease	43319
CXQ85_002599	OG6_105573	A0A2V1AYD9	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	119025
CXQ85_002600	OG6_105688	A0A2V1AZE1	Major facilitator superfamily (MFS) profile domain-containing protein	75938
CXQ85_002601	OG6_103037	A0A2V1AXR3	Mitochondrial import inner membrane translocase subunit TIM9	64066
CXQ85_002602	OG6_101288	A0A2V1AYD5	asparagine--tRNA ligase (EC 6.1.1.22)	55664
CXQ85_002603	OG6_108383	A0A2V1AYP5	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	36360
CXQ85_002604	OG6_100749	A0A2V1AXP6	proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)	76196
CXQ85_002605	OG6_103052	A0A2V1B127	asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase)	62149
CXQ85_002606	OG6_101588	A0A2V1AYH3	Arginosuccinase	51863
CXQ85_002607	OG6r20_112586	A0A2V1AZS2	Uncharacterized protein	14326
CXQ85_002608	OG6_102419	A0A2V1AYK3	Uncharacterized protein	143903
CXQ85_002609	OG6_102669	A0A2V1AYE8	Pre-mRNA-splicing factor ISY1	25265
CXQ85_002610	OG6_100439	A0A2V1AZF0	Uncharacterized protein	21153
CXQ85_002611	OG6_106964	A0A2V1AXS2	Initiation-specific alpha-1,6-mannosyltransferase	42496
CXQ85_002612	OG6_100461	A0A2V1AYE6	RNA helicase (EC 3.6.4.13)	68440
CXQ85_002613	OG6_100357	A0A2V1AYQ5	NAD(+) kinase	59724
CXQ85_002614	OG6_101794	A0A2V1AXQ6	guanosine-diphosphatase (EC 3.6.1.42)	61632
CXQ85_002615	OG6r20_101363	A0A2V1B132	DNA replication checkpoint mediator MRC1 domain-containing protein	90544
CXQ85_002616	OG6_129743	A0A2V1AYI3	Transcription factor BYE1	178092
CXQ85_002617	OG6_101295	A0A2V1AZT2	Proline dehydrogenase (EC 1.5.5.2)	54532
CXQ85_002618	OG6r20_102489	A0A2V1AYL2	Uncharacterized protein	85993
CXQ85_002619	OG6_100510	A0A2V1AYF6	ABC1 atypical kinase-like domain-containing protein	62791
CXQ85_002621	OG6_102171	A0A2V1AZF8	Uncharacterized protein	87033
CXQ85_002622	OG6_137735	A0A2V1AXT0	Zn(2)-C6 fungal-type domain-containing protein	39706
CXQ85_002623	OG6_112432	A0A2V1AYF7	Man1/Src1 C-terminal domain-containing protein	93852
CXQ85_002624	OG6_102929	A0A2V1AYR5	RWD domain-containing protein	26577
CXQ85_002625	OG6_129934	A0A2V1AXR5	SH3 domain-containing protein	22063
CXQ85_002626	OG6r20_106126	A0A2V1B138	SANT domain-containing protein	71636
CXQ85_002627	OG6r20_103499	A0A2V1AYJ3	Uncharacterized protein	34919
CXQ85_002628	OG6_100528	A0A2V1AZU0	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	17558
CXQ85_002629	OG6_101112	A0A2V1AYM3	Redoxin domain-containing protein	20361
CXQ85_002630	OG6_104063	A0A2V1AYH1	UDENN domain-containing protein	79110
CXQ85_002631	OG6_103715	A0A2V1AZG8	Uncharacterized protein	46777
CXQ85_002632	OG6_100026	A0A2V1AXU0	Metal resistance protein YCF1	174438
CXQ85_002633	OG6_100816	A0A2V1AYG4	Protein transport protein SEC1	86631
CXQ85_002634	OG6_102765	A0A2V1AYT3	GDP-mannose transporter (GMT)	40335
CXQ85_002635	OG6_107443	A0A2V1AXS3	Peptidase A1 domain-containing protein	60676
CXQ85_002636	OG6_133293	A0A2V1B142	histidine kinase (EC 2.7.13.3)	138574
CXQ85_002637	OG6_100574	A0A2V1AYK4	Dipeptidyl aminopeptidase B	96695
CXQ85_002638	OG6_101832	A0A2V1AZU9	Translationally-controlled tumor protein homolog	18675
CXQ85_002639	OG6_103381	A0A2V1AYN2	tRNA:m(4)X modification enzyme TRM13 (EC 2.1.1.225)	49121
CXQ85_002640	OG6_115800	A0A2V1AYH9	Bud22 domain-containing protein	53094
CXQ85_002641	OG6_102618	A0A2V1AZH8	Glucosidase 2 subunit beta	55958
CXQ85_002642	OG6r20_102241	A0A2V1AXU9	Uncharacterized protein	59140
CXQ85_002643	OG6_100272	A0A2V1AYH4	3-oxoacyl-[acyl-carrier-protein] reductase	26464
CXQ85_002644	OG6_110555	A0A2V1AYU6	YCII-related domain-containing protein	12532
CXQ85_002645	OG6_103260	A0A2V1AXT5	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	113183
CXQ85_002646	OG6r20_102785	A0A2V1B147	Uncharacterized protein	34488
CXQ85_002647	OG6_121407	A0A2V1AYL3	Histone chaperone RTT106 (Histone chaperone rtt106)	50557
CXQ85_002648	OG6r20_101514	A0A2V1AZV7	Uncharacterized protein	13061
CXQ85_002649	OG6_100686	A0A2V1AYP2	Aminotransferase class I/classII large domain-containing protein	48692
CXQ85_002650	OG6_103098	A0A2V1AYI7	PX domain-containing protein	37789
CXQ85_002651	OG6_127009	A0A2V1AZI8	AB hydrolase-1 domain-containing protein	63997
CXQ85_002652	OG6_111255	A0A2V1AXV8	FHA domain-containing protein	58772
CXQ85_002653	OG6_113013	A0A2V1AYI5	Major facilitator superfamily (MFS) profile domain-containing protein	65365
CXQ85_002654	OG6_123060	A0A2V1AYV3	Transcription factor domain-containing protein	49532
CXQ85_002655	OG6_143740	A0A2V1AXU2	Zn(2)-C6 fungal-type domain-containing protein	68175
CXQ85_002656	OG6_132807	A0A2V1B152	N-acetyltransferase domain-containing protein	17945
CXQ85_002657	OG6_101798	A0A2V1AYM0	Phosphoglycerate mutase	29148
CXQ85_002658	OG6_106383	A0A2V1AZW7	P-type Na(+) transporter (EC 7.2.2.3)	119634
CXQ85_002659	OG6_102465	A0A2V1AYQ2	N-terminal acetyltransferase B complex subunit MDM20	87376
CXQ85_002660	OG6_500621	A0A2V1AYJ7	Uncharacterized protein	42677
CXQ85_002661	OG6_110409	A0A2V1AZJ8	Antagonist of mitotic exit network protein 1	66317
CXQ85_002662	OG6_112308	A0A2V1AXX0	t-SNARE coiled-coil homology domain-containing protein	119150
CXQ85_002663	OG6_101979	A0A2V1AYJ4	1-phosphatidylinositol-3-phosphate 5-kinase (EC 2.7.1.150)	323976
CXQ85_002664	OG6_103565	A0A2V1AYX1	Vacuolar protein sorting-associated protein 74	38554
CXQ85_002665	OG6_100224	A0A2V1AXV3	chitinase (EC 3.2.1.14)	40344
CXQ85_002666	OG6_101380	A0A2V1B156	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	88301
CXQ85_002667	OG6_103629	A0A2V1AYM9	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	40560
CXQ85_002668	OG6_103247	A0A2V1AZX6	Amino acid permease/ SLC12A domain-containing protein	61208
CXQ85_002669	OG6_100259	A0A2V1AYR3	MATE efflux family protein	59270
CXQ85_002670	OG6_109780	A0A2V1AYK5	Mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)	50687
CXQ85_002671	OG6_102573	A0A2V1AZK8	Haloacid dehalogenase, type II	37023
CXQ85_002672	OG6_166527	A0A2V1AXY0	Zn(2)-C6 fungal-type domain-containing protein	93770
CXQ85_002673	OG6_101263	A0A2V1AYK6	MHD domain-containing protein	67103
CXQ85_002674	OG6_100957	A0A2V1AYY3	4a-hydroxytetrahydrobiopterin dehydratase (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase)	17223
CXQ85_002675	OG6_102322	A0A2V1AXW2	RNA helicase (EC 3.6.4.13)	284908
CXQ85_002676	OG6_101193	A0A2V1B161	V-SNARE coiled-coil homology domain-containing protein	33166
CXQ85_002677	OG6_103217	A0A2V1AYP0	DNA polymerase epsilon subunit D (DNA polymerase II subunit D)	26241
CXQ85_002678	OG6_101296	A0A2V1AZY2	DNA repair protein RAD5 (EC 2.3.1.48)	169833
CXQ85_002679	OG6_500338	A0A2V1AYS1	Chromatin structure-remodeling complex protein RSC58	62095
CXQ85_002680	OG6_100775	A0A2V1AYL4	Uncharacterized protein	56702
CXQ85_002681	OG6r20_102258	A0A2V1AZL8	Mmc1 C-terminal domain-containing protein	65890
CXQ85_002682	OG6_101229	A0A2V1AXY9	Scaffold protein Nfu/NifU N-terminal domain-containing protein	27073
CXQ85_002683	OG6_100354	A0A2V1AYL5	Phosphate transporter	62261
CXQ85_002684	OG6_103032	A0A2V1AYZ3	F-actin-capping protein subunit beta	32756
CXQ85_002685	OG6r20_103997	A0A2V1AXX2	Topoisomerase I damage affected protein 11	39400
CXQ85_002686	OG6r20_101360	A0A2V1B172	Uncharacterized protein	50051
CXQ85_002687	OG6_103026	A0A2V1AYP8	Clathrin light chain	25121
CXQ85_002688	OG6_103229	A0A2V1AZZ0	Elongator complex protein 2	89374
CXQ85_002689	OG6_104763	A0A2V1AYS7	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20)	26100
CXQ85_002690	OG6_102138	A0A2V1AYM2	ATP-dependent RNA helicase (EC 3.6.4.13)	84508
CXQ85_002691	OG6_122843	A0A2V1AZM8	DNA-directed RNA polymerase III subunit RPC4	41662
CXQ85_002692	OG6_126521	A0A2V1AXZ9	Sas10 C-terminal domain-containing protein	61549
CXQ85_002693	OG6_101757	A0A2V1AYM4	T-complex protein 1 subunit delta	57471
CXQ85_002694	OG6_103549	A0A2V1AZ03	Uncharacterized protein	39222
CXQ85_002695	OG6_101744	A0A2V1AXY3	SMP-30/Gluconolactonase/LRE-like region domain-containing protein	38865
CXQ85_002696	OG6_104054	A0A2V1B178	HIT-type domain-containing protein	15879
CXQ85_002697	OG6_155533	A0A2V1AYQ6	Cyclin N-terminal domain-containing protein	32879
CXQ85_002698	OG6_140875	A0A2V1B000	Zn(2)-C6 fungal-type domain-containing protein	104100
CXQ85_002699	OG6_111549	A0A2V1AYU0	C2H2-type domain-containing protein	55661
CXQ85_002700	OG6_137777	A0A2V1AYN0	Cyclin N-terminal domain-containing protein	40887
CXQ85_002701	OG6_500934	A0A2V1AZN8	Histone H2A.Z-specific chaperone CHZ1 (Histone H2A.Z-specific chaperone chz1)	18789
CXQ85_002702	OG6_101868	A0A2V1AY10	Sm protein B	15037
