Gene Names	Accession	Entry	Protein names	Mass
B9J08_003262	OG6_513692	A0A2H0ZLZ9	Small GTP-binding protein	25814
B9J08_003263	OG6_101684	A0A2H0ZSH3	Synaptobrevin homolog YKT6	22647
B9J08_003264	OG6_106131	A0A2H0ZM00	RNA-binding protein VTS1	65633
B9J08_003265	OG6_103870	A0A2H0ZSM8	Phosphodiesterase (EC 3.1.4.-)	65313
B9J08_003266	OG6_119760	A0A2H0ZSL7	Uncharacterized protein	29467
B9J08_003267	OG6_100349	A0A2H0ZM04	Enoyl reductase (ER) domain-containing protein	40660
B9J08_003268	OG6_105325	A0A2H0ZM12	Nad-binding protein	29386
B9J08_003269	OG6_133406	A0A2H0ZMW2	Zn(2)-C6 fungal-type domain-containing protein	80324
B9J08_003270	OG6_112837	A0A2H0ZMY8	t-SNARE coiled-coil homology domain-containing protein	33445
B9J08_003271	OG6_100454	A0A2H0ZM26	Alpha-aminoadipate reductase (EC 1.2.1.31) (EC 1.2.1.95) (L-aminoadipate-semialdehyde dehydrogenase)	154175
B9J08_003272	OG6_105241	A0A2H0ZU37	DNA repair protein RAD16	95871
B9J08_003273	OG6_100333	A0A2H0ZM30	40S ribosomal protein S18-B	17007
B9J08_003274	OG6_101056	A0A2H0ZSM9	Large ribosomal subunit protein uL4m	28122
B9J08_003275	OG6_100109	A0A2H0ZSP0	Pheromone-processing carboxypeptidase KEX1 (EC 3.4.16.6) (Carboxypeptidase D) (Pheromone-processing carboxypeptidase kex1)	74707
B9J08_003276	OG6_100699	A0A2H0ZSM6	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	102375
B9J08_003277	OG6_551097	A0A2H0ZM14	Anaphase-promoting complex subunit 4 WD40 domain-containing protein	29476
B9J08_003278	OG6_103066	A0A2H0ZM22	MADS-box domain-containing protein	78464
B9J08_003279	OG6_104927	A0A2H0ZMX4	PSP1 C-terminal domain-containing protein	67999
B9J08_003280	OG6_114266	A0A2H0ZMZ7	BZIP domain-containing protein	23866
B9J08_003281	OG6_110573	A0A2H0ZM35	non-specific serine/threonine protein kinase (EC 2.7.11.1)	184284
B9J08_003282	OG6_103503	A0A2H0ZU44	Exonuclease domain-containing protein	32449
B9J08_003283	OG6_115817	A0A2H0ZM40	Uncharacterized protein	53391
B9J08_003284	OG6_104415	A0A2H0ZSN6	Efficient mitochondria targeting-associated protein 19	18933
B9J08_003285	OG6_101568	A0A2H0ZM68	ACB domain-containing protein	9792
B9J08_003286	OG6r20_106984	A0A2H0ZM32	WW domain-containing protein	23244
B9J08_003287	OG6_103917	A0A2H0ZM24	Plus3 domain-containing protein	64261
B9J08_003288	OG6_101185	A0A2H0ZSJ0	40S ribosomal protein S28-A	7569
B9J08_003289	OG6_101137	A0A2H0ZMY4	AB hydrolase-1 domain-containing protein	52556
B9J08_003290	OG6_101072	A0A2H0ZN07	glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase)	90353
B9J08_003291	OG6_113998	A0A2H0ZM44	CBM21 domain-containing protein	69018
B9J08_003292	OG6_100320	A0A2H0ZU55	Uncharacterized protein	28639
B9J08_003293	OG6_100947	A0A2H0ZSK2	Cytoplasmic tRNA 2-thiolation protein 1 (EC 2.7.7.-) (Cytoplasmic tRNA adenylyltransferase 1)	40881
B9J08_003294	OG6_101999	A0A2H0ZM31	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit homolog) (eIF3 p93) (Translation initiation factor eIF3, p93 subunit homolog)	95109
B9J08_003295	OG6_104095	A0A2H0ZM77	Uncharacterized protein	45160
B9J08_003296	OG6_101234	A0A2H0ZM43	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)	50767
B9J08_003297	OG6_100282	A0A2H0ZM34	Uncharacterized protein	42472
B9J08_003298	OG6_102416	A0A2H0ZM47	Uncharacterized protein	61538
B9J08_003299	OG6_123057	A0A2H0ZSK4	Actin cytoskeleton-regulatory complex protein END3 (Actin cytoskeleton-regulatory complex protein end3) (Endocytosis protein 3)	44015
B9J08_003300	OG6_101398	A0A2H0ZSR2	NADH:ubiquinone oxidoreductase 30kDa subunit domain-containing protein	33410
B9J08_003301	OG6r20_109211	A0A2H0ZM54	Zn(2)-C6 fungal-type domain-containing protein	93921
B9J08_003302	OG6_136998	A0A2H0ZM39	RING-type domain-containing protein	52308
B9J08_003303	OG6_104044	A0A2H0ZM60	tRNA(Phe) 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4)]-methyltransferase (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	29684
B9J08_003304	OG6_129965	A0A2H0ZM41	GRIP domain-containing protein	110367
B9J08_003305	OG6_101209	A0A2H0ZM88	Cell division control protein 25	151803
B9J08_003306	OG6_100218	A0A2H0ZM53	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	35336
B9J08_003307	OG6_101403	A0A2H0ZSY7	Vacuolar protein sorting-associated protein 26	38009
B9J08_003308	OG6_127061	A0A2H0ZM56	Mitochondrial carrier protein	46290
B9J08_003309	OG6_100519	A0A0L0P4B9	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	29089
B9J08_003310	OG6_102130	A0A2H0ZN27	SEC7 domain-containing protein	165385
B9J08_003311	OG6_103504	A0A2H0ZM65	Uncharacterized protein	43399
B9J08_003312	OG6_500258	A0A2H0ZM49	PPIase cyclophilin-type domain-containing protein	39831
B9J08_003313	OG6_100849	A0A2H0ZM70	60S ribosomal protein L4-A	39706
B9J08_003314	OG6_100188	A0A2H0ZSR9	SCP domain-containing protein	29979
B9J08_003315	OG6_104710	A0A2H0ZM98	Mitochondrial outer membrane protein IML2	97108
B9J08_003316	OG6_103592	A0A2H0ZM63	Uncharacterized protein	36341
B9J08_003317	OG6r20_115394	A0A2H0ZM55	Uncharacterized protein	25432
B9J08_003318	OG6r20_110717	A0A2H0ZM66	Uncharacterized protein	47114
B9J08_003319	OG6_100963	A0A2H0ZSM3	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	70932
B9J08_003320	OG6_103554	A0A2H0ZN48	SET domain-containing protein	74296
B9J08_003321	OG6_102816	A0A2H0ZM76	Mitochondrial import inner membrane translocase subunit TIM16 (Mitochondrial import inner membrane translocase subunit tim16) (Presequence translocated-associated motor subunit PAM16)	13682
B9J08_003322	OG6_118281	A0A2H0ZU86	Zinc finger PHD-type domain-containing protein	120349
B9J08_003323	OG6_100026	A0A2H0ZSN2	Oligomycin resistance ATP-dependent permease YOR1	160198
B9J08_003324	OG6_108595	A0A2H0ZM61	Phosphatidate cytidylyltransferase	35552
B9J08_003325	OG6r20_112603	A0A2H0ZSU1	Uncharacterized protein	47998
B9J08_003326	OG6_100169	A0A2H0ZM73	Uncharacterized protein	32666
B9J08_003327	OG6_101467	A0A2H0ZM64	tRNA modification GTPase TrmE	51591
B9J08_003328	OG6_103614	A0A2H0ZM75	Bromo domain-containing protein	64191
B9J08_003329	OG6_100390	A0A2H0ZSN3	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	67424
B9J08_003330	OG6_102538	A0A2H0ZSU2	phenylalanine--tRNA ligase (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase)	52804
B9J08_003331	OG6_101573	A0A2H0ZM87	Ribosomal protein L16	25297
B9J08_003332	OG6r20_106953	A0A2H0ZM69	Uncharacterized protein	12101
B9J08_003333	OG6r20_115395	A0A2H0ZM90	Uncharacterized protein	37069
B9J08_003334	OG6r20_109177	A0A2H0ZM71	Uncharacterized protein	28680
B9J08_003335	OG6_103236	A0A2H0ZMB8	Vacuolar protein-sorting-associated protein 24	25375
B9J08_003336	OG6r20_110718	A0A5Q7YEM8	Uncharacterized protein	17521
B9J08_003337	OG6r20_109178	A0A5Q7YEK5	Uncharacterized protein	12406
B9J08_003338	OG6_102480	A0A2H0ZSN8	AAA+ ATPase domain-containing protein	40447
B9J08_003339	OG6_100458	A0A2H0ZN31	peptide-methionine (S)-S-oxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase)	21033
B9J08_003340	OG6_101733	A0A2H0ZN66	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	84627
B9J08_003341	OG6_101746	A0A2H0ZM97	ZIP zinc/iron transport	40084
B9J08_003342	OG6_101067	A0A2H0ZM80	AMMECR1 domain-containing protein	23012
B9J08_003343	OG6_101816	A0A2H0ZMA0	Uncharacterized protein	48573
B9J08_003344	OG6_153259	A0A2H0ZM81	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1	16889
B9J08_003345	OG6r20_103090	A0A5Q7YEQ1	Uncharacterized protein	26922
B9J08_003346	OG6_102654	A0A2H0ZSU6	CTLH domain-containing protein	44657
B9J08_003347	OG6_103455	A0A2H0ZM84	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	96200
B9J08_003348	OG6r20_102233	A0A2H0ZSP8	RRN6 beta-propeller domain-containing protein	95114
B9J08_003349	OG6_102774	A0A2H0ZN47	Tryptophan synthase (EC 4.2.1.20)	75344
B9J08_003350	OG6r20_102502	A0A2H0ZN75	Mediator complex subunit 9	14217
B9J08_003351	OG6_129960	A0A2H0ZMA7	CSN8/PSMD8/EIF3K domain-containing protein	31352
B9J08_003352	OG6_103711	A0A2H0ZM89	Nodulin-like domain-containing protein	52306
B9J08_003353	OG6_101497	A0A2H0ZMB0	Methionyl-tRNA formyltransferase, mitochondrial (EC 2.1.2.9)	34925
B9J08_003354	OG6_101020	A0A2H0ZM91	Vacuolar protein sorting-associated protein	351561
B9J08_003355	OG6_101938	A0A2H0ZSW5	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1) (Serine/threonine-protein kinase atg1)	96292
B9J08_003356	OG6_110822	A0A2H0ZMA2	Protein kinase domain-containing protein	127421
B9J08_003357	OG6_102724	A0A2H0ZM95	Pru domain-containing protein	27717
B9J08_003358	OG6_102775	A0A2H0ZMA6	CinA C-terminal domain-containing protein	18975
B9J08_003359	OG6_104146	A0A2H0ZN62	Cell division control protein 3	49123
B9J08_003360	OG6_104324	A0A2H0ZN85	Uncharacterized protein	31380
B9J08_003361	OG6_101682	A0A2H0ZMB6	Small GTP-binding protein	21730
B9J08_003364	OG6_100083	A0A2H0ZM99	Heat shock protein SSA2	69762
B9J08_003365	OG6_100430	A0A2H0ZSS1	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	74914
B9J08_003366	OG6_103140	A0A2H0ZSX7	GPI mannosyltransferase 2 (EC 2.4.1.-)	48152
B9J08_003367	OG6_123058	A0A2H0ZME7	Uncharacterized protein	46629
B9J08_003368	OG6_100119	A0A2H0ZMB2	Histone H3	15374
B9J08_003369	OG6_100120	A0A2H0ZWC4	Histone H4	11379
B9J08_003370	OG6_111207	A0A2H0ZMB5	N-acetylglucosamine-induced protein 1	25559
B9J08_003371	OG6_101500	A0A2H0ZN70	Phosphoglycerate mutase (EC 5.4.2.11)	29212
B9J08_003372	OG6_119813	A0A2H0ZN94	C2H2-type domain-containing protein	50754
B9J08_003373	OG6_103454	A0A2H0ZMC8	Uncharacterized protein	35853
B9J08_003374	OG6_104865	A0A2H0ZMA9	Isocitrate lyase	61608
B9J08_003375	OG6r20_106099	A0A2H0ZMD0	F-box domain-containing protein	45692
B9J08_003376	OG6_100334	A0A2H0ZSY6	Serine/threonine-protein kinase PHO85	36397
B9J08_003377	OG6_105442	A0A2H0ZMF7	tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211)	62706
B9J08_003378	OG6_102297	A0A2H0ZMC2	CTLH/CRA C-terminal to LisH motif domain-containing protein	60194
B9J08_003379	OG6_102390	A0A2H0ZT61	Elongin-C	11541
B9J08_003380	OG6_102133	A0A2H0ZMC4	Probable vacuolar protein sorting-associated protein 16 homolog	106726
B9J08_003381	OG6_143758	A0A2H0ZN82	F-box domain-containing protein	49859
B9J08_003382	OG6_102701	A0A2H0ZNA4	RRM domain-containing protein	81826
B9J08_003383	OG6_103044	A0A2H0ZMD8	Serine/threonine-protein phosphatase (EC 3.1.3.16)	35800
B9J08_003384	OG6_101408	A0A2H0ZMB9	Small ribosomal subunit protein bS18m	21299
B9J08_003385	OG6_120008	A0A2H0ZME0	ATPase inhibitor, mitochondrial	9392
B9J08_003386	OG6_106380	A0A2H0ZMC0	UBC core domain-containing protein	40694
B9J08_003387	OG6_100898	A0A2H0ZMG7	Uncharacterized protein	32617
B9J08_003388	OG6r20_109179	A0A2H0ZSY4	C2H2-type domain-containing protein	19538
B9J08_003389	OG6_106323	A0A2H0ZMC6	Uncharacterized protein	10302
B9J08_003390	OG6_101636	A0A2H0ZMD4	Cyclin	69148
B9J08_003391	OG6_112506	A0A2H0ZSV3	Sphingoid long-chain base transporter RSB1	56893
B9J08_003392	OG6_112506	A0A2H0ZNB3	Sphingoid long-chain base transporter RSB1	69609
B9J08_003393	OG6_100855	A0A2H0ZUB3	60S ribosomal protein L34-B	13071
B9J08_003394	OG6_100612	A0A2H0ZMC9	Uncharacterized protein	16628
B9J08_003395	OG6_500871	A0A2H0ZMF1	Uncharacterized protein	101529
B9J08_003396	OG6_101250	A0A2H0ZMD1	Protein transport protein SEC31 (Protein transport protein sec31)	145638
B9J08_003397	OG6_103857	A0A2H0ZMH8	alpha,alpha-trehalase (EC 3.2.1.28)	120028
B9J08_003398	OG6_119801	A0A2H0ZSZ4	Kinetochore protein mis13	55050
B9J08_003399	OG6r20_101352	A0A2H0ZT76	Uncharacterized protein	60909
B9J08_003400	OG6_109870	A0A2H0ZSU9	Small ribosomal subunit protein mS33	11883
B9J08_003401	OG6_104443	A0A2H0ZNA1	EF-hand domain-containing protein	251412
B9J08_003402	OG6_101443	A0A2H0ZT22	Zinc finger ZPR1-type domain-containing protein	55794
B9J08_003403	OG6_112271	A0A2H0ZUC2	F-box domain-containing protein	71999
B9J08_003404	OG6_198687	A0A2H0ZMD9	CBM21 domain-containing protein	76534
B9J08_003405	OG6_100931	A0A2H0ZMG0	tRNA wybutosine-synthesizing protein 4 (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	74273
B9J08_003406	OG6_102463	A0A2H0ZME1	Ribosomal RNA-processing protein 40	29190
B9J08_003407	OG6_173339	A0A2H0ZSZ8	Zn(2)-C6 fungal-type domain-containing protein	80162
B9J08_003408	OG6_121258	A0A2H0ZMF2	Alcohol acetyltransferase	51806
B9J08_003409	OG6_133367	A0A2H0ZME6	BHLH domain-containing protein	46408
B9J08_003410	OG6_102228	A0A2H0ZSV6	Defective in cullin neddylation protein	30624
B9J08_003411	OG6_103028	A0A2H0ZNB1	Cullin family profile domain-containing protein	71017
B9J08_003412	OG6_103171	A0A2H0ZND0	Transcription initiation factor TFIID subunit 12	61900
B9J08_003413	OG6_153234	A0A2H0ZMG8	Oligopeptide transporter	84658
B9J08_003414	OG6_100595	A0A2H0ZMF0	Uncharacterized protein	161523
B9J08_003416	OG6_101051	A0A0L0P3N2	NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial	50954
B9J08_003417	OG6_147781	A0A2H0ZME9	J domain-containing protein	34500
B9J08_003418	OG6_103181	A0A2H0ZMJ8	CHCH domain-containing protein	15325
B9J08_003419	OG6r20_102503	A0A2H0ZT09	Uncharacterized protein	24131
B9J08_003420	OG6r20_104616	A0A2H0ZMF6	Mid2 domain-containing protein	39652
B9J08_003421	OG6_101409	A0A2H0ZSW7	DNA topoisomerase I (EC 5.6.2.1) (DNA topoisomerase 1)	86786
B9J08_003422	OG6r20_109182	A0A2H0ZNC2	Uncharacterized protein	35343
B9J08_003424	OG6_100759	A0A2H0ZT43	Serine/threonine-protein kinase (EC 2.7.11.21)	79721
B9J08_003425	OG6_101401	A0A2H0ZMH7	DNA-directed RNA polymerase RBP11-like dimerisation domain-containing protein	13800
B9J08_003426	OG6_101145	A0A2H0ZUH6	Histone deacetylase interacting domain-containing protein	178029
B9J08_003427	OG6_114273	A0A2H0ZMI4	C2 domain-containing protein	147727
B9J08_003428	OG6_104393	A0A2H0ZMF9	Uncharacterized protein	29664
B9J08_003429	OG6_102760	A0A5Q7YF17	Ribosome biogenesis regulatory protein	22890
B9J08_003430	OG6_101658	A0A2H0ZMG9	Mitochondrial Rho GTPase (EC 3.6.5.-)	74528
B9J08_003431	OG6_104163	A0A2H0ZTB0	Bola-like protein	13117
B9J08_003432	OG6_101924	A0A2H0ZMH4	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 90 kDa subunit homolog) (eIF3 p90) (Translation initiation factor eIF3, p90 subunit homolog)	62531
B9J08_003433	OG6_101924	A0A2H0ZND5	RRM domain-containing protein	16244
B9J08_003434	OG6_100282	A0A2H0ZNF4	Uncharacterized protein	82826
B9J08_003435	OG6_102011	A0A2H0ZMI7	Proteasome subunit alpha type	28525
B9J08_003436	OG6_103912	A0A2H0ZMH1	Palmitoyltransferase (EC 2.3.1.225)	47817
B9J08_003437	OG6_100111	A0A2H0ZMJ4	Thioredoxin domain-containing protein	24681
B9J08_003438	OG6_143627	A0A2H0ZMH3	Uncharacterized protein	30258
B9J08_003439	OG6_101929	A0A2H0ZML8	VASt domain-containing protein	88296
B9J08_003440	OG6_102960	A0A2H0ZMH9	Ketol-acid reductoisomerase, mitochondrial (EC 1.1.1.86) (Acetohydroxy-acid reductoisomerase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	44251
B9J08_003441	OG6_137086	A0A2H0ZMH6	Protein kinase domain-containing protein	53554
B9J08_003442	OG6_100297	A0A2H0ZMI5	Glutathione peroxidase	18270
B9J08_003443	OG6_137818	A0A2H0ZNE7	Autophagy-related protein 33	26390
B9J08_003444	OG6_109980	A0A2H0ZT05	Putative tyrosine-protein phosphatase OCA1 (EC 3.1.3.48)	22309
B9J08_003445	OG6_103289	A0A2H0ZT63	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2 (Oligosaccharyl transferase subunit OST2)	17218
B9J08_003446	OG6_100217	A0A2H0ZMI1	Ras-like protein 1	26356
B9J08_003447	OG6_107420	A0A2H0ZMK3	Chromatin modification-related protein	40645
B9J08_003448	OG6_100020	A0A2H0ZMI2	C2H2-type domain-containing protein	34243
B9J08_003449	OG6_100385	A0A2H0ZMM9	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	41758
B9J08_003450	OG6_102278	A0A2H0ZMJ0	Histone-lysine N-methyltransferase, H3 lysine-36 specific (EC 2.1.1.359) (SET domain-containing protein 2)	82957
B9J08_003451	OG6r20_101230	A0A2H0ZMI6	Uncharacterized protein	118178
B9J08_003452	OG6_103520	A0A2H0ZTC9	4-aminobutyrate aminotransferase (EC 2.6.1.19) (GABA aminotransferase) (Gamma-amino-N-butyrate transaminase)	55184
B9J08_003453	OG6_100153	A0A2H0ZNF7	Protein kinase domain-containing protein	50145
B9J08_003454	OG6r20_102800	A0A2H0ZNH3	Ada DNA repair metal-binding domain-containing protein	51369
B9J08_003455	OG6_179758	A0A2H0ZT73	FAD-binding FR-type domain-containing protein	59561
B9J08_003457	OG6_102732	A0A2H0ZMJ1	UmuC domain-containing protein	86003
B9J08_003458	OG6_103665	A0A2H0ZML4	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (Peroxin-10)	37829
B9J08_003459	OG6_133176	A0A2H0ZMJ3	Uncharacterized protein	42140
B9J08_003460	OG6_129962	A0A2H0ZMN7	ARID domain-containing protein	138801
B9J08_003461	OG6_109308	A0A2H0ZMK0	Choline monooxygenase, chloroplastic (EC 1.14.15.7)	50988
B9J08_003462	OG6_101647	A0A2H0ZMJ6	Peroxisomal targeting signal receptor (Peroxin-5)	67358
B9J08_003463	OG6_103269	A0A2H0ZMK5	Histidine biosynthesis trifunctional protein [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphohydrolase (EC 3.6.1.31); Histidinol dehydrogenase (HDH) (EC 1.1.1.23)]	92807
B9J08_003464	OG6_104484	A0A2H0ZT23	Beta-lactamase-related domain-containing protein	45861
B9J08_003465	OG6_127200	A0A2H0ZT27	Major facilitator superfamily (MFS) profile domain-containing protein	61921
B9J08_003466	OG6_101212	A0A2H0ZT83	Malate dehydrogenase (EC 1.1.1.37)	36042
B9J08_003467	OG6_101805	A0A2H0ZMK1	DNA replication licensing factor MCM4 (EC 3.6.4.12)	100578
B9J08_003468	OG6r20_105281	A0A2H0ZMM3	Uncharacterized protein	16051
B9J08_003469	OG6_103163	A0A2H0ZMK4	Peptidase S54 rhomboid domain-containing protein	43201
B9J08_003470	OG6_102833	A0A2H0ZMP8	Trafficking protein particle complex III-specific subunit 85	76008
B9J08_003471	OG6_114276	A0A2H0ZML0	Bud site selection protein RAX2	146653
B9J08_003473	OG6_101285	A0A2H0ZMK6	VPS10 domain-containing protein	172331
B9J08_003474	OG6_137816	A0A2H0ZTE9	Ribonucleases P/MRP subunit Pop8-like domain-containing protein	14782
B9J08_003475	OG6r20_110720	A0A2H0ZNH6	Uncharacterized protein	16311
B9J08_003477	OG6_101966	A0A2H0ZT36	Uncharacterized protein	72817
B9J08_003478	OG6_102934	A0A2H0ZMM5	Actin-related protein 2/3 complex subunit 4	20013
B9J08_003479	OG6_119786	A0A2H0ZML1	Zn(2)-C6 fungal-type domain-containing protein	112611
B9J08_003480	OG6_105573	A0A2H0ZMN4	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39)	77607
B9J08_003481	OG6r20_110719	A0A2H0ZML3	Uncharacterized protein	25502
B9J08_003482	OG6_103790	A0A2H0ZMQ8	Palmitoyltransferase (EC 2.3.1.225)	42298
B9J08_003483	OG6r20_101517	A0A2H0ZMM0	Uncharacterized protein	34186
B9J08_003484	OG6_119793	A0A2H0ZML5	Uncharacterized protein	10227
B9J08_003485	OG6_101071	A0A2H0ZMM6	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216)	60523
B9J08_003486	OG6_108039	A0A2H0ZNI6	Lysophospholipase (EC 3.1.1.5)	69703
B9J08_003487	OG6r20_167096	A0A2H0ZNK3	Uncharacterized protein	6036
B9J08_003488	OG6_129971	A0A2H0ZMN5	Mitochondrial resolvase Ydc2 catalytic domain-containing protein	38344
B9J08_003489	OG6_100772	A0A2H0ZMM1	Flavoprotein domain-containing protein	84903
B9J08_003490	OG6_100807	A0A5C1DPK1	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89)	18497
B9J08_003491	OG6r20_109181	A0A2H0ZMM2	Uncharacterized protein	31607
B9J08_003494	OG6_103108	A0A2H0ZMR8	Uncharacterized protein	87994
B9J08_003495	OG6_103165	A0A2H0ZMM8	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 (CTD phosphatase SSU72) (EC 3.1.3.16)	25537
B9J08_003496	OG6_100501	A0A2H0ZMM7	Cysteine protease (EC 3.4.22.-)	52761
B9J08_003497	OG6_110895	A0A2H0ZMN6	Protein SQS1	79635
B9J08_003498	OG6_102227	A0A2H0ZNJ5	J domain-containing protein	64786
B9J08_003499	OG6r20_102244	A0A2H0ZNL3	Nitrogen regulatory protein areA GATA-like domain-containing protein	80247
B9J08_003500	OG6_100925	A0A2H0ZTB1	Uncharacterized protein	41323
B9J08_003501	OG6_103003	A0A2H0ZMN1	proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)	63522
B9J08_003502	OG6_103007	A0A2H0ZUP9	Protein transport protein Sec61 subunit beta	9483
B9J08_003503	OG6_115950	A0A2H0ZT68	RRM domain-containing protein	75625
B9J08_003504	OG6_100270	A0A2H0ZT98	protein-serine/threonine phosphatase (EC 3.1.3.16)	54106
B9J08_003505	OG6_103737	A0A2H0ZMN8	Histone acetyltransferase (EC 2.3.1.48)	96388
B9J08_003506	OG6_100330	A0A2H0ZMN9	Uncharacterized protein	43454
B9J08_003507	OG6_103567	A0A2H0ZTH6	J domain-containing protein	25066
B9J08_003508	OG6_100608	A0A2H0ZT69	ATP synthase subunit beta (EC 7.1.2.2)	53473
B9J08_003509	OG6_100617	A0A2H0ZNM1	Uncharacterized protein	96238
B9J08_003510	OG6_100382	A0A2H0ZMQ4	Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	29073
B9J08_003511	OG6_131593	A0A2H0ZUM0	Altered inheritance of mitochondria protein 41	16250
B9J08_003512	OG6_101150	A0A2H0ZUQ9	RNA helicase (EC 3.6.4.13)	48985
B9J08_003513	OG6_500723	A0A2H0ZMP2	Bacteriophage T5 Orf172 DNA-binding domain-containing protein	34753
B9J08_003514	OG6_106883	A0A2H0ZMT7	Protein MET17	50204
B9J08_003515	OG6_499846	A0A2H0ZMP7	Uncharacterized protein	62469
B9J08_003516	OG6_500811	A0A2H0ZMP9	Damage-regulated import facilitator 1	15980
B9J08_003517	OG6_100416	A0A2H0ZMQ5	Ornithine aminotransferase (EC 2.6.1.13)	46620
B9J08_003518	OG6_107465	A0A2H0ZNL5	Sodium/hydrogen antiporter	97394
B9J08_003519	OG6_101165	A0A2H0ZNN0	glutathione-specific gamma-glutamylcyclotransferase (EC 4.3.2.7)	28277
B9J08_003521	OG6_186751	A0A2H0ZMR4	Peptide hydrolase	92492
B9J08_003522	OG6_102933	A0A2H0ZMQ1	RING-type domain-containing protein	70212
B9J08_003523	OG6_103476	A0A2H0ZUN0	Signal peptidase complex subunit 2	19422
B9J08_003524	OG6_100599	A0A2H0ZMQ2	NAD(P)-binding protein	37135
B9J08_003525	OG6_103331	A0A2H0ZMU8	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2	65855
B9J08_003526	OG6r20_119418	A0A2H0ZMQ7	Altered inheritance of mitochondria protein 3	103506
B9J08_003527	OG6_100863	A0A2H0ZMR2	Nucleoside transporter	49607
B9J08_003528	OG6_105970	A0A2H0ZMR7	Uncharacterized protein	12956
B9J08_003529	OG6_105970	A0A2H0ZNM5	Potassium channel domain-containing protein	53468
B9J08_003530	OG6_100208	A0A2H0ZNP1	Ribosomal protein uS17	28501
B9J08_003531	OG6_102457	A0A2H0ZMS4	histidinol-phosphate transaminase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	44052
B9J08_003532	OG6r20_107979	A0A2H0ZMQ9	Uncharacterized protein	36776
B9J08_003533	OG6_115523	A0A2H0ZUN9	Translocation protein SEC72	25245
B9J08_003534	OG6r20_167120	A0A2H0ZMR3	Biogenesis of lysosome-related organelles complex 1 subunit KXD1	44723
B9J08_003535	OG6_101296	A0A2H0ZMV7	Uncharacterized protein	78205
B9J08_003536	OG6_102872	A0A2H0ZMR5	Conserved oligomeric Golgi complex subunit 8 (Component of oligomeric Golgi complex 8)	47996
B9J08_003537	OG6_101546	A0A2H0ZMS2	V-type proton ATPase subunit	40277
B9J08_003538	OG6_103936	A0A2H0ZMS8	DNA damage checkpoint control protein RAD17	49894
B9J08_003539	OG6_129947	A0A2H0ZNN5	PCI domain-containing protein	34732
B9J08_003540	OG6_110122	A0A2H0ZNQ3	Amino acid permease	62481
B9J08_003541	OG6r20_104615	A0A2H0ZMT4	5'/3'-nucleotidase SurE	48950
B9J08_003542	OG6_100207	A0A2H0ZMR9	Uncharacterized protein	31672
B9J08_003543	OG6_112257	A0A2H0ZMU7	Metal homeostatis protein BSD2	41241
B9J08_003544	OG6_104005	A0A2H0ZMS3	Tricarboxylate transport protein	31084
