Entry	Gene Names	Protein names	Mass
Q05949	BUR2 CST4 YLR226W	Protein BUR2 (Bypass UAS requirement protein 2) (Chromosome stability protein 4)	45721
Q05958	ECM22 YLR228C	Sterol regulatory element-binding protein ECM22 (Extracellular mutant protein 22)	89286
Q05979	BNA5 YLR231C L8083.14	Kynureninase (EC 3.7.1.3) (Biosynthesis of nicotinic acid protein 5) (L-kynurenine hydrolase)	51032
Q06010	STE23 YLR389C L8084.12	A-factor-processing enzyme (EC 3.4.24.-) (Insulin-degrading enzyme homolog)	117579
Q06032	CST9 ZIP3 YLR394W	Chromosome stability protein 9 (Molecular zipper protein 3)	53863
Q06053	DUS3 YLR401C L8084.19	tRNA-dihydrouridine(47) synthase [NAD(P)(+)] (EC 1.3.1.89) (mRNA-dihydrouridine synthase DUS3) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 3)	76596
Q06058	SEI1 FLD1 YLR404W	Seipin (Few lipid droplets protein 1)	32590
Q06063	DUS4 YLR405W L8084.2	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+] (EC 1.3.1.90) (mRNA-dihydrouridine synthase DUS4) (EC 1.3.1.-) (tRNA-dihydrouridine synthase 4)	41696
Q06078	UTP21 YLR409C L8084.22	U3 small nucleolar RNA-associated protein 21 (U3 snoRNA-associated protein 21) (U three protein 21)	104791
Q06096	COG4 SEC38 SGF1 YPR105C P8283.16	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4) (Protein SEC38)	98666
Q06098	ISR1 YPR106W	Serine/threonine-protein kinase ISR1 (EC 2.7.11.1) (Inhibition of staurosporine resistance protein 1)	49736
Q06102	YTH1 YPR107C	mRNA 3'-end-processing protein YTH1 (Yeast 30 kDa homolog 1)	24553
Q06106	MRD1 YPR112C	Multiple RNA-binding domain-containing protein 1	101120
Q06132	SGD1 YLR336C	Suppressor of glycerol defect protein 1	102853
Q06135	GAS2 YLR343W L8300.5	1,3-beta-glucanosyltransferase GAS2 (EC 2.4.1.-) (Glycolipid-anchored surface protein 2)	62362
Q06142	KAP95 YLR347C L8300.15	Importin subunit beta-1 (Importin-95) (Karyopherin subunit beta-1) (Karyopherin-95)	94776
Q06143	DIC1 YLR348C	Mitochondrial dicarboxylate transporter (DTP) (Dicarboxylate carrier 1)	32992
Q06144	ORM2 YLR350W	Protein ORM2	24855
Q06147	LCB5 YLR260W	Sphingoid long chain base kinase 5 (LCB kinase 5) (EC 2.7.1.91) (Sphinganine kinase 5)	77566
Q06148	NEJ1 LIF2 YLR265C	Non-homologous end-joining protein 1	39116
Q06151	DCS1 YLR270W	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Hint-related 7meGMP-directed hydrolase 1) (Protein Dcs1p) (Scavenger mRNA-decapping enzyme DcpS)	40770
Q06156	YCS4 LOC7 YLR272C L8479.14	Condensin complex subunit 1 (XCAP-D2 homolog)	132967
Q06159	ATG39 YLR312C	Autophagy-related protein 39	46628
Q06160	SPH1 YLR313C	Protein SPH1 (SPA2 homolog 1)	74007
Q06163	EST2 YLR318W L8543.12	Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit)	102635
Q06164	MMS22 SLM2 YLR320W	E3 ubiquitin-protein ligase substrate receptor MMS22 (Methyl methanesulfonate-sensitivity protein 22) (Synthetically lethal with MCM10 protein 2)	167683
Q06168	SFH1 YLR321C L8543.4	Chromatin structure-remodeling complex subunit SFH1 (RSC complex subunit SFH1) (SNF5 homolog 1)	48777
Q06178	NMA1 YLR328W L8543.16	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (NAD(+) diphosphorylase 1) (NAD(+) pyrophosphorylase 1) (Nicotinamide-nucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (NMNAT 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1) (NaMNAT 1)	45859
Q06188	PDP3 YLR455W	NuA3 HAT complex component PDP3 (PWWP domain-containing protein YLR455W)	35508
Q06204	NGK1 YLR446W	N-acetylglucosamine kinase (EC 2.7.1.59)	48969
Q06205	FPR4 YLR449W L9324.3	FK506-binding protein 4 (EC 5.2.1.8) (Histone proline isomerase) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	43903
Q06211	MMS1 KIM3 RTT108 SLM6 YPR164W	E3 ubiquitin-protein ligase linker protein MMS1 (Methyl methanesulfonate-sensitivity protein 1) (Regulator of Ty1 transposition protein 108) (Synthetically lethal with MCM10 protein 6)	161238
Q06213	NUT2 MED10 YPR168W P9325.2	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10) (Negative regulator of URS2 protein 2)	17908
Q06217	SMD2 YLR275W L9328.5	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	12853
Q06218	DBP9 YLR276C L9328.3	ATP-dependent RNA helicase DBP9 (EC 3.6.4.13) (DEAD box protein 9)	68060
Q06224	YSH1 BRR5 YLR277C	Endoribonuclease YSH1 (EC 3.1.27.-) (Yeast 73 kDa homolog 1) (mRNA 3'-end-processing protein YSH1)	87674
Q06263	VTA1 YLR181C	Vacuolar protein sorting-associated protein VTA1 (VPS20-associated protein 1)	37316
Q06266	TOS4 YLR183C L94705.22	Protein TOS4 (Target of SBF protein 4)	55468
Q06287	EMG1 NEP1 YLR186W L9470.5	Ribosomal RNA small subunit methyltransferase NEP1 (EC 2.1.1.260) (18S rRNA (pseudouridine(1189)-N1)-methyltransferase) (18S rRNA Psi1189 methyltransferase) (Essential for mitotic growth protein 1) (Nucleolar essential protein 1)	27895
Q06321	ATG26 UGT51 YLR189C	Sterol 3-beta-glucosyltransferase (EC 2.4.1.-) (EC 2.4.1.173) (Autophagy-related protein 26) (UDP-glycosyltransferase 51)	136054
Q06324	MMR1 YLR190W	Mitochondrial MYO2 receptor-related protein 1	54817
Q06328	YPQ2 YDR352W	Vacuolar arginine/histidine antiporter YPQ2 (PQ-loop repeat-containing protein 2)	35179
Q06337	EAF1 VID21 YDR359C	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	112502
Q06339	TFC6 YDR362C	Transcription factor tau 91 kDa subunit (TFIIIC 91 kDa subunit) (Transcription factor C subunit 6)	74709
Q06340	ESC2 YDR363W	Protein ESC2 (Establishes silent chromatin protein 2)	52542
Q06344	ESF1 YDR365C	Pre-rRNA-processing protein ESF1 (18S rRNA factor 1)	72410
Q06346	KEI1 YDR367W	Inositol phosphorylceramide synthase regulatory subunit KEI1 (ICP synthase regulatory subunit KEI1) (KEX2-cleavable protein essential for inositol phosphorylceramide synthesis) [Cleaved into: KEI1N; KEI1C]	25484
Q06349	DXO1 YDR370C	Decapping and exoribonuclease protein 1 (EC 3.6.1.-) (5'-3' exoribonuclease DXO1) (EC 3.1.13.-) (NAD-capped RNA hydrolase DXO1) (DeNADding enzyme DXO1) (EC 3.6.1.-)	50492
Q06385	VPS74 YDR372C D9481.15	Vacuolar protein sorting-associated protein 74	39287
Q06389	FRQ1 NCS1 YDR373W D9481.6	Calcium-binding protein NCS-1	22011
Q06390	PHO92 MRB1 YDR374C	Methylated RNA-binding protein 1 (PHOsphate metabolism protein 92) (YTH domain-containing protein PHO92)	36052
Q06406	LSM6 YDR378C D9481.18	U6 snRNA-associated Sm-like protein LSm6	9398
Q06407	RGA2 YDR379W D9481.4	Rho-type GTPase-activating protein 2	113291
Q06408	ARO10 YDR380W D9481.3	Transaminated amino acid decarboxylase (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (EC 4.1.1.80) (Thiamine diphosphate-dependent phenylpyruvate decarboxylase) (PPDC) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC) (Transaminated branched-chain amino acid decarboxylase)	71384
Q06409	DCK1 YLR422W	DOCK-like protein 1	221563
Q06410	ATG17 APG17 YLR423C	Autophagy-related protein 17	48656
Q06411	SPP382 CCF8 NTR1 YLR424W	Pre-mRNA-splicing factor SPP382 (CLF1 complex factor 8) (Nineteen complex-related protein 1) (NTC-related protein 1) (Suppressor of PRP38 protein 2)	83049
Q06412	TUS1 SOP10 YLR425W	Rho1 guanine nucleotide exchange factor TUS1 (TOR unique function suppressor protein 1)	149113
Q06440	CRN1 YLR429W L9576.2	Coronin-like protein	72553
Q06449	PIN3 LSB2 YPR154W	[PSI+] inducibility protein 3 (LAS seventeen-binding protein 2) (LAS17-binding protein 2)	23539
Q06488	RSC2 YLR357W L9638.1	Chromatin structure-remodeling complex subunit RSC2 (RSC complex subunit RSC2) (Remodel the structure of chromatin complex subunit 2)	102300
Q06493	YLH47 MRS7 YPR125W	LETM1 domain-containing protein YLH47, mitochondrial (LETM1 homolog)	52174
Q06504	NAT3 YPR131C	N-terminal acetyltransferase B complex catalytic subunit NAT3 (NatB complex subunit NAT3) (EC 2.3.1.254) (NatB Nalpha terminal acetyltransferase 3)	22921
Q06505	SPN1 IWS1 YPR133C	Transcription factor SPN1 (Interacts with SPT6 protein 1) (Suppresses postrecruitment functions protein 1)	46082
Q06506	RRP9 YPR137W	Ribosomal RNA-processing protein 9	65054
Q06508	LOA1 VPS66 YPR139C	Lysophosphatidic acid:oleoyl-CoA acyltransferase 1 (LPAAT) (Lysophosphatidic acid acyltransferase) (EC 2.3.1.51) (Vacuolar protein sorting-associated protein 66)	33816
Q06510	TAZ1 YPR140W	Tafazzin (Taz) (EC 2.3.1.-)	44188
Q06512	NOC4 UTP19 YPR144C	Nucleolar complex protein 4 (U three protein 19) (U3 small nucleolar RNA-associated protein 19) (U3 snoRNA-associated protein 19)	63637
Q06522	YPR147C	Lipid droplet-associated triacylglycerol lipase (TAG lipase) (EC 3.1.1.3)	34842
Q06541	ARV1 YLR242C	Protein ARV1	38194
Q06549	CDD1 YLR245C L9672.13	Cytidine deaminase (CDA) (EC 3.5.4.5) (Cytidine aminohydrolase)	15536
Q06551	ERF2 YLR246W	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)	41099
Q06554	IRC20 YLR247C	Uncharacterized ATP-dependent helicase IRC20 (EC 3.6.1.-) (Increased recombination centers protein 20)	180344
Q06580	MLC2 YPR188C P9677.10	Myosin light chain 2 (Calmodulin-like myosin light chain MLC2) (MYO1 light chain 2) (Myosin-1 light chain)	18521
Q06592	HPA2 YPR193C P9677.12	Histone acetyltransferase HPA2 (EC 2.3.1.48)	18334
Q06593	OPT2 YPR194C P9677.13	Oligopeptide transporter 2	101261
Q06596	ARR1 ACR1 YAP8 YPR199C P9677.15	Arsenical-resistance protein ARR1 (AP-1-like transcription factor YAP8) (Arsenic compound resistance protein 1)	33227
Q06598	ARR3 ACR3 YPR201W P9677.2	Arsenical-resistance protein 3 (Arsenic compounds resistance protein 3) (As(III)/H(+) and Sb(III)/H(+)antiporter)	45848
Q06604	BSP1 YPR171W	F-actin capping regulator BSP1 (Binding of synaptojanin polyphosphoinositide phosphatase domain protein 1) (Capping protein interaction motif-containing protein BSP1) (CPI motif-containing protein BSP1)	64666
Q06616	CSA1 YPR174C	CDC5 pindle pole body anchor protein 1 (CDC5 SPB anchor protein 1)	25411
Q06623	HDA3 PLO1 YPR179C	HDA1 complex subunit 3 (Histone deacetylase complex 1 subunit 3)	75463
Q06625	GDB1 YPR184W	Glycogen debranching enzyme (Glycogen debrancher) [Includes: 4-alpha-glucanotransferase (EC 2.4.1.25) (Oligo-1,4-1,4-glucantransferase); Amylo-alpha-1,6-glucosidase (Amylo-1,6-glucosidase) (EC 3.2.1.33) (Dextrin 6-alpha-D-glucosidase)]	174972
Q06628	ATG13 APG13 YPR185W	Autophagy-related protein 13	83281
Q06629	HDA2 PLO2 YDR295C	HDA1 complex subunit 2 (Histone deacetylase complex 1 subunit 2)	77059
Q06630	MHR1 XTC1 YDR296W	Large ribosomal subunit protein mL67 (Cross-linked transcription component 1) (Mitochondrial homologous recombination protein 1)	26895
Q06631	BFR2 YDR299W	Protein BFR2 (Brefeldin A resistance protein 2)	61203
Q06639	RSC3 YDR303C D9740.13	Chromatin structure-remodeling complex protein RSC3 (Remodel the structure of chromatin complex subunit 3)	101720
Q06648	GIC2 YDR309C D9740.18	GTPase-interacting component 2	42852
Q06651	PIB1 YDR313C	E3 ubiquitin-protein ligase PIB1 (EC 2.3.2.27) (Phosphatidylinositol 3-phosphate-binding protein 1) (RING-type E3 ubiquitin transferase PIB1)	32675
Q06671	ATG23 CVT23 YLR431C	Autophagy-related protein 23 (Cytoplasm to vacuole targeting protein 23)	51540
Q06675	MCM21 CTF5 YDR318W	Inner kinetochore subunit MCM21 (CENP-O homolog) (Chromosome transmission fidelity protein 5) (Constitutive centromere-associated network protein MCM21) (Minichromosome maintenance protein 21)	42971
Q06676	YFT2 FIT2A YDR319C	Acyl-coenzyme A diphosphatase YFT2 (EC 3.6.1.-) (FIT family protein YFT2)	32011
Q06677	SWA2 AUX1 BUD24 YDR320C D9798.10	Auxilin-like clathrin uncoating factor SWA2 (Bud site selection protein 24) (DnaJ-related protein SWA2) (J protein SWA2) (Synthetic lethal with ARF1 protein 2)	75020
Q06679	UTP4 YDR324C	U3 small nucleolar RNA-associated protein 4 (U3 snoRNA-associated protein 4) (U three protein 4) (U3 protein 4 required for transcription) (t-UTP4)	87801
Q06680	YCG1 YCS5 YDR325W	Condensin complex subunit 3 (CAPG homolog)	117851
Q06681	YSP2 LAM2 LTC4 YDR326C	Membrane-anchored lipid-binding protein YSP2 (Lipid transfer at contact site protein 4) (Lipid transfer protein anchored at membrane contact sites 3) (Yeast suicide protein 2)	160578
Q06685	VIP1 YLR410W	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24) (InsP6 and PP-IP5 kinase)	129755
Q06696	VPS36 GRD12 VAC3 VPL11 YLR417W	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)	64018
Q06697	CDC73 YLR418C	Cell division control protein 73 (RNA polymerase-associated protein CDC73)	44456
Q06703	CDA2 YLR308W L2142.1	Chitin deacetylase 2 (EC 3.5.1.41)	35693
Q06704	IMH1 SYS3 YLR309C	Golgin IMH1 (Integrins and myosins homology protein 1)	105225
Q06705	CSR1 SFH2 YLR380W	Phosphatidylinositol transfer protein CSR1 (CHS5 SPA2 rescue protein 1) (SEC14 homolog protein 2)	47463
Q06706	IKI3 ELP1 TOT1 YLR384C L3502.7	Elongator complex protein 1 (Gamma-toxin target 1) (Protein IKI3)	152990
Q06708	VAC14 SVP2 YLR386W L3502.1	Vacuole morphology and inheritance protein 14 (Swollen vacuole phenotype 2 protein)	99773
Q06810	OPY2 YPR075C	Protein OPY2 (Overproduction-induced pheromone-resistant protein 2)	38901
Q06817	GRS2 YPR081C	Glycine--tRNA ligase 2 (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 2) (GlyRS 2) (GlyRS2)	71018
Q06833	NVJ2 YPR091C	Nucleus-vacuole junction protein 2	87324
Q06836	SYT1 YPR095C P9513.17	Arf guanine nucleotide exchange factor SYT1 (Arf-GEF SYT1) (Suppressor of YPT3 protein 1)	137583
Q07084	SSK1 YLR006C	Osmolarity two-component system protein SSK1	78529
Q07350	PRP11 PRP10 RNA11 YDL043C D2711	Pre-mRNA-splicing factor PRP11	29921
Q07381	TSR1 YDL060W	Ribosome biogenesis protein TSR1 (20S rRNA accumulation protein 1)	90748
Q07418	PEX19 PAS12 YDL065C D2528	Peroxisomal membrane protein import receptor PEX19 (Peroxin-19)	38706
Q07442	BDF2 YDL070W	Bromodomain-containing factor 2	72513
Q07457	BRE1 YDL074C	E3 ubiquitin-protein ligase BRE1 (EC 2.3.2.27) (Brefeldin A-sensitivity protein 1) (RING-type E3 ubiquitin transferase BRE1)	80692
Q07468	VAM6 CVT4 VPL18 VPL22 VPS39 YDL077C	Vacuolar morphogenesis protein 6 (Vacuolar protein sorting-associated protein 39)	122882
Q07471	THI3 KID1 YDL080C	Thiamine metabolism regulatory protein THI3 (EC 4.1.1.72) (Keto isocaproate decarboxylase 1) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	68366
Q07478	SUB2 YDL084W	ATP-dependent RNA helicase SUB2 (EC 3.6.4.13) (Suppressor of BRR1 protein 2)	50309
Q07508	LUC7 EPE1 EXM2 YDL087C	Protein LUC7	30195
Q07528	ATG20 CVT20 SNX42 YDL113C	Autophagy-related protein 20 (Cytoplasm to vacuole targeting protein 20) (Sorting nexin-42)	72546
Q07532	IWR1 YDL115C	RNA polymerase II nuclear localization protein IWR1 (Interacting with RNA polymerase II protein 1)	40640
Q07533	CYK3 YDL117W	Cytokinesis protein 3	100621
Q07540	YFH1 YDL120W	Frataxin homolog, mitochondrial (EC 1.16.3.1) [Cleaved into: Frataxin homolog intermediate form]	19490
Q07551	YDL124W D2240	NADPH-dependent alpha-keto amide reductase (AKR-E) (EC 1.2.1.-) (YKAR)	35561
Q07560	CRD1 CLS1 YDL142C	Cardiolipin synthase (CMP-forming) (CLS) (EC 2.7.8.41)	32020
Q07623	NOP6 YDL213C D1018	Nucleolar protein 6	25216
Q07648	DTD1 YDL219W	D-aminoacyl-tRNA deacylase (DTD) (EC 3.1.1.96) (D-tyrosyl-tRNA(Tyr) deacylase) (Gly-tRNA(Ala) deacylase)	16746
Q07651	FMP45 YDL222C	SUR7 family protein FMP45	34135
Q07657	SHS1 SEP7 YDL225W	Seventh homolog of septin 1 (Septation protein 7)	62630
Q07688	YPD1 YDL235C D0790	Phosphorelay intermediate protein YPD1 (Histidine-containing phosphotransfer protein YPD1) (Tyrosine phosphatase-dependent protein 1)	19169
Q07732	ADY3 YDL239C	Accumulates dyads protein 3	91812
Q07791	TY2B-DR3 YDRWTy2-3 POL YDR261W-B YD9320A.14	Transposon Ty2-DR3 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	201962
Q07793	TY1B-DR4 YDRCTy1-3 POL YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	181661
Q07794	RTT109 KAT11 KIM2 REM50 YLL002W L1377	Histone acetyltransferase RTT109 (EC 2.3.1.48) (Regulator of Ty1 transposition protein 109)	50096
Q07800	PSR1 YLL010C L1341	Phosphatase PSR1 (EC 3.1.3.-) (Plasma membrane sodium response protein 1)	47931
Q07804	YEH1 YLL012W L1329	Sterol esterase 1 (EC 3.1.1.13) (Steryl ester hydrolase 1)	66508
Q07807	PUF3 YLL013C L1325	mRNA-binding protein PUF3 (Pumilio homology domain family member 3)	98068
Q07821	ISA1 YLL027W	Iron-sulfur assembly protein 1	27675
Q07824	TPO1 YLL028W L0939	Polyamine transporter 1	64272
Q07830	GPI13 MPC1 YLL031C	GPI ethanolamine phosphate transferase 3 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 13)	115634
Q07845	GRC3 YLL035W	Polynucleotide 5'-hydroxyl-kinase GRC3 (EC 2.7.1.-) (Protein GRC3)	72258
Q07878	VPS13 SOI1 VPT2 YME3 YLL040C	Intermembrane lipid transfer protein VPS13 (Suppression of the onset of impotence protein 1) (Vacuolar protein sorting-associated protein 13) (Vacuolar protein-targeting protein 2)	357849
Q07879	ATG10 APG10 YLL042C	Ubiquitin-like-conjugating enzyme ATG10 (EC 2.3.2.-) (Autophagy-related protein 10)	19760
Q07896	NOC3 YLR002C	Nucleolar complex-associated protein 3	75582
Q07913	NSE1 YLR007W	Non-structural maintenance of chromosomes element 1 (Non-SMC element 1) (EC 2.3.2.27)	38335
Q07914	PAM18 TIM14 YLR008C	Mitochondrial import inner membrane translocase subunit TIM14 (Presequence translocated-associated motor subunit PAM18)	17910
Q07915	RLP24 YLR009W	Ribosome biogenesis protein RLP24 (Ribosomal protein L24-like)	23975
Q07923	LOT6 YLR011W	NAD(P)H-dependent FMN reductase LOT6 (FMN reductase LOT6) (EC 1.5.1.39) (Azoreductase LOT6) (FMN reductase [NAD(P)H]) (Low temperature response protein 6)	21281
Q07930	PML1 YLR016C L1591	Pre-mRNA leakage protein 1	23654
Q07938	MEU1 YLR017W L1595	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase) (Multicopy enhancer of UAS2)	37857
Q07950	YEH2 YLR020C	Sterol esterase 2 (EC 3.1.1.13) (Steryl ester hydrolase 2)	62447
Q07953	SDO1 YLR022C	Ribosome maturation protein SDO1	28283
Q07963	UBR2 YLR024C	E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3 component N-recognin-1 homolog)	216778
Q08001	LAM6 LTC1 YLR072W	Membrane-anchored lipid-binding protein LAM6 (Lipid transfer at contact site protein 1) (Lipid transfer protein anchored at membrane contact sites 1)	78212
Q08004	BUD20 YLR074C	Bud site selection protein 20	18517
Q08032	CDC45 SLD4 YLR103C L8004.11	Cell division control protein 45	74249
Q08096	RCL1 RTC1 YOL010W	rRNA processing protein RCL1 (RNA 3'-terminal phosphate cyclase-like protein 1)	40171
Q08108	PLB3 YOL011W	Lysophospholipase 3 (EC 3.1.1.5) (Phospholipase B 3)	75077
Q08109	HRD1 DER3 YOL013C	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	63535
Q08144	TLG2 YOL018C	t-SNARE affecting a late Golgi compartment protein 2 (Syntaxin TLG2)	45875
Q08162	DIS3 RRP44 YOL021C O2197	Exosome complex exonuclease DIS3 (EC 3.1.13.-) (EC 3.1.26.-) (Chromosome disjunction protein 3) (Ribosomal RNA-processing protein 44)	113707
Q08179	MDM38 YOL027C	Mitochondrial distribution and morphology protein 38	65005
Q08193	GAS5 YOL030W	1,3-beta-glucanosyltransferase GAS5 (EC 2.4.1.-) (Glycolipid-anchored surface protein 5)	51870
Q08204	SMC5 YOL034W	Structural maintenance of chromosomes protein 5	126037
Q08208	NOP12 YOL041C	Nucleolar protein 12	51942
Q08214	NTG2 SCR2 YOL043C	Endonuclease III homolog 2 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 2) (DNA glycosylase/AP lyase 2) (Endonuclease III-like glycosylase 2) (Redoxyendonuclease 2)	43844
Q08215	PEX15 PAS21 YOL044W	Peroxisomal membrane protein PEX15 (Peroxin-15) (Peroxisome biosynthesis protein PAS21)	43676
Q08217	PSK2 YOL045W	Serine/threonine-protein kinase PSK2 (EC 2.7.11.1) (PAS kinase 2)	124373
Q08218	LDS2 YOL047C	Outer spore wall protein LDS2 (Lipid droplets in sporulation protein 2)	40878
Q08220	GSH2 YOL049W	Glutathione synthetase GSH2 (GSH synthetase) (GSH-S) (EC 6.3.2.3) (Glutathione synthase)	55815
Q08224	THI20 YOL055C O1239	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20 (EC 2.7.1.49) (EC 2.7.4.7) (EC 3.5.99.2) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	61269
Q08229	NBA1 YOL070C	Protein NBA1 (NAP1 and bud neck-associated protein 1)	55923
Q08230	SDH5 EMI5 YOL071W	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	19042
Q08231	THP1 BUD29 YOL072W O1140	Nuclear mRNA export protein THP1 (Bud site selection protein 29)	52678
Q08235	BRX1 YOL077C	Ribosome biogenesis protein BRX1	33531
Q08236	AVO1 YOL078W O1110	Target of rapamycin complex 2 subunit AVO1 (TORC2 subunit AVO1) (Adheres voraciously to TOR2 protein 1)	131379
Q08245	ZEO1 YOL109W O0738	Protein ZEO1 (Zeocin resistance protein 1)	12589
Q08273	HRT1 RBX1 ROC1 YOL133W	RING-box protein HRT1 (RING-box protein 1) (E3 ubiquitin-protein ligase complex SCF subunit HRT1) (High level expression reduces Ty3 transposition protein 1) (Regulator of cullins protein 1)	13940
Q08278	MED7 YOL135C	Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7)	25585
Q08281	RTC1 SEA2 YOL138C	Restriction of telomere capping protein 1 (SEH-associated protein 2)	149344
Q08282	PPM2 TYW4 YOL141W	tRNA wybutosine-synthesizing protein 4 (tRNA yW-synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	78957
Q08285	RRP40 YOL142W	Exosome complex component RRP40 (Ribosomal RNA-processing protein 40)	26556
Q08387	DNL4 LIG4 YOR005C UND407 UNE452	DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	108515
Q08412	CUE5 YOR042W	Ubiquitin-binding protein CUE5 (Coupling of ubiquitin conjugation to ER degradation protein 5)	46870
Q08417	RSB1 YOR049C O2787	Sphingoid long-chain base transporter RSB1	43187
Q08438	VHS3 YOR054C YOR29-05	Phosphopantothenoylcysteine decarboxylase subunit VHS3 (Viable in a HAL3 SIT4 background protein 3)	73649
Q08444	NOB1 YOR056C YOR29-07	20S-pre-rRNA D-site endonuclease NOB1 (EC 3.1.-.-) (NIN1-binding protein) (Pre-rRNA-processing endonuclease NOB1)	51742
Q08446	SGT1 YOR057W YOR29-08	Protein SGT1 (Suppressor of G2 allele of SKP1)	44860
Q08448	LPL1 YOR059C YOR29-10	Lipid droplet phospholipase 1 (EC 3.1.-.-) (EC 3.1.1.4)	51106
Q08465	YNG1 YOR064C YOR29-15	Protein YNG1 (ING1 homolog 1)	25350
Q08484	GYP1 YOR070C YOR29-21	GTPase-activating protein GYP1 (GAP for YPT1)	73289
Q08490	SGO1 YOR073W YOR29-24	Shugoshin	66706
Q08491	SKI7 YOR076C YOR29-27	Superkiller protein 7	84779
Q08492	BUD21 UTP16 YOR078W YOR29-29	U3 small nucleolar RNA-associated protein 16 (U3 snoRNA-associated protein 16) (Bud site selection protein 21) (U three protein 16)	24385
Q08496	DIA2 YOR080W YOR29-31	Protein DIA2 (Digs into agar protein 2)	85070
Q08548	ALE1 LCA1 LPT1 SLC4 YOR175C O3635	Lysophospholipid acyltransferase (LPLAT) (EC 2.3.1.23) (EC 2.3.1.51) (EC 2.3.1.n6) (EC 2.3.1.n7) (1-acyl-sn-glycerol-3-phosphate acyltransferase) (AGPAT) (Lysophosphatidic acid acyltransferase) (LPAAT) (Lysophosphatidylcholine acyltransferase) (LPCAT) (Lysophosphatidylethanolamine acyltransferase) (LPEAT) (Lysophosphatidylserine acyltransferase) (LPSAT) (Sphingolipid compensation protein 4)	72228
