Entry	Gene Names	Protein names	Mass
Q59YU1	AIM23 CAALFM_C305440CA CaO19.6982	Altered inheritance of mitochondria protein 23, mitochondrial	49967
Q59Z11	ARP3 CAALFM_C207320WA orf19.9829	Actin-related protein 3	46648
Q59Z12	CCT5 CAALFM_C207310WA orf19.9828	T-complex protein 1 subunit epsilon (CCT-epsilon)	59836
Q59Z19	CAALFM_C207240CA orf19.9821	Succinyl-CoA:3-ketoacid-coenzyme A transferase (EC 2.8.3.5)	53883
Q59Z24	CAALFM_C207200WA orf19.9816	DNA-directed RNA polymerase subunit	12876
Q59Z33	RFA2 CAALFM_C207120WA orf19.9807	Rfa2p	29376
Q59Z38	ZTA1 CAALFM_C207070WA orf19.9802	NADPH:quinone reductase	42923
Q59Z51	ATP23 CAALFM_C206950CA CaO19.2249 CaO19.9789	Mitochondrial inner membrane protease ATP23 (EC 3.4.24.-)	27807
Q59Z55	CAALFM_C206890CA orf19.9785	NADP-dependent oxidoreductase domain-containing protein	36307
Q59Z57	PRB1 CAALFM_C206880CA orf19.9783	Prb1p	50272
Q59ZD9	CAALFM_C205510CA orf19.11065	Histone-binding protein RBBP4 N-terminal domain-containing protein	49281
Q59ZE0	ATP4 CAALFM_C205500WA orf19.11063	ATP synthase subunit 4	25829
Q59ZG1	CAALFM_C205290CA orf19.11042	GOLD domain-containing protein	24577
Q59ZG6	RPF2 CAALFM_C205230CA orf19.11036	Ribosome production factor 2 homolog (Ribosome biogenesis protein RPF2 homolog)	37873
Q59ZH3	PEX2 CAALFM_C205150WA orf19.11030	Ubiquitin-protein ligase peroxin 2	47480
Q59ZH8	ERF1 CAALFM_C205100CA orf19.11025	Translation termination factor eRF1	49139
Q59ZI0	BMT2 CAALFM_C205080CA orf19.11023	25S rRNA adenine-N(1) methyltransferase (EC 2.1.1.-)	37315
Q59ZI1	FRE9 CAALFM_C205070WA orf19.11022	Fre9p	85593
Q59ZI2	CAALFM_C205060CA orf19.11021	Sulfiredoxin (EC 1.8.98.2)	14835
Q59ZI3	GNT1 CAALFM_C205050CA CaO19.11020 CaO19.3536	Glucose N-acetyltransferase 1 (EC 2.4.1.-) (N-acetylglucosaminyltransferase)	55312
Q59ZU1	YPI2 CAALFM_C114350WA CaO19.7250	Type 1 phosphatases regulator YPI2	16840
Q59ZW2	IML2 CAALFM_C114210CA CaO19.7229	Inclusion body clearance protein IML2	97244
Q59ZW4	YPI1 CAALFM_C114190CA CaO19.7227	Type 1 phosphatases regulator YPI1	13981
Q59ZW9	PAM16 TIM16 CAALFM_C114150CA CaO19.7222	Mitochondrial import inner membrane translocase subunit TIM16 (Presequence translocated-associated motor subunit PAM16)	13306
Q5A001	CAALFM_CR03580CA orf19.4384.1	Major facilitator superfamily (MFS) profile domain-containing protein	41736
Q5A006	CAALFM_CR03600CA orf19.11860	Coatomer subunit zeta	22662
Q5A013	EFM7 NNT1 CAALFM_CR03760WA CaO19.11853 CaO19.4375	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7)	30430
Q5A014	PRP42 CAALFM_CR03750CA orf19.11852	mRNA splicing protein	47512
Q5A015	CAALFM_CR03740CA orf19.11851	Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)	20090
Q5A016	CAALFM_CR03730CA orf19.11850	Sodium/calcium exchanger membrane region domain-containing protein	63486
Q5A026	CAALFM_CR03640CA orf19.11840	AAA+ ATPase domain-containing protein	41132
Q5A0E2	LOS1 CAALFM_C704200CA CaJ7.0486 CaO19.7153	Exportin-T (Exportin(tRNA)) (Karyopherin-beta) (tRNA exportin)	118464
Q5A0H3	SER2 CAALFM_C202690WA orf19.13260	phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	33367
Q5A0H6	CAALFM_C202710CA orf19.13257	Ribosomal RNA-processing protein 7	32253
Q5A0I6	NCB2 CAALFM_C202810CA orf19.13247	Negative cofactor 2 transcription regulator complex subunit	16919
Q5A0I8	SGT2 CAALFM_C202830CA orf19.13245	Sgt2p	36462
Q5A0J0	CAALFM_C202840CA CaO19.13243 CaO19.5821	UPF0507 protein C2_02840C_A	139090
Q5A0J3	SUR2 CAALFM_C202860WA orf19.13240	Sphingosine hydroxylase	40566
Q5A0J6	SCT2 CAALFM_C202890WA orf19.13237	Bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase	82242
Q5A0J7	ERI1 CAALFM_C202900WA orf19.13236	Uncharacterized protein	13598
Q5A0J9	ETT1 CAALFM_C202930CA CaO19.13234 CaO19.5812	Enhancer of translation termination 1	48230
Q5A0L8	PR26 CAALFM_C203060WA orf19.13215	Proteasome regulatory particle base subunit	45883
Q5A0V4	CAALFM_C406670WA orf19.10654	CASTOR ACT domain-containing protein	44841
Q5A0W1	CAALFM_C406740CA orf19.10647	UBX domain-containing protein	69301
Q5A0W4	CAALFM_C406770WA orf19.10644	Zinc transporter	69953
Q5A0W6	CAALFM_C406790WA CaO19.10642 CaO19.3130	GPN-loop GTPase 3	30867
Q5A0X6	CAALFM_C406910WA orf19.10632	ABC transporter domain-containing protein	64681
Q5A0Y0	EXM2 CAALFM_C406930CA orf19.10628	Exm2p	28040
Q5A0Z9	PDA1 CAALFM_C407110CA orf19.10608	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	44175
Q5A102	MSH2 CAALFM_C407120CA orf19.10605	Mismatch repair ATPase	98321
Q5A199	CAALFM_C406170CA orf19.10437	Translation machinery-associated protein 20	20685
Q5A1A4	CAALFM_C406230CA orf19.10432	Apyrase	78682
Q5A1A9	PGA43 CAALFM_C406260WA CaO19.10428 CaO19.2910	Predicted GPI-anchored protein 43	26292
Q5A1C1	CAALFM_C406370CA orf19.10416	Bicarbonate transporter-like transmembrane domain-containing protein	63370
Q5A1D7	XUT1 CAALFM_C406530CA orf19.10400	Xut1p	63488
Q5A1E1	PGA15 CAALFM_C406560WA CaO19.10396 CaO19.2878	Probable cell wall protein PGA15 (Predicted GPI-anchored protein 15)	18105
Q5A1E4	CCJ1 CAALFM_C406590WA orf19.10393	J domain-containing protein	32754
Q5A1F2	CAALFM_C406650WA orf19.10385	Sorting nexin 1	76155
Q5A1L8	URA4 CAALFM_C500900CA orf19.9533	dihydroorotase (EC 3.5.2.3)	39884
Q5A1M0	CAALFM_C500920WA orf19.9531	Spliceosomal protein DIB1	17363
Q5A1M9	BUD23 CAALFM_C501060CA orf19.9522	18S rRNA (Guanine1575-N7)-methyltransferase	30231
Q5A1Q0	CAALFM_C501230CA orf19.9501	Glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	33799
Q5A1U8	ERF4 SHR5 CAALFM_C501170WA CaO19.1955 CaO19.9510	Ras modification protein ERF4	24666
Q5A1V3	POA1 CAALFM_C501200WA CaO19.1950 CaO19.9506	ADP-ribose 1''-phosphate phosphatase (EC 3.1.3.84)	17453
Q5A1X9	CAALFM_CR03020CA orf19.9964	5'-deoxynucleotidase (EC 3.1.3.89)	30326
Q5A1Y2	RIB1 CAALFM_CR02990CA orf19.10380	GTP cyclohydrolase II (EC 3.5.4.25)	37643
Q5A1Z2	CAALFM_CR02940CA orf19.10370	Mitochondrial thiamine pyrophosphate carrier 1	40166
Q5A1Z4	AQY1 CAALFM_CR02920CA orf19.10368	Aqy1p	29299
Q5A207	CAALFM_CR02780WA orf19.10354	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	17865
Q5A210	PGA34 CAALFM_CR02750CA CaO19.10351 CaO19.2833	Predicted GPI-anchored protein 34	19497
Q5A213	RRP9 CAALFM_CR02710WA orf19.10348	Rrp9p	62414
Q5A222	CAALFM_CR02620CA orf19.10339	NADH-ubiquinone oxidoreductase	19930
Q5A283	CAALFM_CR05970CA orf19.8089	Bifunctional AAA family ATPase chaperone/translocase	50120
Q5A298	CAALFM_C105230WA orf19.8073	DNA-directed RNA polymerase subunit	22763
Q5A2A0	RPT1 CAALFM_C105240CA orf19.8071	Proteasome regulatory particle base subunit	49814
Q5A2A2	MHR1 CAALFM_C105270CA CaO19.439 CaO19.8069	Large ribosomal subunit protein mL67 (Mitochondrial homologous recombination protein 1)	28356
Q5A2A5	GRS1 CAALFM_C105290WA orf19.8067	glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase)	73714
Q5A2A7	PRD1 CAALFM_C105300CA orf19.8064	Metalloendopeptidase	81788
Q5A2B1	YPT53 CAALFM_C105350WA orf19.8060	Rab family GTPase	25257
Q5A2B2	CAALFM_C105360CA orf19.8059	polynucleotide adenylyltransferase (EC 2.7.7.19)	68963
Q5A2B6	CAALFM_C105400CA orf19.8055	Prokaryotic-type class I peptide chain release factors domain-containing protein	23254
Q5A2B8	CAALFM_C105420WA orf19.8053	mRNA-decapping enzyme subunit 1	21214
Q5A2C7	RSM22 CAALFM_C105500WA orf19.8044	Mitochondrial 37S ribosomal protein RSM22	87358
Q5A2K0	NST1 CAALFM_C207740WA CaO19.2208 CaO19.9753	Stress response protein NST1	158504
Q5A2K5	CAALFM_C207810WA orf19.9746	L-type lectin-like domain-containing protein	50532
Q5A2L1	APM4 CAALFM_C207880WA orf19.9740	Apm4p	53805
Q5A2S9	SEH1 CAALFM_C207950WA orf19.9732	Seh1p	38947
Q5A2T0	NSA1 CAALFM_C207960CA CaO19.2185 CaO19.9731	Ribosome biogenesis protein NSA1	45966
Q5A2T3	BLM3 CAALFM_C208010WA orf19.9728	Blm3p	252516
Q5A2U9	VMA5 CAALFM_C208190WA orf19.9712	V-type proton ATPase subunit C	44728
Q5A2W2	DML1 CAALFM_C306600CA CaO19.7449	Protein DML1	65511
Q5A2Y7	NSA2 CAALFM_C306380WA CaO19.7424	Ribosome biogenesis protein NSA2	29578
Q5A2Z1	MED6 CAALFM_C306350WA CaO19.7420	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	29219
Q5A318	ECI1 CAALFM_CR08690CA orf19.13803	Dodecenoyl-CoA isomerase	34423
Q5A319	NPR3 RMD11 CAALFM_CR08680CA CaO19.13802 CaO19.6444	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	81904
Q5A326	CDC23 CAALFM_CR08630WA orf19.13795	Anaphase promoting complex subunit	67795
Q5A328	CAALFM_CR08610WA orf19.13793	Mitochondrial pyruvate carrier	14694
Q5A337	SKI2 CAALFM_CR08570WA orf19.13783	SKI complex RNA helicase subunit	140909
Q5A339	UBC9 CAALFM_CR08560CA orf19.13782	E2 SUMO-conjugating protein	25649
Q5A340	CAALFM_CR08550WA orf19.13781	Fructose-2,6-bisphosphatase	39184
Q5A348	CAALFM_CR08470WA orf19.13774	N-glycosylation protein EOS1	51184
Q5A352	CAALFM_CR08430WA orf19.13769	Vacuolar protein 14 C-terminal Fig4-binding domain-containing protein	100933
Q5A355	CAALFM_CR08420WA orf19.13766	Uncharacterized protein	60296
Q5A356	CAALFM_CR08410WA orf19.13765	C2H2-type domain-containing protein	51403
Q5A357	CAALFM_CR08400CA orf19.13764	Mitochondrial 37S ribosomal protein SWS2	13809
Q5A359	GSH2 CAALFM_CR08370WA orf19.13762	Glutathione synthetase (GSH-S) (EC 6.3.2.3)	55197
Q5A360	SIL1 CAALFM_CR08350WA CaO19.13761 CaO19.6403	Nucleotide exchange factor SIL1	47067
Q5A362	CYS3 CAALFM_CR08340WA orf19.13760	cystathionine gamma-lyase (EC 4.4.1.1) (Gamma-cystathionase)	42892
Q5A386	TRM9 CAALFM_CR08180CA orf19.13735	tRNA (Carboxymethyluridine(34)-5-O)-methyltransferase	30150
Q5A387	PPM1 CAALFM_CR08170CA CaO19.13734 CaO19.6377	Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein phosphatase methyltransferase 1) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1)	42896
Q5A388	PTC5 CAALFM_CR08160WA orf19.13733	Type 2C protein phosphatase	64907
Q5A3J0	MUP1 CAALFM_C111870WA orf19.12745	Mup1p	60690
Q5A3J1	MRPL51 CAALFM_C111880WA CaO19.12744 CaO19.5279	Large ribosomal subunit protein mL43 (54S ribosomal protein L51, mitochondrial)	16072
Q5A3J3	CAALFM_C111900CA orf19.12742	UPF3 domain-containing protein	45782
Q5A3J5	CAALFM_C111920WA orf19.12740	Vta1p	46167
Q5A3K2	NUT2 MED10 CAALFM_C111980WA CaO19.12733 CaO19.5268	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	18701
Q5A3K7	SER33 CAALFM_C112030WA orf19.12728	phosphoglycerate dehydrogenase (EC 1.1.1.95)	50359
Q5A3L0	RPN2 CAALFM_C112050WA orf19.12725	26S proteasome regulatory subunit RPN2	104793
Q5A3L7	POM1 CAALFM_C112120WA orf19.12718	Protein kinase domain-containing protein	84201
Q5A3L9	ZCF30 CAALFM_C112130CA orf19.12716	Zcf30p	90683
Q5A3P4	WRS1 CAALFM_C112380CA orf19.12691	tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase)	48083
Q5A435	CAALFM_C405860WA orf19.8859	Prefoldin subunit 4	15045
Q5A441	CAALFM_C405810WA orf19.8853	J domain-containing protein	52667
Q5A449	LEA1 CAALFM_C405750CA CaO19.1260 CaO19.8845	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	27168
Q5A4H4	SGF11 CAALFM_C305790CA CaO19.7360	SAGA-associated factor 11	13240
Q5A4J4	PBN1 CAALFM_C601370WA CaO19.10951 CaO19.3447	Protein PBN1	55568
Q5A4J7	CAALFM_C601400WA orf19.10948	Major facilitator superfamily (MFS) profile domain-containing protein	74026
Q5A4K5	CAALFM_C601480WA orf19.10940	Rho GDP-dissociation inhibitor	21201
Q5A4K9	CAALFM_C601520WA orf19.10936	Major facilitator superfamily (MFS) profile domain-containing protein	61689
Q5A4M2	MAE1 CAALFM_C601670WA orf19.10923	Malate dehydrogenase (Oxaloacetate-decarboxylating)	69744
Q5A4M7	PTK2 CAALFM_C601710CA orf19.10918	Protein kinase	89292
Q5A4M9	FGR37 CAALFM_C601730WA orf19.10916	Fgr37p	11151
Q5A4N6	CAALFM_C601780CA orf19.10909	Formate/nitrite transporter	52216
Q5A4P1	CTA1 CAALFM_C601830WA orf19.10904	Cta1p	24332
Q5A4X4	CAALFM_C500230CA orf19.8587	Endonuclease	32776
Q5A4X7	CAALFM_C500260WA orf19.8584	ribose-phosphate diphosphokinase (EC 2.7.6.1)	44466
Q5A4Y0	DUS4 CAALFM_C500290WA orf19.8581	tRNA-dihydrouridine synthase (EC 1.3.1.-)	38383
Q5A4Y2	SMC4 CAALFM_C500300CA orf19.8579	Structural maintenance of chromosomes protein	155217
Q5A4Z0	CAALFM_C500330CA orf19.8571	Protein CSF1	338889
Q5A4Z1	EIP1 CAALFM_C500340WA orf19.8570	Uncharacterized protein	36429
Q5A4Z2	CAALFM_C500350CA orf19.8569	Type I HSP40 co-chaperone	49669
Q5A500	MET14 CAALFM_C500430WA orf19.8561	Adenylyl-sulfate kinase (EC 2.7.1.25)	22537
Q5A501	VPS2 CAALFM_C500440CA orf19.8560	ESCRT-III subunit protein	26443
Q5A503	FET33 CAALFM_C500460CA orf19.8558	Oxidoreductase	70895
Q5A504	KRE62 CAALFM_C500470CA orf19.8557	Kre62p	71658
Q5A510	CAALFM_C500530WA orf19.8551	Sphingomyelin phosphodiesterase	89028
Q5A513	UBC13 CAALFM_C500560WA orf19.8548	E2 ubiquitin-conjugating protein	19087
Q5A519	CGI121 CAALFM_C500620WA CaO19.8542 CaO19.927	EKC/KEOPS complex subunit CGI121	23374
Q5A5A0	PRX1 CAALFM_C702810WA orf19.12647	Thioredoxin peroxidase	27442
Q5A5B0	ENA21 CAALFM_C702910WA orf19.12637	Ena21p	106426
Q5A5B3	IFM1 CAALFM_C702940CA orf19.12634	Translation initiation factor IF-2, mitochondrial	84797
Q5A5B4	DBF4 CAALFM_C702950CA orf19.12633	Protein serine/threonine kinase activating protein	58030
Q5A5B6	ECM39 CAALFM_C702970WA orf19.12631	Mannosyltransferase (EC 2.4.1.-)	66231
Q5A5E0	DFR1 CAALFM_C703130CA orf19.12607	Dihydrofolate reductase (EC 1.5.1.3)	22139
Q5A5N0	CAALFM_C210860CA orf19.12829	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	40658
Q5A5N1	CAALFM_C210850CA orf19.12828	VLRF1/Vms1 domain-containing protein	60671
Q5A5N5	SLT11 ECM2 CAALFM_C210810WA CaO19.12824 CaO19.5364	Pre-mRNA-splicing factor SLT11	33876
Q5A5N9	RPC11 CAALFM_C210770WA orf19.12820	DNA-directed RNA polymerase subunit	12672
Q5A5P1	ORC2 CAALFM_C210760CA orf19.12818	Origin recognition complex subunit 2	78688
Q5A5P9	CAALFM_C210700CA orf19.12810	CID domain-containing protein	34139
Q5A5Q3	CAALFM_C210680WA orf19.12806	Transcription initiation factor TFIID subunit 8	47433
Q5A5Q4	CAALFM_C210670WA orf19.12805	Ubiquitin domain-containing protein DSK2	35948
Q5A5Q8	RPS4A CAALFM_C210620WA orf19.12801	40S ribosomal protein S4	29364
Q5A5R1	GAL4 CAALFM_C210590WA orf19.12798	Galactose-responsive transcription factor	29531
Q5A5S3	MIG2 CAALFM_C210540WA orf19.12786	C2H2-type domain-containing protein	30172
Q5A5S5	KIN3 CAALFM_C210530CA orf19.12785	non-specific serine/threonine protein kinase (EC 2.7.11.1)	50721
Q5A5T3	FGR29 CAALFM_C210430CA orf19.12776	Fgr29p	90362
Q5A5V6	PDB1 CAALFM_C404150CA orf19.12753	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)	41294
Q5A653	EFM5 CAALFM_C404500CA orf19.11317	Protein-lysine N-methyltransferase EFM5 (EC 2.1.1.-) (Elongation factor methyltransferase 5)	29386
Q5A660	PXR1 CAALFM_C404520WA CaO19.11312 CaO19.3831	Protein PXR1 (PinX1-related protein 1)	31392
Q5A675	CAALFM_C404660CA orf19.11296	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	109224
Q5A679	GYP1 CAALFM_C404710WA orf19.11292	Oxidant-induced cell-cycle arrest protein 5	65113
Q5A683	BAS1 CAALFM_C404730WA orf19.11290	Bas1p	84513
Q5A695	AGP3 CAALFM_C404840CA orf19.11275	Agp3p	56300
Q5A6A8	CAALFM_C404980WA orf19.11263	Acetyl-CoA transporter	62289
Q5A6K2	ATG22 CAALFM_CR04610CA CaO19.552 CaO19.8187	Autophagy-related protein 22	56529
Q5A6L1	FUM11 CAALFM_CR04530WA orf19.8178	fumarate hydratase (EC 4.2.1.2)	50077
Q5A6L6	GPI2 CAALFM_CR04470WA orf19.8171	Phosphatidylinositol N-acetylglucosaminyltransferase	34923
Q5A6N7	HAP31 CAALFM_CR04290WA orf19.8148	Hap31p	12286
Q5A6N8	RFT1 CAALFM_CR04280CA CaO19.516 CaO19.8147	Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1	64386
Q5A6P1	RON1 CAALFM_CR04250WA orf19.8144	NDT80 domain-containing protein	55663
Q5A6Q0	ARP5 CAALFM_CR04180CA orf19.8134	Actin-related protein 5	89189
Q5A6Q4	TRM6 CAALFM_CR04160CA CaO19.500 CaO19.8130	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	51182
Q5A6Q7	EAF7 CAALFM_CR04130CA CaO19.497 CaO19.8127	Chromatin modification-related protein EAF7	50718
Q5A6R2	ADE17 CAALFM_CR04090CA orf19.8122	Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	64940
Q5A6R5	DAP1 CAALFM_CR04060CA orf19.8119	Dap1p	17282
Q5A6R7	SPT14 CAALFM_CR04040CA orf19.8117	phosphatidylinositol N-acetylglucosaminyltransferase (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	50973
Q5A6S0	MRPL40 CAALFM_CR04010CA orf19.8114	Mitochondrial 54S ribosomal protein YmL40	38914
Q5A6S7	CAALFM_CR03950WA orf19.8108	Ribosome-recycling factor, mitochondrial (Ribosome-releasing factor, mitochondrial)	29583
Q5A723	MON1 CAALFM_CR03960CA CaO19.8109	Vacuolar fusion protein MON1	64521
Q5A779	DRG1 CAALFM_C108100WA orf19.12549	GTP-binding protein	40356
Q5A785	NUO4 CAALFM_C108050WA orf19.12543	Uncharacterized protein	18899
Q5A796	CAALFM_C107950CA orf19.12532	Ribosomal RNA-processing protein 17	31064
Q5A7A9	CAALFM_C107820WA orf19.12519	Mitochondrial thiamine pyrophosphate carrier 1	43378
Q5A7B0	CAALFM_C107810CA orf19.12518	CENP-T/Histone H4 histone fold domain-containing protein	85030
Q5A7K1	CAALFM_C300100WA orf19.12920	Splicing factor YJU2	27261
Q5A7K3	SEC6 CAALFM_C300110CA orf19.12918	SNARE-binding exocyst subunit	94795
Q5A7L0	CAALFM_C300170CA orf19.12910	DUF202 domain-containing protein	12936
Q5A7L9	HGT19 CAALFM_C300220WA orf19.12902	Hgt19p	71670
Q5A7M2	TIM44 CAALFM_C300250CA orf19.12899	Mitochondrial import inner membrane translocase subunit TIM44	47523
Q5A7N3	MZM1 FMP16 CAALFM_C300340WA CaO19.12888 CaO19.5433	Mitochondrial zinc maintenance protein 1, mitochondrial	13092
Q5A7N4	TPT1 CAALFM_C300350WA orf19.12887	2'-phosphotransferase (EC 2.7.1.160)	23621
Q5A7P2	CAALFM_C300420WA orf19.12880	ribonuclease Z (EC 3.1.26.11)	97467
Q5A7P7	ATP5 CAALFM_C300460WA orf19.12874	ATP synthase subunit 5, mitochondrial	22161
Q5A7P9	DOT5 CAALFM_C300480CA orf19.12872	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Thioredoxin peroxidase)	29137
Q5A7Q3	PRP46 CAALFM_C300500CA CaO19.12868 CaO19.5413	Pre-mRNA-splicing factor PRP46 (Pre-mRNA-processing protein 46)	43262
Q5A7Q5	CAALFM_C300520WA orf19.12866	NEDD8-conjugating protein	22166
Q5A7Q8	HRK1 CAALFM_C300550CA orf19.12863	non-specific serine/threonine protein kinase (EC 2.7.11.1)	78499
Q5A7S3	CAALFM_C300640WA orf19.12848	Glutamate decarboxylase	55602
Q5A7S4	NGT1 CAALFM_C300650WA orf19.12847	Ngt1p	56571
Q5A7S5	RSE1 SAP130 CAALFM_C300660WA CaO19.12846 CaO19.5391	Pre-mRNA-splicing factor RSE1	136352
Q5A850	GSY1 CAALFM_CR00780CA orf19.10788	Glycogen [starch] synthase (EC 2.4.1.11)	75580
Q5A852	PWP2 CAALFM_CR00800CA orf19.10786	SnoRNA-binding rRNA-processing protein	104248
Q5A863	TRM1 CAALFM_CR00900WA orf19.10775	tRNA (guanine(26)-N(2))-dimethyltransferase (EC 2.1.1.216)	62469
Q5A864	CCE1 CAALFM_CR00920WA orf19.10774	Cruciform cutting endonuclease	38574
Q5A868	CAB3 CAALFM_CR00980CA orf19.10770	Phosphopantothenoylcysteine decarboxylase complex subunit	80391
Q5A878	PRP40 CAALFM_CR01050CA orf19.10760	Pre-mRNA-processing protein PRP40	71034
Q5A879	LAG1 CAALFM_CR01060WA orf19.10759	Sphingosine N-acyltransferase	48635
Q5A880	CAALFM_CR01070WA orf19.10758	Uncharacterized protein	38448
Q5A881	CAALFM_CR01080WA orf19.10757	AP-1 accessory protein LAA1	248298
Q5A884	COX23 CAALFM_CR01100CA CaO19.10754 CaO19.3244	Cytochrome c oxidase-assembly factor COX23, mitochondrial	16477
Q5A887	CAALFM_CR01130WA orf19.10751	WDR59/RTC1-like RING zinc finger domain-containing protein	160615
Q5A892	CAALFM_CR01170WA orf19.10747	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	193264
Q5A893	CAP01 CAALFM_CR01180WA CaO19.10745 CaO19.3235	F-actin-capping protein subunit alpha	31984
Q5A896	CAALFM_CR01220WA orf19.10742	Major facilitator superfamily (MFS) profile domain-containing protein	57757
Q5A8A2	NPC2 CAALFM_CR01280CA CaO19.10736 CaO19.3226	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP)	21197
Q5A8H7	SWC5 CAALFM_C603950CA CaO19.13194 CaO19.5772	SWR1-complex protein 5	38842
Q5A8H9	OPT8 CAALFM_C603930WA orf19.13192	Opt8p	78499
Q5A8J5	HGT10 CAALFM_C603790CA orf19.13176	Glucose-inactivated glycerol proton symporter	60496
Q5A8J7	ORM1 CAALFM_C603770CA orf19.13174	Sphingolipid homeostasis protein	29661
Q5A8W9	CCM1 CAALFM_C603440WA CaO19.13127 CaO19.5704	Mitochondrial 15S rRNA processing factor CCM1	88529
Q5A8X7	FYV4 CAALFM_C101680CA CaO19.10865 CaO19.3357	Small ribosomal subunit protein mS41 (Protein FYV4, mitochondrial)	19825
Q5A8Y6	CAALFM_C101580WA orf19.10856	Mitochondrial 54S ribosomal protein YmL23	20269
Q5A8Z0	VPS17 CAALFM_C101550WA orf19.10852	Vacuolar protein sorting-associated protein 17	59942
Q5A8Z9	CAALFM_C101490WA orf19.10846	Mitochondrial outer membrane protein OM14 C-terminal domain-containing protein	21856
Q5A905	CAALFM_C101400CA orf19.10839	Sphinganine kinase	55119
Q5A917	SRB6 MED22 CAALFM_C101280CA CaO19.10827 CaO19.3317	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22)	13546
Q5A920	TRS20 CAALFM_C101260CA orf19.10824	TRAPP subunit	17154
Q5A922	AIM9 FMP29 CAALFM_C101250WA CaO19.10822 CaO19.3312	Altered inheritance of mitochondria protein 9, mitochondrial (Found in mitochondrial proteome protein 29)	71466
Q5A926	STB5 CAALFM_C101200WA orf19.10818	Stb5p	73088
Q5A928	CAALFM_C101180CA orf19.10816	HORMA domain-containing protein	69399
Q5A932	GAC1 CAALFM_C101140CA orf19.10812	CBM21 domain-containing protein	78182
Q5A933	CAALFM_C101130WA orf19.10811	Ubiquitin-binding SDF ubiquitin ligase complex subunit	82187
Q5A942	CAALFM_C101040WA orf19.10802	Peptide-methionine (R)-S-oxide reductase (EC 1.8.4.12)	16728
Q5A943	HMT1 CAALFM_C101030WA orf19.10801	Protein-arginine omega-N methyltransferase	39313
Q5A948	MET2 CAALFM_CR02170WA orf19.10149	Homoserine O-acetyltransferase	45392
Q5A951	MDL1 CAALFM_CR02150WA orf19.10146	ATP-binding cassette permease	75960
Q5A962	CAALFM_CR02030CA orf19.10135	rRNA (Cytosine-C5-)-methyltransferase	56992
Q5A967	CRC1 CAALFM_CR01980CA orf19.10130	Mitochondrial thiamine pyrophosphate carrier 1	30069
Q5A970	MRS2 CAALFM_CR01960CA CaO19.10128 CaO19.2597	Mitochondrial inner membrane magnesium transporter MRS2 (RNA-splicing protein MRS2)	53554
Q5A9A9	SEC65 CAALFM_CR01660CA orf19.10089	RNA-binding signal recognition particle subunit	31195
Q5A9B2	ACU1 CAALFM_CR01640CA orf19.10085	Cation-transporting P-type ATPase N-terminal domain-containing protein	38870
Q5A9C1	CAALFM_CR01570WA orf19.10078	peptidyl-tRNA hydrolase (EC 3.1.1.29)	21637
Q5A9D4	CSP37 CAALFM_CR01470WA orf19.10066	Csp37p	37004
Q5A9D9	LYS12 CAALFM_CR01400WA orf19.10060	Homoisocitrate dehydrogenase	40668
Q5A9E1	MGE1 CAALFM_CR01390WA orf19.10059	GrpE protein homolog	27235
Q5A9E6	NNF1 CAALFM_CR01360WA orf19.10055	Kinetochore-associated protein	22241
Q5A9E7	CAALFM_CR01350CA orf19.10054	Uncharacterized protein	33024
Q5A9X7	ARP9 CAALFM_C301030WA orf19.10043	Arp9p	54639
