Gene Names	Accession	Entry	Protein names	Mass
YHL019C	OG6_499970	P38700	Adaptin medium chain homolog APM2 (Adaptin-mu1-II)	69990
YHL020C	OG6_115952	P21957	Transcriptional repressor OPI1 (Negative regulator of phospholipid biosynthesis) (Overproducer of inositol protein 1)	46065
YHL021C	OG6_102379	P23180	Probable oxidoreductase AIM17 (EC 1.14.11.-) (Altered inheritance of mitochondria protein 17, mitochondrial) (Found in mitochondrial proteome protein 12)	53135
YHL022C	OG6_101269	P23179	Meiosis-specific protein SPO11 (EC 5.6.2.2) (Sporulation-specific protein 11)	45413
YHL023C	OG6_104131	P38742	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	129973
YHL024W	OG6_137515	P38741	Meiotic activator RIM4 (Regulator of IME2 protein 4)	80109
YHL025W	OG6_500755	P18888	Transcription regulatory protein SNF6 (SWI/SNF complex component SNF6)	37607
YHL026C	OG6_127047	P38740	Uncharacterized protein YHL026C	35717
YHL027W	OG6_113020	P33400	pH-response transcription factor pacC/RIM101 (Regulator of IME2 protein 1) (pH-response regulator protein RIM101)	68232
YHL028W	OG6_500182	P38739	Cell wall integrity and stress response component 4	63808
YHL029C	OG6_499877	P38738	Oxidant-induced cell-cycle arrest protein 5	77756
YHL030W	OG6_103321	P38737	Proteasome component ECM29 (Extracellular mutant protein 29)	210431
YHL031C	OG6_102989	P38736	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	25395
YHL032C	OG6_100613	P32190	Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	79824
YHL033C	OG6_101259	P17076	Large ribosomal subunit protein eL8A (60S ribosomal protein L8-A) (L4) (L4-2) (L7a-1) (Maintenance of killer protein 7) (RP6) (YL5)	28125
YHL034C	OG6_222589	P10080	Single-stranded nucleic acid-binding protein	32990
YHL035C	OG6_100026	P38735	ABC transporter ATP-binding protein/permease VMR1 (Vacuolar multidrug resistance protein 1)	180926
YHL036W	OG6_132283	P38734	Low-affinity methionine permease	60620
YHL038C	OG6_500149	P03874	Cytochrome B pre-mRNA-processing protein 2	73861
YHL039W	OG6_101154	P38732	Protein-lysine N-methyltransferase EFM1 (EC 2.1.1.-) (Elongation factor methyltransferase 1)	67452
YHL040C	OG6_105688	P38731	Siderophore iron transporter ARN1 (Ferrichrome permease)	70899
YHL042W	OG6_111794	P38729	Putative uncharacterized protein YHL042W	17570
YHL043W	OG6_111794	P38728	Protein ECM34 (Extracellular mutant protein 34)	19812
YHL044W	OG6_111794	P38727	DUP240 protein DFP4	26972
YHL046C	OG6_109825	P38725	Seripauperin-13	12880
YHL047C	OG6_105688	P38724	Siderophore iron transporter ARN2 (Triacetylfusarinine C permease) (Triacetylfusarinine C transporter 1)	69566
YHL048C-A	OG6_500306	Q3E758	Uncharacterized protein YHL048C-A	5096
YHL048W	OG6_111794	P38723	Protein COS8	45880
YHL049C	OG6_108906	P38722	Uncharacterized protein YHL049C	31505
YHL050C	OG6_108906	P38721	Uncharacterized protein YHL050C	79026
YHR001W	OG6_102132	P38755	Oxysterol-binding protein homolog 7 (Oxysterol-binding protein-related protein 7) (ORP 7) (OSBP-related protein 7)	49805
YHR001W-A	OG6_115933	P37299	Cytochrome b-c1 complex subunit 10, mitochondrial (Complex III subunit 10) (Complex III subunit XI) (Ubiquinol-cytochrome c oxidoreductase subunit 10) (Ubiquinol-cytochrome c reductase 8.5 kDa protein)	8593
YHR002W	OG6_100703	P38702	Mitochondrial carrier protein LEU5	40825
YHR003C	OG6_104712	P38756	tRNA threonylcarbamoyladenosine dehydratase 1 (EC 6.1.-.-) (t(6)A37 dehydratase 1)	48883
YHR004C	OG6_105071	P38757	Nuclear envelope morphology protein 1 (EC 3.1.3.16)	50642
YHR005C	OG6_100285	P08539	Guanine nucleotide-binding protein alpha-1 subunit (GP1-alpha)	54076
YHR005C-A	OG6_103064	P87108	Mitochondrial import inner membrane translocase subunit TIM10 (Mitochondrial intermembrane protein MRS11)	10305
YHR006W	OG6_222568	P38704	Transcription factor STP2	60792
YHR007C	OG6_103408	P10614	Lanosterol 14-alpha demethylase CYP51 (EC 1.14.14.154) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (CYPLI) (Ergosterol biosynthetic protein 11) (Lanosterol C14-C32 lyase) (Sterol 14-alpha demethylase)	60720
YHR007C-A	OG6_500125	Q07074	Uncharacterized protein YHR007C-A	8384
YHR008C	OG6_100280	P00447	Superoxide dismutase [Mn], mitochondrial (EC 1.15.1.1)	25774
YHR009C	OG6_108388	P38758	Putative oxidoreductase TDA3 (EC 1.-.-.-) (Batten disease protein 3) (Topoisomerase I damage affected protein 3)	57614
YHR010W	OG6_101266	P0C2H6	Large ribosomal subunit protein eL27A (60S ribosomal protein L27-A)	15531
YHR011W	OG6_100275	P38705	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (Digs into agar protein 4) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser) synthetase)	50390
YHR012W	OG6_101343	P38759	Vacuolar protein sorting-associated protein 29 (Carboxypeptidase Y-deficient protein 11) (Vesicle protein sorting 29)	31013
YHR013C	OG6_100590	P07347	N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.255) (Arrest-defective protein 1)	27603
YHR014W	OG6_499945	P23624	Meiosis-specific protein SPO13 (Sporulation-specific protein 13)	33295
YHR015W	OG6_205241	P38760	RNA-binding protein MIP6 (MEX67-interacting protein 6)	75920
YHR016C	OG6_103525	P32793	Protein YSC84 (LAS seventeen-binding protein 4) (LAS17-binding protein 4)	50902
YHR017W	OG6_499881	P32792	UPF0744 protein YSC83	44235
YHR018C	OG6_101588	P04076	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	51989
YHR019C	OG6_103052	P38707	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	62207
YHR020W	OG6_100749	P38708	Putative proline--tRNA ligase YHR020W (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	77386
YHR021C	OG6_100584	P38711	Small ribosomal subunit protein eS27B (40S ribosomal protein S27-B) (RP61) (YS20)	8865
YHR021W-A	OG6_500108	O13529	Protein ECM12 (Extracellular mutant protein 12)	17435
YHR022C	OG6_500527	P38763	Uncharacterized protein YHR022C	28996
YHR022C-A	OG6_500882	Q8TGT6	Uncharacterized protein YHR022C-A	3505
YHR023W	OG6_100110	P08964	Myosin-1 (Type II myosin)	223636
YHR024C	OG6_102381	P11914	Mitochondrial-processing peptidase subunit alpha (Alpha-MPP) (Inactive zinc metalloprotease alpha) (Matrix processing peptidase) (MPP) (Mitochondrial assembly protein 2) (Mitochondrial import function protein 2)	53338
YHR025W	OG6_103889	P17423	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	38712
YHR026W	OG6_102000	P23968	V-type proton ATPase subunit c'' (V-ATPase subunit c'') (V-ATPase 22 kDa proteolipid subunit) (Vacuolar proton pump c'' subunit)	22596
YHR027C	OG6_101799	P38764	26S proteasome regulatory subunit RPN1 (HMG-CoA reductase degradation protein 2) (Proteasome non-ATPase subunit 1)	109492
YHR028C	OG6_100574	P18962	Dipeptidyl aminopeptidase B (DPAP B) (EC 3.4.14.-) (YSCV)	93404
YHR029C	OG6_101608	P38765	Uncharacterized isomerase YHI9 (EC 5.1.-.-)	32563
YHR030C	OG6_100339	Q00772	Mitogen-activated protein kinase SLT2/MPK1 (MAP kinase MPK1) (EC 2.7.11.24)	55636
YHR031C	OG6_100049	P38766	ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (Regulation of Ty1 transposition protein 104) (rDNA recombination mutation protein 3)	81581
YHR032W	OG6_100259	P38767	Ethionine resistance-conferring protein 1	64209
YHR033W	OG6_104735	P38690	Uncharacterized protein YHR033W	46864
YHR034C	OG6_105060	P38768	Protein interacting with Hsp90 1 (Nucleolar protein 17)	39519
YHR035W	OG6_500736	P38769	GTPase-activating protein NEL1 (Non-ERES-localized SEC23 homolog 1)	72307
YHR036W	OG6_109555	P38770	Nucleus export protein BRL1 (BRR6-like protein 1)	53385
YHR037W	OG6_102275	P07275	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	64435
YHR038W	OG6_101101	P38771	Ribosome-recycling factor, mitochondrial (RRF) (Ribosome-releasing factor, mitochondrial)	26407
YHR039C	OG6_108000	P38694	Putative aldehyde dehydrogenase-like protein YHR039C (EC 1.2.1.-) (Meiotic sister-chromatid recombination protein 7)	71321
YHR039C-A	OG6_101449	P48836	V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G)	12713
YHR040W	OG6_102819	P38772	Box C/D snoRNA protein 1	42334
YHR041C	OG6_104763	P34162	Mediator of RNA polymerase II transcription subunit 20 (Hyper-recombination suppressor protein 2) (Mediator complex subunit 20) (Suppressor of RNA polymerase B 2)	22894
YHR042W	OG6_100886	P16603	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	76772
YHR043C	OG6_111160	P38773	2-deoxyglucose-6-phosphate phosphatase 2 (2-DOG-6-P 2) (2-deoxyglucose-6-phosphatase 2) (EC 3.1.3.68)	27165
YHR044C	OG6_111160	P38774	2-deoxyglucose-6-phosphate phosphatase 1 (2-DOG-6-P 1) (2-deoxyglucose-6-phosphatase 1) (EC 3.1.3.68)	27100
YHR045W	OG6_123099	P38775	Putative uncharacterized protein YHR045W	62692
YHR046C	OG6_100401	P38710	Inositol monophosphatase 1 (IMP 1) (IMPase 1) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 1)	32823
YHR047C	OG6_100948	P37898	Alanine/arginine aminopeptidase (EC 3.4.11.-)	97663
YHR048W	OG6_133385	P38776	Probable drug/proton antiporter YHK8	57838
YHR049W	OG6_151978	P38777	Family of serine hydrolases 1 (EC 3.1.-.-)	27339
YHR050W	OG6_100775	P38778	Manganese transporter SMF2	59768
YHR050W-A	OG6_500544	Q05451	Putative uncharacterized protein YHR050W-A	6578
YHR051W	OG6_104716	P00427	Cytochrome c oxidase subunit 6, mitochondrial (Cytochrome c oxidase polypeptide VI)	17342
YHR052W	OG6_102551	P38779	Proteasome-interacting protein CIC1 (Core interacting component 1)	42530
YHR053C	OG6_222590	P0CX80	Copper metallothionein 1-1 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	6650
YHR054C	OG6_181776	P38780	Uncharacterized protein YHR054C	41061
YHR055C	OG6_222590	P0CX81	Copper metallothionein 1-2 (Cu-MT) (Cu-metallothionein) (Copper chelatin) (Copper thionein)	6650
YHR056C	OG6_181776	P38781	Chromatin structure-remodeling complex protein RSC30 (Remodel the structure of chromatin complex subunit 30)	101335
YHR057C	OG6_100844	P23285	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Cyclophilin B) (Cyclophilin-related protein) (Rotamase B)	22769
YHR058C	OG6_102673	P38782	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)	32819
YHR059W	OG6_111592	P38783	Small ribosomal subunit protein mS41 (Function required for yeast viability protein 4) (Protein FYV4, mitochondrial)	15292
YHR060W	OG6_105121	P38784	Vacuolar ATPase assembly protein VMA22	21078
YHR061C	OG6_222565	P38785	GTPase-interacting component 1	35238
YHR062C	OG6_102854	P38786	Ribonuclease P/MRP protein subunit RPP1 (EC 3.1.26.5) (RNA-processing protein RPP1) (RNaseP/MRP 32.2 kDa subunit)	32224
YHR063C	OG6_102045	P38787	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)	42821
YHR064C	OG6_115931	P38788	Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13)	58238
YHR065C	OG6_101585	P38712	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	55969
YHR066W	OG6_101976	P38789	Ribosome biogenesis protein SSF1	51764
YHR067W	OG6_113000	P38790	Hydroxyacyl-thioester dehydratase type 2, mitochondrial (EC 4.2.1.-) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase)	33055
YHR068W	OG6_101093	P38791	Deoxyhypusine synthase (DHS) (EC 2.5.1.46)	42892
YHR069C	OG6_101400	P38792	Exosome complex component RRP4 (Ribosomal RNA-processing protein 4)	39427
YHR070W	OG6_100981	P38793	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	56514
YHR071W	OG6_137450	P38794	PHO85 cyclin-5 (G1/S-specific cyclin PCL5)	26467
YHR072W	OG6_101245	P38604	Lanosterol synthase ERG7 (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase ERG7) (Ergosterol biosynthetic protein 7) (Oxidosqualene--lanosterol cyclase ERG7) (OSC)	83460
YHR072W-A	OG6_102021	Q6Q547	H/ACA ribonucleoprotein complex subunit NOP10 (Nucleolar protein 10) (Nucleolar protein family A member 3) (snoRNP protein NOP10)	6636
YHR073W	OG6_101238	P38713	Oxysterol-binding protein homolog 3 (Oxysterol-binding protein-related protein 3) (ORP 3) (OSBP-related protein 3)	113760
YHR074W	OG6_100679	P38795	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	80686
YHR075C	OG6_102589	P38796	Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89) (Yms2)	44888
YHR076W	OG6_100742	P38797	Protein phosphatase 2C homolog 7, mitochondrial (PP2C-7) (EC 3.1.3.16)	37782
YHR077C	OG6_103377	P38798	Nonsense-mediated mRNA decay protein 2 (Up-frameshift suppressor 2)	126747
YHR078W	OG6_103122	P38799	Uncharacterized protein YHR078W	63331
YHR079C	OG6_102150	P32361	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]	126976
YHR079C-A	OG6_107974	P89114	Pachytene arrest protein SAE3 (Sporulation in the absence of SPO11 protein 3)	10827
YHR080C	OG6_173470	P38800	Membrane-anchored lipid-binding protein LAM4 (Lipid transfer at contact site protein 3) (Lipid transfer protein anchored at membrane contact sites 1)	149680
YHR081W	OG6_103626	P38801	Exosome complex protein LRP1 (Like an rRNA processing protein 1) (Yeast C1D domain-containing protein) (rRNA processing protein 47)	21045
YHR082C	OG6_137086	P38691	Serine/threonine-protein kinase KSP1 (EC 2.7.11.1)	117082
YHR083W	OG6_500464	P14693	Sorting assembly machinery 35 kDa subunit (Mitochondrial 38 kDa outer membrane protein) (TOB complex 38 kDa subunit)	37404
YHR084W	OG6_110016	P13574	Protein STE12	77867
YHR085W	OG6_105039	P38803	Pre-rRNA-processing protein IPI1 (Involved in processing IST2 protein 1)	37867
YHR086W	OG6_102296	Q00539	Protein NAM8 (Nuclear accommodation of mitochondria protein 8) (U1 snRNP component NAM8)	56972
YHR086W-A	OG6_500466	Q3E746	Uncharacterized protein YHR086W-A	5985
YHR087W	OG6_110565	P38804	Restriction of telomere capping protein 3	12009
YHR088W	OG6_102467	P38805	Ribosome production factor 1 (Ribosome biogenesis protein RPF1)	35121
YHR089C	OG6_102146	P28007	H/ACA ribonucleoprotein complex subunit GAR1 (Glycine/arginine-rich protein 1) (snoRNP protein GAR1)	21480
YHR090C	OG6_137182	P38806	Chromatin modification-related protein YNG2 (ESA1-associated factor 4) (ING1 homolog 2)	32086
YHR091C	OG6_100350	P38714	Arginine--tRNA ligase, mitochondrial (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	73694
YHR092C	OG6_100060	P32467	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1)	63910
YHR094C	OG6_100060	P32465	Low-affinity glucose transporter HXT1	63261
YHR096C	OG6_100060	P38695	Probable glucose transporter HXT5	66251
YHR097C	OG6_137783	P38809	Uncharacterized protein YHR097C	40663
YHR098C	OG6_101536	P38810	SED5-binding protein 3 (Lethal with SEC13 protein 1) (SEC24-related protein 3)	103950
YHR099W	OG6_101815	P38811	Transcription-associated protein 1 (p400 kDa component of SAGA)	433180
YHR100C	OG6_106813	P38812	Phosphatidylglycerophosphatase GEP4, mitochondrial (EC 3.1.3.27) (Genetic interactor of prohibitins 4) (PGP phosphatase GEP4)	20945
YHR101C	OG6_121415	P38813	Protein BIG1 (Bad in glucose protein 1)	39069
YHR102W	OG6_100860	P38692	Serine/threonine-protein kinase KIC1 (EC 2.7.11.1) (Kinase that interacts with CDC31) (N-rich kinase 1)	117062
YHR103W	OG6_222566	P38814	Protein SBE22	96398
YHR104W	OG6_100072	P38715	NADPH-dependent aldose reductase GRE3 (AR) (EC 1.1.1.21) (Genes de respuesta a estres protein 3) (NADPH-dependent aldo-keto reductase GRE3) (Xylose reductase) (EC 1.1.1.-)	37119
YHR105W	OG6_104966	P38815	Endosomal/vacuolar adapter protein YPT35 (PX domain-containing protein YPT35)	24646
YHR106W	OG6_101104	P38816	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9)	37087
YHR107C	OG6_108099	P32468	Cell division control protein 12 (Septin)	46668
YHR108W	OG6_112760	P38817	ADP-ribosylation factor-binding protein GGA2 (Golgi-localized, gamma ear-containing, ARF-binding protein 2)	64347
YHR109W	OG6_499893	P38818	Cytochrome c lysine N-methyltransferase 1 (EC 2.1.1.59)	68284
YHR110W	OG6_102210	P38819	Protein ERP5	24249
YHR111W	OG6_100543	P38820	Adenylyltransferase and sulfurtransferase UBA4 (Needs CLA4 to survive protein 3) (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	49361
YHR112C	OG6_112885	P38716	Uncharacterized trans-sulfuration enzyme YHR112C	42445
YHR113W	OG6_102047	P38821	Aspartyl aminopeptidase 4 (EC 3.4.11.21)	54174
YHR114W	OG6_113935	P38822	Protein BZZ1 (LAS17-binding protein 7)	71171
YHR115C	OG6_111255	P38823	E3 ubiquitin-protein ligase DMA1 (EC 2.3.2.27) (Checkpoint forkhead associated with RING domains-containing protein 1) (Defective in mitotic arrest protein 1) (RING-type E3 ubiquitin transferase DMA1)	46098
YHR116W	OG6_106193	P38824	Cytochrome c oxidase-assembly factor COX23, mitochondrial	17318
YHR117W	OG6_104251	P38825	Protein TOM71 (71 kDa mitochondrial outer membrane protein)	71856
YHR118C	OG6_500607	P38826	Origin recognition complex subunit 6 (ACS-associated protein 1) (Origin recognition complex 50 kDa subunit)	50296
YHR119W	OG6_101262	P38827	Histone-lysine N-methyltransferase, H3 lysine-4 specific (EC 2.1.1.354) (COMPASS component SET1) (Lysine N-methyltransferase 2) (SET domain-containing protein 1)	123912
YHR120W	OG6_100652	P25846	DNA mismatch repair protein MSH1, mitochondrial (MutS protein homolog 1)	109409
YHR121W	OG6_103238	P38828	Protein LSM12 (Sm-like protein 12)	21314
YHR122W	OG6_102398	P38829	MIP18 family protein YHR122W	25675
YHR123W	OG6_100740	P22140	Choline/ethanolaminephosphotransferase 1 (ETHPT) (Ethanolaminephosphotransferase 1) (EC 2.7.8.1) (EC 2.7.8.2) (Aminoalcohol phosphotransferase EPT1)	44560
YHR128W	OG6_100147	P18562	Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)	24594
YHR124W	OG6_500752	P38830	Meiosis-specific transcription factor NDT80	71479
YHR126C	OG6_500028	P38832	Probable GPI-anchored protein ANS1	16635
YHR127W	OG6_500160	P38833	Uncharacterized protein YHR127W	27132
YHR129C	OG6_499966	P38696	Centractin (Actin-like protein) (Actin-related protein 1)	42995
YHR131C	OG6_500661	P38835	PH domain-containing protein YHR131C	96099
YHR132C	OG6_100142	P38836	Inactive metallocarboxypeptidase ECM14 (Extracellular mutant protein 14)	49829
YHR132W-A	OG6_108957	Q9P305	mRNA stability protein IGO2 (Initiation of G zero protein 2)	14395
YHR133C	OG6_105282	P38837	Protein NSG1 (INSIG homolog 1)	32214
YHR134W	OG6_108834	P38838	DNA-dependent metalloprotease WSS1 (EC 3.4.24.-) (DNA damage response protein WSS1) (SUMO-dependent isopeptidase WSS1) (Weak suppressor of SMT3 protein 1)	30627
YHR135C	OG6_101750	P23291	Casein kinase I homolog 1 (EC 2.7.11.1)	61715
YHR136C	OG6_499913	P38839	Putative cyclin-dependent kinase inhibitor SPL2 (Suppressor of PLC1 deletion protein 2)	17036
YHR137W	OG6_500208	P38840	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	58528
YHR138C	OG6_110554	P38841	Uncharacterized protein YHR138C	12753
YHR139C	OG6_222591	P13130	Sporulation-specific wall maturation protein	34226
YHR140W	OG6_102603	P38842	UPF0641 membrane protein YHR140W	27146
YHR141C	OG6_100788	P0CX28	Large ribosomal subunit protein eL42B (60S ribosomal protein L42-B) (L41) (Maintenance of killer protein 18) (YL27) (YP44)	12212
YHR142W	OG6_113009	P38843	Chitin synthase export chaperone	34898
YHR143W	OG6_500734	P38844	Protein DSE2 (Daughter-specific expression protein 2)	33417
YHR143W-A	OG6_103748	P40422	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)	7716
YHR144C	OG6_102571	P06773	Deoxycytidylate deaminase (EC 3.5.4.12) (dCMP deaminase)	35646
YHR146W	OG6_500814	P38845	Cruciform DNA-recognizing protein 1 [Cleaved into: CRP1 short N-terminal subpeptide; CRP1 short C-terminal subpeptide]	51116
YHR147C	OG6_103727	P32904	Large ribosomal subunit protein uL6m (54S ribosomal protein L6, mitochondrial) (YmL16)	23889
YHR148W	OG6_102070	P32899	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (Interacting with MPP10 protein 3)	21885
YHR149C	OG6_222588	P32900	Protein SKG6 (Suppressor of lethality of KEX2-GAS1 double null mutant 6)	81849
YHR150W	OG6_101057	P38848	Peroxisomal membrane protein PEX28 (Peroxin-28)	66148
YHR151C	OG6_137749	P38849	Maintenance of telomere capping protein 6	59818
YHR152W	OG6_500695	P17123	Sporulation-specific protein 12	19912
YHR153C	OG6_500421	P17122	Sporulation-specific protein 16	23131
YHR154W	OG6_119473	P38850	Regulator of Ty1 transposition protein 107 (Establishes silent chromatin protein 4)	123017
YHR155W	OG6_114861	P38851	Membrane-anchored lipid-binding protein LAM1 (Lipid transfer protein anchored at membrane contact sites 1) (Yeast suicide protein 1)	143584
YHR156C	OG6_103383	P38852	Protein LIN1	40369
YHR157W	OG6_500438	P33323	Meiotic recombination protein REC104	20744
YHR158C	OG6_107531	P38853	Kelch repeat-containing protein 1	131094
YHR159W	OG6_500404	P38854	Topoisomerase I damage affected protein 11	56314
YHR160C	OG6_499862	P38855	Peroxisomal membrane protein PEX18 (Peroxin-18)	32037
YHR161C	OG6_102822	P38856	Clathrin coat assembly protein AP180A	71660
YHR162W	OG6_101975	P38857	Mitochondrial pyruvate carrier 2 (MPC2)	14555
YHR163W	OG6_101429	P38858	6-phosphogluconolactonase 3 (6PGL) (EC 3.1.1.31)	27784
YHR164C	OG6_102643	P38859	DNA replication ATP-dependent helicase/nuclease DNA2 [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	171694
YHR165C	OG6_101765	P33334	Pre-mRNA-splicing factor 8	279504
YHR166C	OG6_102790	P16522	Anaphase-promoting complex subunit CDC23 (Cell division control protein 23)	73114
YHR167W	OG6_500880	O13539	THO complex subunit THP2	30299
YHR168W	OG6_101006	P38860	GTPase MTG2, mitochondrial (Mitochondrial GTPase 2)	57847
YHR169W	OG6_102828	P38719	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13) (DEAD box protein 8)	47878
YHR170W	OG6_101748	P38861	60S ribosomal export protein NMD3 (Nonsense-mediated mRNA decay protein 3)	59095
YHR171W	OG6_102679	P38862	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (Cytoplasm to vacuole targeting protein 2)	71428
YHR172W	OG6_101900	P38863	Spindle pole body component SPC97	96825
YHR173C	OG6_499886	P38864	Uncharacterized protein YHR173C	12877
YHR174W	OG6_100260	P00925	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	46914
YHR175W	OG6_102787	P38865	Copper transport protein CTR2 (Copper transporter 2)	21651
YHR175W-A	OG6_500916	Q3E815	Uncharacterized membrane protein YHR175W-A	5710
YHR176W	OG6_100150	P38866	Thiol-specific monooxygenase (EC 1.14.13.-) (Flavin-dependent monooxygenase)	49099
YHR177W	OG6_110307	P38867	Uncharacterized protein YHR177W	52048
YHR178W	OG6_186916	P38699	Protein STB5	83473
YHR179W	OG6_100194	Q03558	NADPH dehydrogenase 2 (EC 1.6.99.1) (Old yellow enzyme 2)	45011
YHR181W	OG6_104172	P38869	Protein SVP26 (Sed5 compartment vesicle protein of 26 kDa)	26284
YHR182W	OG6_500877	P38870	Rho-GTPase-activating protein RGD3	90109
YHR183W	OG6_100975	P38720	6-phosphogluconate dehydrogenase, decarboxylating 1 (EC 1.1.1.44)	53543
YHR184W	OG6_500577	P38871	Sporulation-specific protein 1	65815
YHR185C	OG6_175148	P38872	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	27884
YHR186C	OG6_101923	P38873	Target of rapamycin complex 1 subunit KOG1 (TORC1 subunit KOG1) (Kontroller of growth protein 1) (Local anesthetic-sensitive protein 24) (Regulatory-associated protein of TOR) (Raptor)	177609
YHR187W	OG6_137837	P38874	Elongator complex protein 5 (Gamma-toxin target 5) (HAT-associated protein 2) (Protein IKI1)	35220
YHR188C	OG6_103068	P38875	GPI transamidase component GPI16	68771
YHR189W	OG6_102507	P38876	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	21036
YHR190W	OG6_103822	P29704	Squalene synthase ERG9 (SQS) (SS) (EC 2.5.1.21) (Ergosterol biosynthetic protein 9) (FPP:FPP farnesyltransferase ERG9) (Farnesyl-diphosphate farnesyltransferase ERG9)	51720
YHR191C	OG6_142748	P38877	Chromosome transmission fidelity protein 8	15169
YHR192W	OG6_170440	P38878	Endoplasmic reticulum junction formation protein lunapark (ER junction formation factor lunapark)	32063
YHR193C	OG6_101216	P38879	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC) (GAL4 DNA-binding enhancer protein 2)	18709
YHR194W	OG6_112021	P38880	Mitochondrial distribution and morphology protein 31	66703
YHR195W	OG6_500292	P38881	Nucleus-vacuole junction protein 1	36421
YHR196W	OG6_500468	P38882	U3 small nucleolar RNA-associated protein 9 (U3 snoRNA-associated protein 9) (U three protein 9) (U3 protein 9 required for transcription) (t-UTP9)	65271
YHR197W	OG6_499990	P38883	Pre-rRNA-processing protein RIX1 (Involved in processing IST2 protein 2) (Ribosomal export protein 1)	86739
YHR198C	OG6_111849	P38884	Altered inheritance of mitochondria protein 18, mitochondrial (Found in mitochondrial proteome protein 22)	36502
YHR199C	OG6_111849	P38885	Altered inheritance of mitochondria protein 46, mitochondrial (Found in mitochondrial proteome protein 34)	34113
